id	year	month	day	hour	min	sec	lat	lon	depth	mag
876820	1961	6	20	3	21	34	11.932	44.212	20	5.6
876846	1961	6	23	8	55	55	43.927	-128.85	15	5.89
876854	1961	6	24	9	35	54	3.671	97.338	20	5.67
876863	1961	6	25	16	46	38	21.757	143.797	15	5.75
876871	1961	6	26	14	47	27	52.092	174.567	25	5.81
876873	1961	6	27	7	3	44	27.857	99.687	15	6.08
876883	1961	6	29	9	22	57	-13.738	166.126	15	6.05
876922	1961	7	6	16	8	22	-7.396	-13.555	15	5.56
17290555	1961	7	6	22	9	32	-20.619	169.249	34.9	6.6
876929	1961	7	7	13	10	49	-5.984	149.747	48.4	6.47
876936	1961	7	8	2	35	22	-20.237	168.822	35	6.14
876945	1961	7	8	15	34	40	-20.17	168.911	35	6.16
876950	1961	7	8	21	48	47	-20.289	169.081	35	5.8
17290572	1961	7	11	9	31	50	7.946	93.124	50	6.01
876974	1961	7	13	21	44	34	22.989	122.704	25	5.94
876979	1961	7	15	0	17	50	13.302	120.641	25	5.93
876988	1961	7	16	14	1	37	-22.948	171.569	20	5.83
876997	1961	7	17	16	20	17	35.821	141.642	20	5.81
877000	1961	7	18	14	3	41	29.692	131.683	30.6	7.03
877010	1961	7	19	11	58	46	29.646	131.516	20	5.75
877023	1961	7	21	18	50	54	29.845	131.783	20	5.83
877038	1961	7	23	14	3	41	-18.509	168.234	25	6.07
877040	1961	7	23	14	37	54	6.663	-123.839	10	6.05
877042	1961	7	23	15	30	17	-18.375	168.33	25	5.96
877044	1961	7	23	21	51	9	-18.307	168.29	25	7.33
877087	1961	7	28	1	5	31	-2.287	-77.035	142.1	6.57
877088	1961	7	28	6	11	40	-18.822	167.773	15	5.94
877090	1961	7	28	10	13	50	19.984	-109.396	15	5.83
877097	1961	7	29	16	27	21	-24.167	-176.144	25	5.87
17290673	1961	8	1	5	39	54	-9.849	160.614	25	6.39
877113	1961	8	1	7	21	13	-56.774	-24.877	20	6.31
877114	1961	8	1	9	34	40	-56.831	-24.971	20	6.01
877121	1961	8	2	2	31	28	-56.97	-24.958	20	5.77
877140	1961	8	4	22	52	55	45.29	151.324	36.1	5.88
877151	1961	8	7	4	22	22	-2.709	122.1	15	5.84
877153	1961	8	7	12	22	25	-28.322	-176.523	30	5.81
17290687	1961	8	8	12	18	24	51.113	-170.74	22.2	6.26
877163	1961	8	9	16	2	37	-19.076	168.789	45	5.71
877175	1961	8	11	15	51	36	43.056	145.101	43.9	7.07
877177	1961	8	11	22	37	24	-2.801	122.111	20	5.98
877191	1961	8	14	18	50	54	-24.394	-175.678	35	5.88
877192	1961	8	14	22	5	4	31.59	131.632	35	5.73
877193	1961	8	14	23	28	46	-20.392	169.301	50	6.02
877196	1961	8	15	19	3	56	33.018	142.376	20	5.83
877215	1961	8	19	5	9	51	-10.75	-70.775	612.2	7.6
877216	1961	8	19	5	33	35	36.088	136.712	15	6.8
877237	1961	8	21	17	0	38	41.022	139.481	20	5.56
877244	1961	8	23	4	12	38	38.583	68.511	25	5.62
877265	1961	8	27	1	51	51	-15.716	-13.38	15	5.82
877268	1961	8	27	16	22	13	46.973	154.066	27.5	5.96
17290890	1961	8	27	16	47	49	17.848	146.742	35	6
877282	1961	8	28	20	26	1	-23.086	-113.718	15	5.65
877290	1961	8	30	3	35	11	7.114	-34.314	15	5.86
877295	1961	8	31	1	48	39	-10.688	-70.925	597.5	7.2
17290909	1961	9	1	0	9	39	-59.274	-26.801	129.2	7.3
877305	1961	9	1	18	50	36	13.573	-92.267	29	5.92
877330	1961	9	5	11	34	39	59.8	-150.932	44	6.02
877339	1961	9	8	11	26	32	-56.332	-27.345	100.9	7.1
877378	1961	9	13	21	19	18	-41.722	-75.576	20	5.96
877385	1961	9	15	1	46	11	34.929	33.886	30	5.9
877393	1961	9	17	8	41	58	24.02	122.28	34.1	6.11
877402	1961	9	18	15	37	34	-21.033	173.539	15	5.56
877404	1961	9	19	9	46	21	6.805	-82.294	15	5.84
877410	1961	9	20	19	3	37	-3.564	150.971	15	6.02
877421	1961	9	24	21	40	57	33.704	141.499	30	5.73
877436	1961	9	27	12	7	31	-59.349	-23.864	10	6.1
877437	1961	9	27	19	20	50	52.371	-168.809	25.4	5.5
877438	1961	9	27	19	27	6	52.255	-168.602	32.5	5.8
877441	1961	9	28	3	24	38	30.821	141.699	35	5.96
877467	1961	10	2	7	21	46	36.579	21.882	35	5.64
877477	1961	10	4	2	23	24	-13.081	166.573	65	5.72
877486	1961	10	5	22	35	1	24.07	121.807	44	5.79
877524	1961	10	13	10	46	45	-60.211	-33.692	15	5.67
877545	1961	10	17	4	27	31	-54.828	1.145	15	5.98
877550	1961	10	18	16	51	57	-36.738	-73.238	20	6.56
877558	1961	10	19	19	26	32	-55.337	146.217	15	5.73
877561	1961	10	22	9	50	27	-20.08	173.035	15	5.85
877566	1961	10	23	0	8	38	-60.279	-34.008	15	6.21
17291103	1961	10	23	14	39	37	3.679	126.665	15	6.19
17291112	1961	10	26	0	38	24	-3.036	148.19	20	6.46
877588	1961	10	26	15	27	7	-0.397	98.704	28.9	6.18
877609	1961	10	29	9	12	20	48.859	-128.756	15	5.83
877611	1961	10	30	2	16	33	42.423	-126.905	15	5.69
877615	1961	10	30	21	15	37	28.936	142.194	20	5.71
877650	1961	11	6	5	28	22	-13.369	166.597	35	5.96
877673	1961	11	12	2	15	18	0.375	29.436	30	5.75
877684	1961	11	14	4	42	30	7.391	-82.427	15	5.84
877692	1961	11	15	7	17	14	42.928	145.252	43	6.5
877703	1961	11	18	11	16	57	-27.075	-176.316	35	5.75
877709	1961	11	20	4	3	55	50.898	92.538	15	5.59
877713	1961	11	20	11	44	22	-21.887	169.961	25	6.05
877716	1961	11	20	17	58	18	31.14	-40.66	15	5.73
877740	1961	11	25	20	19	49	36.26	141.737	20	5.83
877746	1961	11	27	5	57	16	31.382	131.458	65	6.16
17291193	1961	11	27	17	10	40	-0.454	127.502	25	6.21
877754	1961	11	29	9	28	7	-35.594	-16.958	15	6.07
17291220	1961	12	4	12	38	14	33.344	95.252	15.8	6.08
877779	1961	12	5	13	1	5	-50.864	139.395	15	6.26
877782	1961	12	6	5	48	40	13.382	93.362	30	5.94
877783	1961	12	6	13	35	48	-23.68	-175.976	30	6.21
877785	1961	12	6	16	39	39	49.259	155.404	49.2	6.25
877797	1961	12	9	2	15	26	56.278	-153.473	22.9	5.99
877802	1961	12	9	11	18	11	-43.789	-75.84	25	6.66
17291247	1961	12	14	7	10	24	-3.201	140.923	15	6.03
877833	1961	12	17	22	12	30	-54.502	144.112	15	5.91
877871	1961	12	26	6	17	35	-43.917	38.706	15	5.91
877878	1961	12	27	23	48	3	-41.261	175.833	20	6.4
17291290	1961	12	30	0	39	26	52.083	177.83	15	6.55
877887	1961	12	30	7	8	37	39.878	77.425	35	5.82
873964	1962	1	1	23	40	24	52.112	177.594	25	5.88
873979	1962	1	4	4	35	44	33.623	135.317	50	6.18
873982	1962	1	5	0	23	41	-15.356	-177.611	55	6.21
873985	1962	1	5	8	8	7	-15.63	-172.436	25	5.88
873992	1962	1	7	10	3	13	43.247	17.019	15	6.16
874001	1962	1	8	1	0	26	18.272	-70.428	35.6	6.47
874010	1962	1	9	12	40	50	42.753	145.152	49	6.04
874017	1962	1	11	5	5	3	43.369	17.006	15	6.23
874110	1962	1	19	19	38	6	38.503	22.102	25	5.63
874140	1962	1	26	8	17	41	35.191	22.769	25	5.96
874157	1962	1	28	5	40	9	-17.104	-171.932	18.1	6.1
874179	1962	2	1	0	39	55	-31.642	-177.151	15	5.63
17291391	1962	2	3	0	37	58	-1.311	137.474	23	6.31
874198	1962	2	4	21	29	36	-0.68	-20.152	15	5.98
874213	1962	2	8	11	49	14	-3.117	141.265	35	6.03
17291428	1962	2	14	6	36	5	-37.845	-72.885	30	7.1
874252	1962	2	18	17	25	16	7.945	-74.812	46.1	5.8
874260	1962	2	20	9	15	59	6.714	92.51	25	5.71
874263	1962	2	20	16	5	46	42.845	144.952	50.7	6.08
874265	1962	2	20	22	2	42	26.099	96.999	35	6.27
874278	1962	2	23	20	21	28	-3.696	152.161	15	5.79
874301	1962	2	27	12	40	46	-37.732	-73.053	25	6.2
874312	1962	3	1	23	41	11	-13.97	172.354	15	6.28
874313	1962	3	2	13	3	2	5.508	126.606	25	5.91
874332	1962	3	6	5	55	48	13.503	93.276	35	5.79
17291480	1962	3	7	11	1	2	19.089	145.145	635	6.89
874336	1962	3	8	21	38	34	-3.571	28.935	10	5.78
874348	1962	3	11	19	19	10	8.851	126.586	44.6	6.3
874352	1962	3	12	9	41	35	8.11	-82.884	25	5.87
874353	1962	3	12	11	40	18	7.917	-82.818	25	6.53
874376	1962	3	16	19	42	42	-10.786	165.678	35	5.71
874380	1962	3	17	20	47	34	10.767	-43.255	10	7.3
874385	1962	3	18	3	6	21	-16.507	168.108	15	5.96
874388	1962	3	18	15	30	34	40.723	19.626	26.4	6.13
17291518	1962	3	18	20	18	55	23.82	114.639	15	6
874406	1962	3	22	15	13	9	-3.225	142.572	35	6.42
874425	1962	3	26	12	4	56	-0.503	-19.609	15	5.84
874426	1962	3	26	16	32	45	-40.532	-73.986	30.9	6.17
874437	1962	3	28	4	5	19	1.27	97.3	25	5.58
874445	1962	3	29	20	9	4	-0.47	127.503	30	5.79
874458	1962	4	1	0	45	13	33.32	58.845	15	5.76
874469	1962	4	3	16	24	57	-10.66	164.943	25	5.86
874474	1962	4	4	14	2	36	7.924	-83.091	25	5.88
874486	1962	4	7	6	21	36	9.965	144.592	20	5.91
874507	1962	4	10	21	37	11	37.78	20.132	15	6.21
874522	1962	4	11	10	47	30	37.648	20.074	15	5.53
874529	1962	4	12	0	52	44	38.022	142.789	28	7.3
874531	1962	4	12	5	16	4	37.799	142.75	25	5.85
874552	1962	4	15	18	8	26	-2.96	-12.167	15	5.63
874553	1962	4	15	18	45	17	-3.057	-12.128	15	5.81
874570	1962	4	17	20	54	8	38.072	142.7	30	5.64
874571	1962	4	17	22	34	57	-1.455	-15.11	15	5.79
874576	1962	4	18	19	14	41	-9.941	-78.933	49.4	6.38
17291639	1962	4	19	23	16	9	69.737	138.708	15	6
874587	1962	4	20	5	47	56	20.378	-72.197	25	6.61
874600	1962	4	22	4	45	21	15.391	-93.169	66	5.93
874610	1962	4	23	5	58	13	42.506	143.734	60	7.1
874627	1962	4	25	15	47	28	38.258	142.864	35	6.3
874645	1962	4	28	11	19	3	36.021	26.86	65	5.81
874646	1962	4	28	12	43	52	35.978	26.755	65	5.6
874654	1962	4	30	2	26	24	38.737	141.198	15	6.1
874661	1962	4	30	16	16	52	-18.233	-175.99	20	6.1
874662	1962	4	30	18	30	59	-18.166	-175.931	20	5.83
874677	1962	5	3	3	34	53	-60.277	-33.774	15	5.93
874683	1962	5	5	11	11	46	34.122	139.377	15	5.6
17291785	1962	5	6	19	0	12	-60.122	-34.185	15	6.51
874702	1962	5	7	17	39	54	45.261	146.901	25	6.5
874715	1962	5	10	0	27	16	-41.796	171.747	25	5.98
874717	1962	5	10	5	12	20	52.253	-170.967	42.9	5.95
874725	1962	5	11	14	11	54	16.96	-99.741	25	7
874743	1962	5	15	5	23	49	-7.351	128.218	30.2	7.1
17291870	1962	5	19	14	58	14	16.872	-99.726	25	6.8
17291888	1962	5	21	12	2	54	36.929	95.925	17	6.6
874777	1962	5	21	21	15	37	-20.088	-177.459	390	7.47
874781	1962	5	22	8	6	37	-12.22	166.574	114.4	6.64
874785	1962	5	22	22	3	29	-5.536	151.621	15	6.08
874795	1962	5	25	4	19	32	-20.471	-173.913	25	5.8
874817	1962	5	30	10	2	52	29.977	-42.64	15	5.58
17291937	1962	5	31	6	28	28	22.027	142.857	269.1	6.57
874831	1962	6	2	12	26	9	49.559	-130.176	15	5.81
874833	1962	6	2	17	15	14	29.532	130.629	35	6.02
874839	1962	6	3	15	2	26	22.165	-45.131	15	5.76
874878	1962	6	11	7	15	40	43.547	18.35	15	5.93
874890	1962	6	14	7	51	54	54.506	169.048	15	5.5
874891	1962	6	14	7	55	48	54.237	169.228	15	6
874895	1962	6	14	22	14	16	26.424	126.228	25	5.98
874896	1962	6	15	6	30	37	-20.637	-70.686	35	5.86
874910	1962	6	17	4	27	42	-40.111	46.022	15	5.63
874926	1962	6	21	4	43	45	5.587	-82.702	15	5.88
874937	1962	6	23	9	44	40	25.48	128.327	23	6.52
17292043	1962	6	24	1	21	17	25.405	101.066	15	5.96
874947	1962	6	25	11	10	28	24.155	122.612	35	6.43
874962	1962	6	28	4	27	18	19.54	-155.572	15	5.68
874975	1962	6	29	22	35	42	32.238	48.768	15	5.44
17292081	1962	6	30	19	29	53	16.313	122.221	20	5.88
874987	1962	7	1	21	23	41	39.767	75.322	15	5.63
874997	1962	7	3	18	13	37	-56.279	-142.672	15	6
875003	1962	7	5	17	40	57	31.247	142.004	20	5.76
875005	1962	7	6	2	12	12	11.775	57.648	15	5.73
875006	1962	7	6	9	16	17	37.762	20.047	35	5.94
17292105	1962	7	6	23	5	34	36.458	70.412	216.2	6.71
875016	1962	7	7	6	12	47	51.226	178.859	30.7	5.91
875035	1962	7	11	12	40	32	11.916	122.177	25	5.92
875037	1962	7	13	3	31	54	9.811	122.553	25	5.89
875048	1962	7	16	2	4	55	-52.143	139.299	15	5.71
875056	1962	7	17	5	32	10	-42.939	-75.748	20	5.79
875059	1962	7	17	17	20	26	42.861	145.005	49.9	6.01
875082	1962	7	25	4	37	47	18.776	-81.27	20	6.1
17292186	1962	7	26	8	14	46	7.512	-82.729	25	7.18
875094	1962	7	28	0	5	13	-16.05	-173.222	25	5.75
875097	1962	7	28	19	42	58	36.646	142.104	25	5.63
17292197	1962	7	30	17	16	48	-3.456	143.997	25	6.63
17292199	1962	7	30	20	18	53	5.173	-76.352	64	6.51
875110	1962	7	31	5	13	7	18.805	120.82	35	5.93
875113	1962	8	1	4	37	0	-3.382	143.883	25	6.28
875121	1962	8	3	8	56	20	-23.167	-67.914	124.8	6.8
875124	1962	8	3	11	4	5	40.782	73.286	25	5.79
875130	1962	8	6	1	35	31	32.025	-40.947	15	6
875135	1962	8	6	20	52	0	-26.94	-177.026	75	5.97
875148	1962	8	10	21	4	0	49.45	-28.081	20	5.58
17292242	1962	8	11	8	15	43	25.193	123.416	128.8	6.49
875157	1962	8	13	6	35	55	2.131	-83.476	10	5.95
875161	1962	8	13	20	11	40	53.623	108.658	20	5.62
875163	1962	8	14	1	10	49	-49.894	163.309	20	5.94
17292251	1962	8	17	5	4	32	10.478	121.604	20	5.97
875182	1962	8	18	17	46	16	62.222	-152.32	30	5.56
17292262	1962	8	19	18	26	41	44.671	81.554	33.2	6.31
875195	1962	8	21	18	9	6	41.248	15.07	20	5.66
875196	1962	8	21	18	19	33	41.175	15.009	20	6.2
875199	1962	8	21	21	5	58	-28.986	-176.638	30	6.4
875200	1962	8	21	21	9	50	-29.785	-111.712	15	6.4
875211	1962	8	23	19	29	17	41.838	-124.048	25	5.86
875215	1962	8	24	9	4	22	-15.055	-173.255	10	5.86
875226	1962	8	26	6	48	56	34.129	139.447	15	6
875228	1962	8	26	23	30	39	-3.724	140.206	40	5.78
875232	1962	8	27	16	20	4	38.217	142.71	30	5.73
875244	1962	8	29	22	36	55	34.204	139.366	15	5.9
875249	1962	8	30	13	35	29	41.961	-111.497	15	5.91
875251	1962	8	30	17	17	53	-21.207	-174.412	30	5.84
17292531	1962	8	31	17	2	46	51.301	-179.663	35	6.19
17292545	1962	9	1	3	46	8	51.142	-179.656	35	6.04
17292556	1962	9	1	7	51	9	51.198	-179.866	35	5.85
17292570	1962	9	1	19	20	41	35.656	49.843	15	7
875315	1962	9	10	9	36	25	34.587	26.78	25	5.58
875317	1962	9	10	15	44	0	-21.225	-179.11	630.6	6.45
875333	1962	9	12	20	57	0	36.323	68.981	35	6.3
875343	1962	9	15	22	50	48	48.497	156.944	25	6.16
875357	1962	9	18	0	29	9	7.514	-82.297	30	6.77
875381	1962	9	22	6	51	33	26.334	96.917	25	6.11
875390	1962	9	24	14	38	22	42.657	145.586	30	5.99
875416	1962	9	29	15	17	48	-27.089	-63.311	573	6.42
17292801	1962	10	1	12	13	59	27.899	54.748	15	5.77
17292821	1962	10	6	4	23	30	-17.34	167.59	60	6.32
875458	1962	10	6	8	3	35	-17.469	168.028	35	6.02
17292827	1962	10	6	23	31	27	-17.531	167.964	35	6.03
17292837	1962	10	8	21	56	25	24.251	121.893	35	6.49
875494	1962	10	9	20	14	39	-3.08	148.603	25	6.11
875499	1962	10	10	21	52	35	-15.231	-173.284	15	5.62
875505	1962	10	13	10	23	38	35.701	50.1	20	5.55
875508	1962	10	13	18	47	45	-12.566	166.659	30	5.67
875515	1962	10	14	15	9	2	31.637	131.586	30	5.87
875524	1962	10	15	23	36	33	-43.612	169.963	15	5.67
875532	1962	10	16	18	2	36	51.694	-175.755	35	5.68
17292886	1962	10	22	15	23	39	49.639	155.999	55	5.76
875571	1962	10	25	20	6	9	-61.769	155.153	15	6.12
875596	1962	10	31	11	32	27	5.286	-82.623	15	5.91
17292921	1962	11	1	15	33	23	1.801	132.884	35	5.96
17292923	1962	11	1	17	52	23	1.967	133.004	35	5.93
17292927	1962	11	2	14	46	40	-10.133	117.823	25	5.93
875619	1962	11	4	22	53	34	-43.271	-75.762	20	6.07
875623	1962	11	6	0	9	48	28.057	55.533	15	5.68
875633	1962	11	8	0	33	11	-4.703	-105.601	15	5.82
875646	1962	11	10	1	33	20	43.716	147.336	52.5	5.81
17292959	1962	11	11	11	31	45	55.922	113.3	21.3	5.6
875653	1962	11	11	15	15	32	17.027	40.394	15	5.64
17292961	1962	11	11	16	9	56	-12.887	166.451	47.4	6.1
875655	1962	11	11	22	14	18	-43.198	-75.773	20	6.1
17292964	1962	11	12	12	49	10	26.079	128.637	22.5	5.92
875664	1962	11	14	7	48	3	35.766	141.243	30	5.79
875671	1962	11	15	23	25	16	-8.835	-80.135	35	6.1
875673	1962	11	16	7	18	36	-32.45	-110.991	15	6.32
875674	1962	11	16	21	10	3	13.286	93.076	27	6.24
875700	1962	11	23	0	30	4	-15.262	-75.512	20	5.89
875716	1962	11	26	5	29	34	39.764	77.285	30	5.85
875719	1962	11	26	15	58	47	-23.72	-175.738	20	5.56
875723	1962	11	28	2	35	47	12.108	143.928	15	5.88
875733	1962	11	29	19	6	41	-17.206	168.48	35	6.16
875740	1962	11	30	21	51	24	17.254	-99.732	45	5.76
875741	1962	12	1	1	50	22	52.234	-170.222	40	5.7
875757	1962	12	4	16	40	6	-16.719	-172.452	15	5.96
875768	1962	12	7	14	3	40	29.27	139.329	431.2	6.59
875773	1962	12	8	18	18	31	-15.316	-173.365	39.4	6.23
875774	1962	12	8	21	27	21	-25.802	-63.21	588.7	7.15
875775	1962	12	8	22	55	1	50.393	-176.736	22.4	5.83
875806	1962	12	17	17	25	41	37.952	106.192	20	5.66
17293112	1962	12	21	0	44	20	-9.169	112.33	55	6.25
875822	1962	12	21	6	27	50	52.553	-168.687	25	5.69
875823	1962	12	21	8	42	48	52.256	-168.532	20.6	6.4
875832	1962	12	21	21	27	48	-1.084	-81.167	15	5.77
875833	1962	12	22	0	52	25	-22.121	170.189	30	6.4
875836	1962	12	22	1	59	49	-9.291	112.296	40	6.1
875840	1962	12	22	15	20	31	52.168	-168.769	33.3	6.5
17293165	1962	12	26	22	25	17	54.016	168.6	22.8	6.7
875857	1962	12	26	23	25	17	23.893	65.209	23.5	5.88
17293168	1962	12	26	23	46	15	53.983	168.781	25	5.95
875862	1962	12	27	18	18	44	39.728	142.156	50	5.71
875869	1962	12	29	10	41	6	-20.105	-69.927	50	6.2
875870	1962	12	29	14	47	39	-31.447	-177.5	15	6.01
871639	1963	1	1	23	39	10	56.575	-157.542	74.8	6.4
871642	1963	1	2	14	56	7	-4.295	135.14	25	6.03
871643	1963	1	3	3	5	4	29.299	130.409	35	5.96
871645	1963	1	3	9	39	45	-5.285	151.599	54	5.72
871651	1963	1	4	12	16	38	-4.859	153.987	60	5.82
871657	1963	1	5	13	16	45	-10.069	123.818	35	6.03
871665	1963	1	6	21	20	56	47.656	156.102	15	5.63
871668	1963	1	7	11	48	22	0.575	126.088	35	5.96
871683	1963	1	11	12	12	16	-45.001	-75.91	15	5.96
871705	1963	1	15	22	17	50	-31.287	-13.325	15	5.81
871735	1963	1	24	22	27	33	8	126.864	50	5.95
871749	1963	1	27	19	35	17	41.013	49.732	45.5	5.73
871752	1963	1	28	12	12	23	-2.543	149.835	35	6.55
17293281	1963	1	28	13	0	53	54.578	-161.561	35	6.62
871762	1963	1	30	10	10	6	-55.61	-28.599	25	6.81
871764	1963	1	31	5	6	47	27.146	126.874	50	6.65
871787	1963	2	5	20	39	20	-38.437	-73.443	25	6.4
871788	1963	2	6	1	21	29	-38.459	-73.465	25	6.05
871790	1963	2	6	10	20	27	-3.532	146.036	25	5.92
17293310	1963	2	6	18	17	10	55.654	166.276	15	5.61
871818	1963	2	13	8	50	4	24.411	122.094	30	7.2
871821	1963	2	13	18	13	55	-9.883	160.936	20	6.38
17293345	1963	2	14	7	4	46	-7.403	128.286	220	6.61
871825	1963	2	14	12	9	12	0.721	-30.128	22.5	5.91
17293349	1963	2	14	22	7	54	-4.814	144.545	64.7	6.12
871865	1963	2	21	17	14	36	32.661	20.996	25	5.63
871869	1963	2	22	7	10	28	84.88	101.168	15	5.63
871882	1963	2	25	17	11	2	24.179	123.139	15	5.69
871885	1963	2	26	20	14	10	-7.523	146.308	186.6	7.5
17293390	1963	2	27	4	30	3	-6.163	149.598	35	6.72
871900	1963	3	1	10	45	55	41.023	143.139	30	5.89
871903	1963	3	2	9	25	56	46.206	153.016	25	5.59
17293413	1963	3	4	13	38	42	24.519	121.951	20	6.27
871916	1963	3	4	15	43	2	-4.585	-81.774	15	6.07
871922	1963	3	5	7	5	0	-4.683	-81.519	15	5.84
871930	1963	3	7	5	22	0	-27.083	-113.464	10	6.5
871931	1963	3	7	12	16	27	-44.267	-76.223	19.2	6.19
871951	1963	3	10	2	53	33	24.693	122.158	15	6.07
871954	1963	3	10	10	51	48	-30.038	-71.612	50	5.6
871958	1963	3	11	7	27	23	37.943	29.218	30	5.77
17293446	1963	3	14	8	0	14	18.916	120.117	25	5.86
871982	1963	3	16	8	44	50	46.636	154.783	15	7.2
872003	1963	3	20	16	38	57	-2.437	138.495	35	5.91
872004	1963	3	21	4	0	11	36.39	141.208	45.1	5.48
17293479	1963	3	24	2	7	13	-9.477	120.593	20	6.3
872024	1963	3	24	9	43	19	8.925	125.677	35	5.84
872026	1963	3	24	12	44	5	34.438	47.882	20	5.97
872028	1963	3	24	21	35	26	51.695	-178.048	56.3	5.62
872032	1963	3	25	20	17	5	-56.678	147.587	15	5.81
872033	1963	3	25	22	46	16	0.737	96.615	17.9	5.74
17293490	1963	3	26	9	48	17	-29.992	-177.675	10	7.3
872035	1963	3	26	13	24	59	-29.979	-178.033	15	6.5
872037	1963	3	26	21	34	40	35.789	135.81	15	6.3
872048	1963	3	28	0	15	50	66.218	-19.824	10	6.9
872061	1963	3	28	23	29	12	-29.925	-177.367	35	5.82
872071	1963	3	30	16	52	1	44.184	148.024	58.7	6.1
872077	1963	3	31	5	30	49	-29.985	-177.618	35	6.6
17293565	1963	3	31	7	7	35	-6.013	148.976	35	6.13
872085	1963	3	31	17	28	52	0.622	96.578	19.3	5.56
872086	1963	3	31	19	22	53	-30.163	-177.84	51.6	6.2
872099	1963	4	3	14	47	54	-55.542	-127.716	15	6
872118	1963	4	7	22	36	3	-4.884	103.235	59.4	6.07
872130	1963	4	10	7	50	31	-9.169	125.178	35	6.03
872138	1963	4	12	0	41	29	31.885	78.781	30	5.48
872144	1963	4	13	2	20	58	-6.254	-76.539	119.8	6.5
872145	1963	4	13	14	31	25	-3.452	135.591	46.9	6.06
872157	1963	4	16	1	29	23	-0.975	128.07	30	7.13
872159	1963	4	16	1	55	13	-1.05	128.043	30	7.07
872165	1963	4	17	2	11	26	-19.697	178.441	20	6.18
17293645	1963	4	19	7	35	24	35.613	96.993	20	6.7
872186	1963	4	21	4	38	22	24.171	122.321	26.8	5.85
872188	1963	4	21	10	38	31	-3.225	146.886	25	5.6
872192	1963	4	23	2	51	15	46.727	103.54	15	5.67
872194	1963	4	23	9	55	8	25.656	99.646	30	5.75
872212	1963	4	25	16	35	59	-1.408	128.849	35	5.73
872220	1963	4	27	8	43	1	-0.854	128.344	28.8	5.96
872228	1963	4	29	14	51	50	-64.143	159.716	15	5.56
17293682	1963	4	29	21	44	18	51.31	178.725	42.3	6.12
17293685	1963	4	30	0	58	22	-1.042	128.706	35	6.32
872245	1963	5	1	10	3	21	-18.984	169.084	142.9	6.82
872264	1963	5	6	8	38	29	-9.171	112.548	35	5.71
872275	1963	5	8	10	22	11	36.296	141.142	46.5	6.25
17293721	1963	5	8	15	24	0	5.274	125.555	60	5.69
872280	1963	5	9	15	3	46	12.395	-86.858	50	5.56
872284	1963	5	10	22	22	43	-2.188	-77.623	20	6.6
872289	1963	5	11	17	49	44	24.101	122.302	35	5.85
872294	1963	5	12	9	42	53	-57.668	160.395	15	5.57
872296	1963	5	12	20	8	40	57.201	-154.249	36.6	5.96
17293740	1963	5	12	20	37	16	55.968	163.247	45	5.75
872301	1963	5	13	12	43	59	14.405	-93.027	35	5.77
872306	1963	5	15	2	52	41	-3.271	146.957	35	5.86
872325	1963	5	17	12	9	8	41.507	142.153	64	5.71
872332	1963	5	18	12	20	32	-8.112	115.582	25	5.7
872336	1963	5	19	1	3	3	-46.483	-75.252	15	6.4
872348	1963	5	19	21	35	51	23.724	-45.818	22.5	6.9
872354	1963	5	20	11	38	5	-30.685	-178.17	65	6.8
872360	1963	5	21	17	30	17	-11.064	163.306	35	5.87
872363	1963	5	22	13	56	47	48.622	154.66	30	6.9
17293778	1963	5	22	15	42	50	4.323	127.895	58.2	5.81
17293782	1963	5	22	21	53	4	-8.202	115.73	35	5.9
872384	1963	5	25	16	8	0	-56.798	-25.077	10	6.15
17293791	1963	5	26	23	6	56	55.038	159.87	30	6.07
17293794	1963	5	27	3	58	47	55.114	160.194	35	5.78
872408	1963	5	29	8	35	8	27.119	59.487	65.5	5.55
872415	1963	5	30	6	56	10	-54.282	143.938	15	6.01
872422	1963	5	31	6	3	35	-15.228	-173.257	15	5.77
872426	1963	5	31	23	58	48	-15.262	-173.174	15	5.81
872436	1963	6	1	21	13	53	-15.236	-173.377	20	5.93
872441	1963	6	2	10	0	1	-6.176	154.51	45	5.84
872443	1963	6	2	21	4	22	-58.503	-15.44	17.5	6.15
872446	1963	6	3	7	35	52	34.074	138.715	15	5.73
872447	1963	6	3	11	31	49	5.205	-72.987	15	5.77
872454	1963	6	4	11	54	9	-30.517	-177.779	30	5.56
872459	1963	6	4	21	4	44	-1.153	127.35	30	6.07
872468	1963	6	5	22	54	26	-3.078	119.691	35	5.8
872470	1963	6	6	5	18	56	19.896	120.572	24.8	6.01
872474	1963	6	6	12	4	14	-37.927	77.805	15	5.73
17293847	1963	6	7	15	50	0	18.903	121.798	35	5.77
872481	1963	6	7	19	30	35	8.278	-103.388	15	5.94
872483	1963	6	7	22	37	29	-15.604	-172.682	20	6.01
872485	1963	6	8	1	1	52	-15.544	-172.948	20	5.64
17293856	1963	6	10	4	16	37	-55.438	146.713	15	6.1
17293858	1963	6	10	6	39	5	-55.311	146.421	15	6.2
872500	1963	6	10	10	46	56	50.923	160.001	10	5.67
872504	1963	6	11	3	25	39	37.031	70.085	15	5.44
872517	1963	6	15	15	30	37	-36.25	-99.155	15	5.79
872524	1963	6	17	18	30	54	-65.636	-178.545	15	6.22
872525	1963	6	17	18	32	15	60.473	-141.025	25	5.67
17293879	1963	6	17	23	2	7	-4.09	102.171	65	5.6
