id	year	month	day	hour	min	sec	lat	lon	depth	mag
779357	1971	10	16	5	15	25	-5.993	154.403	70	6.24
779376	1971	10	16	21	54	29	-3.467	127.154	60	5.62
779410	1971	10	18	12	55	39	-22.679	171.284	65	6.13
779432	1971	10	19	11	2	40	52.621	-166.845	31.6	5.81
779458	1971	10	20	8	40	21	21.967	121.388	43.8	5.84
779488	1971	10	21	8	22	46	24.885	125.24	55	5.5
779543	1971	10	23	1	41	12	-54.798	146.364	10	6.33
779563	1971	10	23	22	33	32	11.909	142.531	21.6	6.56
779564	1971	10	23	23	1	19	-57.32	-25.523	25	5.73
779569	1971	10	24	1	37	31	11.929	142.405	25	6.51
779574	1971	10	24	2	21	3	11.85	142.422	25	6.2
779613	1971	10	25	3	46	38	-13.062	166.393	40	6.39
779659	1971	10	26	19	5	7	11.866	142.632	25	5.71
779680	1971	10	27	9	27	17	17.535	120.134	25	5.53
779689	1971	10	27	17	58	39	-15.582	167.246	45	6.8
779742	1971	10	28	18	0	2	-13.384	166.429	35	6.71
779780	1971	10	29	14	6	31	49.877	154.968	121.4	5.72
779816	1971	10	30	14	16	24	32.109	137.825	388	5.7
779829	1971	10	30	20	48	50	23.024	121.404	35	6.2
778328	1971	11	5	22	11	16	10.142	92.987	52.5	5.65
778331	1971	11	5	23	57	29	-2.006	100.126	35	5.62
778373	1971	11	7	14	12	27	-4.544	-105.609	10	5.86
778388	1971	11	8	3	6	37	26.978	54.519	20	6.15
778408	1971	11	8	22	43	2	5.737	126.433	170	5.62
778478	1971	11	11	11	16	53	-2.682	136.511	15	5.78
778645	1971	11	18	7	31	34	38.404	66.639	29.2	5.58
778677	1971	11	20	7	28	0	-23.449	-179.857	543.1	6.48
778692	1971	11	20	21	24	41	48.714	-129.651	15	5.83
778697	1971	11	21	5	57	12	-11.857	166.557	113.1	7.1
778698	1971	11	21	6	20	1	-11.926	166.568	116.6	6.08
778718	1971	11	22	0	46	13	52.253	174.231	43.7	6.06
778764	1971	11	24	0	58	7	46.598	152.641	50	5.55
778805	1971	11	24	19	35	33	52.803	159.199	125	7.3
778871	1971	11	27	13	45	12	29.203	130.293	53.6	5.61
778892	1971	11	28	11	12	2	-29.98	-69.428	110	5.9
778920	1971	11	29	20	14	13	-11.288	-77.715	53	5.81
777414	1971	12	2	17	18	22	44.889	153.314	20	6.59
777470	1971	12	4	15	55	46	7.942	126.59	55	5.53
777492	1971	12	5	5	50	8	49.452	-129.853	10	6.02
777545	1971	12	7	3	26	19	-54.438	5.837	15	6.23
777551	1971	12	7	6	23	12	3.74	127.991	55.5	5.84
777559	1971	12	7	12	4	19	55.048	-54.437	20	5.5
777577	1971	12	8	8	38	23	49.125	-128.817	15	5.57
777588	1971	12	8	16	5	28	-22.805	-70.371	30	6.1
777603	1971	12	9	1	42	33	27.275	56.441	15	5.84
777617	1971	12	9	15	1	1	-21.648	173.42	45	5.98
777656	1971	12	11	3	29	59	1.761	127.32	115	5.61
777661	1971	12	11	7	25	19	-6.151	154.577	55	6.5
777750	1971	12	15	8	29	57	55.959	163.269	27.5	7.6
777758	1971	12	15	9	22	37	55.838	163.664	27.5	5.57
777807	1971	12	16	12	25	49	55.804	163.453	27.5	5.62
777847	1971	12	17	19	6	8	55.474	163.657	28.8	6.27
777881	1971	12	18	21	57	53	55.602	163.045	27.4	5.77
777891	1971	12	19	7	50	29	56.005	162.83	27.5	5.55
778073	1971	12	26	13	19	1	50.643	-174.989	15	5.59
778078	1971	12	26	15	50	55	-6.245	154.889	35	5.84
778097	1971	12	27	11	0	57	-19.863	-175.727	220.5	5.86
778161	1971	12	29	22	27	7	25.206	94.708	62.3	5.71
778182	1971	12	30	15	39	39	-4.789	151.804	111.3	6.05
778212	1971	12	31	22	37	27	6.125	123.288	625	5.68
776618	1972	1	1	22	5	55	-17.021	174.903	10	6.77
776638	1972	1	2	21	57	1	15.978	-98.335	15	5.75
776661	1972	1	3	17	6	22	51.095	178.905	30	5.77
776670	1972	1	4	3	16	56	22.638	122.067	28	6.9
776721	1972	1	6	0	30	18	-4.611	151.819	162.3	6.1
776759	1972	1	7	6	25	50	-2.184	138.951	30	6
776779	1972	1	8	3	7	54	-18.897	-173.206	10	5.6
776783	1972	1	8	5	27	53	20.981	120.28	25	6.71
776788	1972	1	8	8	14	20	20.893	120.308	25	5.81
776790	1972	1	8	11	34	50	-55.692	-28.876	57.7	5.99
776874	1972	1	12	9	59	10	-6.833	-71.847	569.1	6.4
776886	1972	1	12	18	37	23	37.636	75.014	99.2	5.68
776904	1972	1	13	17	24	21	61.888	147	11.3	5.9
776936	1972	1	15	3	39	21	-18.296	-174.605	150	5.92
776951	1972	1	15	20	21	48	40.182	78.92	10.2	6.2
777005	1972	1	18	12	43	29	54.655	161.506	31.5	5.71
777013	1972	1	18	21	55	17	-4.866	144.966	25.7	6.63
777043	1972	1	19	15	0	55	-4.718	144.905	20	6.57
777108	1972	1	21	19	18	57	-6.751	-71.902	563.7	6.09
777120	1972	1	22	13	8	49	13.973	-91.128	72.8	5.81
777137	1972	1	22	21	50	39	-20.435	172.94	20	6.34
777164	1972	1	23	21	17	54	-13.248	166.407	35	7.05
777173	1972	1	24	3	55	45	-13.144	166.406	35	6.1
777202	1972	1	24	19	38	8	-26.19	-177.183	97.8	5.66
777208	1972	1	25	2	6	24	22.632	122.269	25	7.3
777209	1972	1	25	3	41	24	23.107	121.974	25	7.11
777243	1972	1	26	3	41	57	-2.543	102.535	171.1	5.53
777263	1972	1	26	23	0	24	-20.113	-178.892	643	6.54
777287	1972	1	28	1	16	22	-19.415	169.22	125	6.27
777303	1972	1	28	16	18	28	20.963	120.063	35	5.68
775862	1972	2	1	2	37	25	-9.769	160.165	35	5.77
775921	1972	2	3	8	36	17	-4.62	151.803	160	5.57
775959	1972	2	4	13	29	15	-22.821	-68.845	102.8	5.56
776029	1972	2	6	22	3	29	12.535	141.896	25	5.8
776055	1972	2	7	19	14	50	8.484	-83.996	18.9	5.79
776064	1972	2	8	3	37	49	19.319	122.067	15	6.08
776099	1972	2	9	20	44	35	-51.852	-73.917	15	6
776156	1972	2	12	18	52	0	-15.448	-173.252	17.7	5.98
776186	1972	2	13	21	5	58	-55.829	-26.999	32.5	5.92
776188	1972	2	13	21	23	20	0.932	-28.534	10	5.81
776200	1972	2	14	23	29	53	-11.481	166.339	101.8	7.4
776227	1972	2	15	21	18	20	-17.66	-71.212	54.6	5.8
776232	1972	2	16	3	49	52	-11.347	166.261	100	5.57
776261	1972	2	17	0	39	10	-6.102	151.856	35	5.6
776315	1972	2	19	13	54	46	44.635	149.084	45	5.57
776334	1972	2	20	6	8	14	29.328	-113.68	15	5.79
776372	1972	2	21	19	34	51	55.888	-158.337	54.3	5.79
776417	1972	2	23	18	19	4	-15.428	-172.681	35	5.77
776426	1972	2	24	1	43	5	55.846	-158.214	58.9	5.51
776454	1972	2	25	1	17	16	-60.759	-25.668	35	6.34
776489	1972	2	26	23	31	8	50.462	97.207	15	5.65
776553	1972	2	29	9	23	1	33.453	140.929	59.8	7.16
776554	1972	2	29	9	42	42	33.502	141.092	56.8	6.05
774943	1972	3	1	9	4	39	-18.995	-173.662	10	6.01
774945	1972	3	1	9	28	56	40.535	-125.444	10	5.93
774973	1972	3	1	21	39	44	-24.796	-70.094	48.9	5.73
775019	1972	3	2	20	10	9	33.508	141.054	57.7	5.87
775069	1972	3	4	2	58	29	-21.888	-179.329	590	5.62
775173	1972	3	6	18	50	18	50.069	148.883	586.2	5.72
775192	1972	3	7	7	45	23	-28.277	-178.169	200	6.64
775213	1972	3	8	3	45	25	-3.795	131.384	25.6	5.9
775338	1972	3	14	0	47	15	33.358	141.105	41.3	5.62
775356	1972	3	14	14	5	46	39.217	29.517	25	5.67
775374	1972	3	15	11	23	10	51.588	176.679	35	5.51
775410	1972	3	17	0	21	27	-24.785	-179.529	425	5.66
775466	1972	3	18	23	17	39	33.624	141.427	25	5.81
775484	1972	3	19	15	57	51	40.872	141.975	71.3	6.24
775498	1972	3	20	7	33	50	-6.855	-76.726	55	6.4
775519	1972	3	20	23	31	49	51.277	-179.233	35	5.89
775534	1972	3	21	9	47	37	49.92	-176.209	15	5.55
775574	1972	3	22	10	27	43	49.019	153.582	138.9	6.81
775584	1972	3	22	15	53	31	-21.241	-174.279	20	5.92
775606	1972	3	23	7	16	51	-15.507	-172.723	10	5.71
775639	1972	3	24	3	38	28	56.108	-157.254	68.3	6.36
775660	1972	3	24	17	17	42	7.092	123.643	30	5.74
775668	1972	3	25	0	56	6	48.066	153.087	137.7	5.96
775674	1972	3	25	5	26	42	-22.005	-174.378	40	5.65
775684	1972	3	25	12	15	31	-3.557	150.166	30	6.46
775692	1972	3	25	22	59	41	43.269	146.008	45.4	6.35
775721	1972	3	27	11	12	28	-17.855	-178.48	562.5	5.5
775750	1972	3	28	13	58	23	-30.834	-179.828	350	5.68
775781	1972	3	30	5	34	53	-25.758	179.665	495.8	7.25
775792	1972	3	30	11	0	18	-29.765	-71.438	40	5.79
775844	1972	3	31	15	36	52	-55.247	-29.108	15	6.14
774029	1972	4	1	23	51	21	-49.389	164.032	10	6.39
774049	1972	4	2	9	1	24	-16.118	-173.029	25	5.96
774055	1972	4	2	15	36	43	-16.028	-172.767	25	5.61
774059	1972	4	2	21	30	5	-13.102	166.214	10	6.71
774085	1972	4	3	18	52	58	54.238	-35.118	10	5.73
774129	1972	4	4	22	43	9	-7.432	125.544	390	6.78
774175	1972	4	6	3	21	16	-57.842	-26.72	135	5.53
774234	1972	4	8	4	55	4	8.026	-38.911	10	5.63
774236	1972	4	8	6	24	15	42.477	-126.542	15	5.6
774259	1972	4	9	4	10	49	42.104	84.609	16.1	5.73
774291	1972	4	10	2	6	51	28.415	52.765	10	6.6
774329	1972	4	11	2	21	14	0.922	-28.28	10	6.57
774380	1972	4	12	10	0	4	-19.394	-174.728	135	5.55
774536	1972	4	17	10	49	45	24.171	122.543	41.6	6.3
774628	1972	4	21	1	28	10	53.987	-166.919	106.5	5.94
774638	1972	4	21	13	25	18	-15.311	-173.463	85	5.98
774688	1972	4	23	20	40	6	-5.609	104.103	55	5.67
774701	1972	4	24	1	20	47	-31.464	-111.174	15	6.31
774714	1972	4	24	9	57	21	23.564	121.539	22.2	7
774740	1972	4	24	17	58	32	23.736	121.59	22.5	5.62
774772	1972	4	25	19	30	7	13.402	120.275	25	7.45
774780	1972	4	26	1	33	19	-18.159	173.06	595	5.83
774826	1972	4	27	1	29	34	13.603	120.634	25	5.98
774852	1972	4	27	19	20	55	24.043	122.425	31.8	5.62
774887	1972	4	28	23	32	11	-5.154	154.191	409.9	7.2
774907	1972	4	29	23	6	38	-6.544	155.05	35	5.64
774926	1972	4	30	15	15	32	13.557	120.422	25	5.95
773072	1972	5	2	3	10	24	5.544	124.622	370	5.56
773076	1972	5	2	6	56	22	5.203	-100.228	15	6.1
773119	1972	5	4	3	50	31	33.581	141.217	46.1	5.59
773128	1972	5	4	7	48	19	-15.963	167.538	51	6.9
773147	1972	5	4	21	40	1	35.182	23.55	35	6.27
773154	1972	5	5	10	16	9	23.065	121.382	25	5.62
773172	1972	5	5	23	16	30	-4.255	152.618	30	6.59
773228	1972	5	7	16	39	43	-4.925	153.841	101.9	5.62
773235	1972	5	7	22	6	29	-53.742	-134.352	10	6.35
773250	1972	5	8	6	18	58	-1.21	138.306	20	5.71
773264	1972	5	8	16	15	14	-19.55	-176.118	30	5.64
773296	1972	5	9	12	20	23	-17.788	-178.744	564.3	5.99
773323	1972	5	10	5	48	21	-3.866	150.246	10	5.77
773343	1972	5	10	22	3	6	-0.313	122.28	15	5.79
773347	1972	5	11	0	44	59	42.789	144.678	61.1	5.65
773377	1972	5	11	21	18	27	-27.825	-178.88	358.1	5.94
773381	1972	5	12	1	21	29	24.537	121.624	57.1	5.7
773429	1972	5	13	9	23	33	-32.156	-178.452	30	5.73
773444	1972	5	13	15	19	38	-32.76	-71.736	45	5.61
773464	1972	5	14	5	3	20	-0.039	122.874	180	5.56
773503	1972	5	15	9	32	55	-23.633	-179.991	550	5.81
773505	1972	5	15	10	9	37	-29.785	-69.686	10	5.55
773549	1972	5	17	5	27	53	13.393	120.036	26.4	6.15
773679	1972	5	21	3	50	32	-15.988	-73.92	79.6	5.51
773701	1972	5	22	6	4	2	16.552	122.189	35	6.92
773729	1972	5	22	20	45	57	-17.76	-175.066	222.1	7.06
773772	1972	5	24	11	26	2	-22.277	171.351	25	6.04
773833	1972	5	26	8	38	17	13.21	120.297	20	5.54
773858	1972	5	27	4	6	52	54.865	156.385	419.5	5.89
773883	1972	5	28	1	55	20	-10.973	116.987	15	6.27
772160	1972	6	2	22	50	48	3.616	96.755	25	5.57
772242	1972	6	6	2	19	42	51.341	-178.26	47.5	5.54
772246	1972	6	6	5	25	50	32.853	-39.776	15	5.7
772319	1972	6	8	7	55	20	-7.278	126.684	325	5.6
772321	1972	6	8	9	14	9	21.085	120.207	25	5.71
772339	1972	6	8	17	57	39	-22.538	-66.13	256.2	5.68
772340	1972	6	8	18	53	44	-30.466	-71.699	45	6.69
772347	1972	6	9	0	19	55	-21.297	-173.921	15	5.7
772416	1972	6	11	16	41	4	3.752	124.221	330.8	7.72
772418	1972	6	11	18	36	49	-5.55	147.074	150	5.71
772427	1972	6	12	0	45	45	-12.419	167.048	233.8	5.54
772448	1972	6	12	9	56	23	5.196	-78.195	25	5.77
772457	1972	6	12	13	33	59	33.023	46.184	15	5.58
772465	1972	6	12	19	47	37	53.337	-166.87	32.5	6.2
772500	1972	6	13	16	58	36	-29.764	-177.282	42.5	5.77
772568	1972	6	15	15	21	19	42.282	143.224	56.6	5.62
772744	1972	6	21	15	29	52	31.934	131.882	39.9	6.04
772832	1972	6	24	15	29	21	36.278	69.681	24	6.31
772849	1972	6	24	23	20	6	1.476	127.57	208.9	5.81
772898	1972	6	26	10	6	1	51.858	156.162	194.8	5.78
772960	1972	6	28	9	49	36	27.643	33.815	15	5.6
773022	1972	6	30	12	39	58	-17.934	-178.393	575	5.53
771213	1972	7	2	12	56	7	30.051	50.889	20	5.56
771233	1972	7	3	1	19	27	18.747	145.112	610	5.72
771244	1972	7	3	5	31	30	5.794	125.865	105	5.61
771272	1972	7	4	1	4	36	38.529	142.15	48.1	5.74
771290	1972	7	4	10	16	12	9.379	122.536	45	6
771324	1972	7	5	10	16	40	49.366	-127.517	26	5.87
771389	1972	7	7	12	36	15	11.856	126.21	25	5.62
771410	1972	7	8	6	49	22	36.382	71.433	107.3	5.89
771416	1972	7	8	12	10	52	16.209	-97.063	27.5	5.63
771492	1972	7	11	15	46	10	-6.064	153.099	20	5.63
771602	1972	7	16	0	29	19	-20.809	-178.676	615.3	5.59
771609	1972	7	16	4	21	38	-35.1	-179.985	35	5.79
771618	1972	7	16	17	9	8	-3.136	100.89	36.8	5.97
771798	1972	7	22	16	41	3	31.356	91.444	10	5.9
771830	1972	7	23	19	13	8	50.078	-129.51	15	6.46
771868	1972	7	25	9	20	30	-21.488	-176.281	186.3	5.66
772000	1972	7	29	5	4	22	0.119	123.445	139.1	6.17
772027	1972	7	30	3	1	6	49.105	156.123	35	5.53
772048	1972	7	30	17	40	20	-4.54	152.276	10	5.95
772054	1972	7	30	20	13	57	-4.617	152.32	10	6.03
772060	1972	7	30	21	45	17	56.724	-135.853	25	7.6
772073	1972	7	31	3	28	29	30.681	141.893	20	5.88
772093	1972	7	31	15	56	8	30.705	141.801	20	5.86
770115	1972	8	1	10	37	0	-4.119	102.28	90	5.62
770161	1972	8	2	19	48	53	-26.312	-177.506	182.5	5.54
770163	1972	8	2	21	38	51	55.889	163.271	25.2	6.11
770175	1972	8	3	4	40	55	51.128	-178.19	33.5	6.37
770183	1972	8	3	6	59	46	51.033	-178.183	35	5.63
770184	1972	8	3	7	3	14	51.072	-177.954	35	5.58
770229	1972	8	4	11	38	9	56.118	-135.529	15	5.93
770242	1972	8	4	17	51	14	49.149	155.928	45	6.63
770248	1972	8	4	20	1	36	-11.2	162.001	15	6.08
770253	1972	8	4	22	30	36	-11.048	161.945	15	6.1
770273	1972	8	5	6	30	58	-11.082	162.181	15	6.04
770300	1972	8	6	1	12	51	25.031	61.278	25	5.68
770308	1972	8	6	7	14	43	-11.093	162.139	15	6.34
770325	1972	8	6	15	17	30	-11.16	162.173	15	5.71
770351	1972	8	7	9	24	13	-16.646	-171.974	15.6	6.11
770356	1972	8	7	23	16	39	-19.052	169.118	179.6	5.59
770453	1972	8	10	15	31	27	-21.396	-174.371	40	5.58
770502	1972	8	12	9	42	7	51.277	-179.255	35	5.88
770510	1972	8	12	13	15	49	4.952	-82.706	25	5.87
770574	1972	8	14	15	33	16	1.71	126.324	30	5.62
770580	1972	8	14	22	29	28	-6.365	144.475	35	5.6
770594	1972	8	15	10	56	13	56.264	-135.604	10	5.77
770672	1972	8	17	23	44	9	-6.05	152.932	20	7.5
770674	1972	8	18	0	23	51	-6.098	152.691	20	6.09
770751	1972	8	20	5	10	19	1.342	126.939	15	5.65
770755	1972	8	20	10	9	10	38.721	140.039	15	5.64
770771	1972	8	21	6	23	50	49.486	147.053	584.2	6.24
770773	1972	8	21	8	47	7	-5.826	152.986	37.5	5.76
770851	1972	8	23	11	59	55	1.787	127.302	120	5.65
771020	1972	8	28	2	18	54	-25.002	136.348	10	5.73
771047	1972	8	28	15	21	1	51.218	-179.27	35	5.62
771053	1972	8	28	18	58	1	-21.341	-174.243	10	6.11
771069	1972	8	29	5	59	3	-20.188	-175.067	165	5.68
771107	1972	8	30	10	29	53	-3.513	144.934	15	6.48
771120	1972	8	30	18	51	33	36.62	96.562	18	5.53
771137	1972	8	31	8	7	22	35.926	136.762	15	5.81
771140	1972	8	31	14	3	14	52.348	95.479	11.1	5.5
768900	1972	9	1	12	47	14	-15.012	167.399	122.3	6.02
768911	1972	9	2	1	49	40	29.44	130.5	52.2	6.2
768956	1972	9	3	6	31	22	-5.577	151.182	25	6.25
768987	1972	9	3	16	48	29	35.919	73.416	30	6.2
769003	1972	9	3	23	3	53	35.921	73.347	30	5.79
769036	1972	9	4	13	42	19	35.941	73.387	30	5.98
769065	1972	9	4	23	32	21	-3.847	-80.741	30	5.55
769082	1972	9	5	5	23	5	-6.938	129.69	108.4	5.92
769103	1972	9	5	17	18	27	1.987	128.22	126.3	6.29
769104	1972	9	5	17	30	36	-19.957	169.136	50	6.35
769158	1972	9	7	2	54	56	-2.036	68.091	9.8	5.6
769181	1972	9	7	20	0	28	-6.349	148.423	50	5.76
769197	1972	9	8	3	13	1	-5.754	130.547	87.5	5.76
769213	1972	9	8	11	34	47	71.467	-10.375	15	6.04
769237	1972	9	9	2	44	5	-15.429	-175.553	35	6.24
769262	1972	9	10	6	3	28	-20.248	168.745	35	6.29
769303	1972	9	11	10	36	55	-3.551	149.92	10	5.56
769305	1972	9	11	11	17	21	-3.52	149.909	10	5.72
769309	1972	9	11	13	35	49	-3.296	130.685	28.6	6.1
769369	1972	9	13	14	33	39	-20.359	168.987	30	6.4
769371	1972	9	13	14	55	45	-20.384	168.841	30	5.66
769392	1972	9	14	9	24	13	-20.521	168.837	30	5.57
769420	1972	9	15	17	46	53	-20.393	168.628	30	5.77
769443	1972	9	16	9	14	35	15.216	-96.327	30	5.97
769447	1972	9	16	10	51	41	2.215	128.225	160	5.67
769451	1972	9	16	12	11	25	-10.543	161.363	35	5.57
769484	1972	9	17	14	7	14	38.347	20.307	15	6.45
769503	1972	9	17	17	37	50	35.926	73.4	35	5.59
769592	1972	9	18	20	35	38	-9.892	119.634	35	5.6
769608	1972	9	19	1	36	51	19.471	-70.26	15	6.1
769642	1972	9	19	15	8	19	-5.793	148.155	195.1	5.85
769647	1972	9	19	17	40	12	-19.333	-173.667	35	5.52
769692	1972	9	21	0	10	13	2.948	96.091	23.4	5.53
769749	1972	9	22	11	45	11	-16.633	-174.33	180.3	5.73
769763	1972	9	22	17	36	2	-0.101	122.931	125	5.58
769766	1972	9	22	19	57	28	22.413	121.123	25	6.3
769785	1972	9	23	2	14	28	22.315	121.091	25	6.36
769882	1972	9	24	20	9	38	-6.305	131.116	35	6.8
769886	1972	9	24	22	39	17	-6.21	131.164	35	5.54
769955	1972	9	26	21	5	45	-30.957	-68.208	15	6
769977	1972	9	27	9	1	44	-16.695	-171.996	25	6.2
770048	1972	9	29	6	37	35	-21.208	-174.476	25	5.93
767932	1972	10	1	23	49	38	7.478	123.809	628.8	5.9
767972	1972	10	2	20	35	47	-33.962	-70.897	80.6	5.55
767995	1972	10	3	10	14	21	47.273	154.144	30	5.51
768118	1972	10	6	16	42	55	-6.112	149.814	50	6.31
768140	1972	10	7	12	34	57	-4.573	153.101	85	5.74
768245	1972	10	10	22	42	19	-20.095	-68.708	122.6	5.71
768277	1972	10	12	0	21	12	35.907	73.372	25	5.5
768303	1972	10	12	16	45	9	-0.706	121.647	20	5.52
768305	1972	10	12	17	49	54	1.793	127.431	124.8	6.08
768318	1972	10	13	4	46	9	52.811	-163.122	14	5.93
768339	1972	10	14	0	0	25	48.321	148.862	389.4	5.6
768375	1972	10	14	23	52	6	-33.01	-178.412	35	5.92
768376	1972	10	15	1	0	1	-32.993	-178.315	35	5.51
768467	1972	10	17	21	23	17	-10.387	120.478	30	5.9
768494	1972	10	18	18	18	24	-8.544	124.855	15	5.9
768533	1972	10	20	4	33	48	20.689	-29.738	15	6
768538	1972	10	20	8	17	49	18.827	-106.788	20	6.67
768580	1972	10	21	19	52	6	63.126	-150.968	130.4	5.5
768644	1972	10	24	7	31	51	13.73	147.135	10	5.56
768683	1972	10	25	18	25	55	70.992	-6.533	15	5.56
768710	1972	10	26	17	5	5	27.393	128.535	48	5.6
768719	1972	10	26	22	48	35	-14.342	167.249	155	5.55
768732	1972	10	27	9	23	8	-19.986	168.97	25	6.31
768753	1972	10	28	1	1	21	2.647	128.708	45	5.71
768757	1972	10	28	2	27	13	-7.308	146.808	10	6.3
768758	1972	10	28	3	16	53	-15.204	167.553	130.7	5.92
768802	1972	10	29	7	20	40	33.141	137.95	341.5	5.53
768851	1972	10	30	16	48	11	-6.323	154.822	53.2	6.26
766897	1972	11	1	15	24	32	41.447	142.998	72.9	5.5
766918	1972	11	2	9	51	48	-6.383	131.189	25	5.79
766936	1972	11	2	19	55	22	-20.122	168.949	20	7
766971	1972	11	3	22	42	39	-19.57	169.41	20	5.55
766972	1972	11	3	23	57	56	-19.181	-69.108	116.6	5.52
766980	1972	11	4	3	49	54	-20.037	169.124	20	6.38
766990	1972	11	4	9	47	21	-4.867	144.548	82.5	5.75
767020	1972	11	5	0	5	52	-9.624	122.185	35	6.11
767054	1972	11	5	20	8	4	-5.426	146.669	233.3	5.76
767086	1972	11	7	5	35	22	-28.89	-67.222	137.4	5.62
767125	1972	11	8	14	25	44	23.941	121.541	20	5.58
767161	1972	11	9	16	36	54	-19.621	169.471	15	5.77
767168	1972	11	9	18	41	15	23.898	121.562	22.9	6.1
767196	1972	11	10	7	40	56	44.393	147.432	120	5.88
767268	1972	11	12	2	25	58	12.322	144.407	35	5.63
767290	1972	11	12	17	56	54	38.358	73.176	114.7	6.2
767301	1972	11	13	4	43	46	15.612	-95.036	15	6.56
767307	1972	11	13	8	11	50	27.952	140.217	380	5.8
767401	1972	11	15	16	19	29	-48.93	123.518	10	5.91
767428	1972	11	16	12	43	6	35.648	69.853	116	5.87
767495	1972	11	19	4	35	26	13.061	-88.601	70.7	5.68
767511	1972	11	19	20	10	51	80.465	-2.831	15	5.7
767527	1972	11	20	9	11	44	16.871	145.963	130	5.55
767545	1972	11	21	2	47	17	23.953	121.657	20	5.8
767568	1972	11	21	17	1	54	52.473	173.431	31.1	5.69
767595	1972	11	22	13	51	11	-15.361	167.252	35	5.9
767601	1972	11	22	17	53	49	-15.637	-172.922	30	5.57
767716	1972	11	25	20	3	28	80.259	-2.633	15	5.71
767748	1972	11	26	15	31	36	-24.371	-174.901	15	5.65
767767	1972	11	27	2	45	42	20.156	121.495	25	5.77
767772	1972	11	27	6	42	21	0.539	126.162	30	5.58
767788	1972	11	27	15	17	41	-5.339	126.556	424.6	6.33
765494	1972	12	1	14	53	47	0.448	126.213	42.7	5.81
765501	1972	12	2	0	19	52	6.405	126.64	60	8
765504	1972	12	2	1	40	50	6.343	126.626	62.2	5.71
765515	1972	12	2	3	56	58	6.148	127.492	60	6.05
765522	1972	12	2	5	48	25	5.609	127.202	60	6.07
765534	1972	12	2	10	36	9	6.069	126.967	60	5.62
765596	1972	12	3	19	25	35	5.726	127.106	60	5.92
765618	1972	12	4	10	16	12	33.362	140.827	55	7.4
765638	1972	12	4	14	50	57	33.273	141.056	55	5.56
765650	1972	12	4	17	51	21	-1.535	136.657	15	6
765674	1972	12	5	2	46	20	-1.592	136.656	15	5.67
765720	1972	12	5	21	59	53	-1.515	136.627	15	5.86
765733	1972	12	6	1	43	25	-2.91	139.084	25	5.9
765745	1972	12	6	5	31	43	-9.207	67.351	15	5.81
765803	1972	12	7	11	41	26	-2.989	139.08	25	6.02
765813	1972	12	7	14	50	15	3.629	128.51	45	5.62
765843	1972	12	8	7	48	43	-1.886	99.637	27.9	5.84
765851	1972	12	8	10	18	15	5.671	127.134	55	5.62
765872	1972	12	8	18	13	6	-1.905	99.637	28.9	6.1
765878	1972	12	8	20	43	15	5.664	127.292	35	5.9
765901	1972	12	9	6	44	40	15.128	-45.15	15	6.2
765962	1972	12	10	18	26	12	44.672	149.289	40	6.1
766059	1972	12	12	5	52	28	12.404	144.108	35	5.85
766065	1972	12	12	9	3	56	44.126	150.973	20	5.81
766079	1972	12	12	17	46	51	6.654	126.525	15	5.71
766165	1972	12	14	20	49	34	-1.297	89.325	15	5.51
766217	1972	12	16	11	30	20	-7.04	155.8	80	5.88
766233	1972	12	17	0	18	34	44.639	149.276	39	6.38
766282	1972	12	17	18	0	51	-5.59	153.244	40.9	5.73
766294	1972	12	18	1	18	57	-16.64	28.017	15	5.6
766314	1972	12	18	6	53	37	-22.173	-179.624	560	5.62
766341	1972	12	18	13	57	6	-1.812	99.678	31.5	5.88
766360	1972	12	19	0	12	10	-6.134	148.846	35	5.81
766448	1972	12	20	17	53	18	-21.817	-179.423	595	5.5
766534	1972	12	22	12	18	59	-55.532	-28.344	17.3	6.53
766541	1972	12	22	16	22	7	-16.119	-172.48	15	6.04
766571	1972	12	23	6	29	44	12.184	-86.223	10	6.31
766644	1972	12	25	3	32	45	-14.593	167.793	15	5.76
766673	1972	12	25	18	55	59	52.927	159.39	57.4	5.65
766720	1972	12	26	22	3	43	51.633	-176.308	52.9	5.55
766756	1972	12	28	2	40	52	-21.569	169.912	15	6.02
766762	1972	12	28	5	54	9	5.648	127.135	44.5	5.96
766778	1972	12	28	16	57	47	34.732	70.396	64.1	5.61
766799	1972	12	29	4	51	1	-30.578	-71.151	45	6.13
764486	1973	1	1	11	42	36	-35.347	-15.857	15	6.05
764537	1973	1	3	2	58	16	-27.632	-63.184	559.7	5.53
764547	1973	1	3	14	31	6	39.165	71.924	30	5.56
764591	1973	1	5	5	49	17	35.755	21.966	20	5.73
764612	1973	1	5	13	54	30	-39.075	175.301	156.1	6.59
764659	1973	1	6	15	52	44	-14.629	166.436	30	6.1
764663	1973	1	6	22	15	50	-15.527	167.614	120	5.5
764771	1973	1	10	11	32	27	-11.061	162.29	20	6.02
764787	1973	1	11	2	12	27	52.011	-169.537	22.5	5.6
764813	1973	1	12	3	11	32	-54.512	5.331	15	6.01
764958	1973	1	16	5	42	59	0.637	126.085	15	5.65
764993	1973	1	17	9	44	38	-15.271	-174.849	257.4	5.96
765024	1973	1	18	9	28	13	-6.84	149.96	25	6.7
765157	1973	1	21	20	20	49	-15.779	-174.01	115	5.55
765163	1973	1	22	0	37	58	18.334	-105.207	20	6.12
