date,value,val2,val3
2009/12/12,5109.5,5109.5,5109.5
2009/12/13,5110,5110,5110
2009/12/14,5116.6,5116.6,5116.6
2009/12/15,5099.3,5099.3,5099.3
2009/12/16,5106,5106,5106
2009/12/17,5104.9,5104.9,5104.9
2009/12/18,5093.8,5093.8,5093.8
2009/12/19,5107.4,5107.4,5107.4
2009/12/20,5124.3,5124.3,5124.3
2009/12/21,5138.6,5138.6,5138.6
2009/12/22,5162.3,5162.3,5162.3
2009/12/23,5176.3,5176.3,5176.3
2009/12/24,5200.1,5200.1,5200.1
2009/12/25,5213.8,5213.8,5213.8
2009/12/26,5243.5,5243.5,5243.5
2009/12/27,5228.9,5228.9,5228.9
2009/12/28,5266,5266,5266
2009/12/29,5266.4,5266.4,5266.4
2009/12/30,5255.8,5255.8,5255.8
2009/12/31,5273.3,5273.3,5273.3
2010/1/1,-18.3,-18.3,-18.3
2010/1/2,-15.6,-15.6,-15.6
2010/1/3,1.2,1.2,1.2
2010/1/4,38.9,38.9,38.9
2010/1/5,17.1,17.1,17.1
2010/1/6,30.9,30.9,30.9
2010/1/7,45,45,45
2010/1/8,75.8,75.8,75.8
2010/1/9,92.2,92.2,92.2
2010/1/10,89.6,89.6,89.6
2010/1/11,97.2,97.2,97.2
2010/1/12,112.6,112.6,112.6
2010/1/13,128.2,128.2,128.2
2010/1/14,148.8,148.8,148.8
2010/1/15,155.4,155.4,155.4
2010/1/16,169.1,169.1,169.1
2010/1/17,189.5,189.5,189.5
2010/1/18,213.6,213.6,213.6
2010/1/19,247.8,247.8,247.8
2010/1/20,254,254,254
2010/1/21,265.9,265.9,265.9
2010/1/22,260.9,260.9,260.9
2010/1/23,273.8,273.8,273.8
2010/1/24,289.2,289.2,289.2
2010/1/25,267.8,267.8,267.8
2010/1/26,300.3,300.3,300.3
2010/1/27,319.9,319.9,319.9
2010/1/28,315.2,315.2,315.2
2010/1/29,331.2,331.2,331.2
2010/1/30,358.1,358.1,358.1
2010/1/31,370.2,370.2,370.2
2010/2/1,376.9,376.9,376.9
2010/2/2,378.8,378.8,378.8
2010/2/3,373.3,373.3,373.3
2010/2/4,389.5,389.5,389.5
2010/2/5,402.4,402.4,402.4
2010/2/6,403.4,403.4,403.4
2010/2/7,423,423,423
2010/2/8,458.5,458.5,458.5
2010/2/9,477.5,477.5,477.5
2010/2/10,481.6,481.6,481.6
2010/2/11,431,431,431
2010/2/12,426.2,426.2,426.2
2010/2/13,459.7,459.7,459.7
2010/2/14,449,449,449
2010/2/15,440.6,440.6,440.6
2010/2/16,448.7,448.7,448.7
2010/2/17,458.7,458.7,458.7
2010/2/18,481.2,481.2,481.2
2010/2/19,518.5,518.5,518.5
2010/2/20,547.8,547.8,547.8
2010/2/21,566,566,566
2010/2/22,568.4,568.4,568.4
2010/2/23,608.9,608.9,608.9
2010/2/24,646.4,646.4,646.4
2010/2/25,624.5,624.5,624.5
2010/2/26,637.6,637.6,637.6
2010/2/27,655.8,655.8,655.8
2010/2/28,705.1,705.1,705.1
2010/3/1,698,698,698
2010/3/2,686.4,686.4,686.4
2010/3/3,678.2,678.2,678.2
2010/3/4,686.3,686.3,686.3
2010/3/5,687.3,687.3,687.3
2010/3/6,665.8,665.8,665.8
2010/3/7,675.5,675.5,675.5
2010/3/8,669.3,669.3,669.3
2010/3/9,660.7,660.7,660.7
2010/3/10,699,699,699
2010/3/11,729.8,729.8,729.8
2010/3/12,741,741,741
2010/3/13,756.9,756.9,756.9
2010/3/14,773.8,773.8,773.8
2010/3/15,746.7,746.7,746.7
2010/3/16,768.1,768.1,768.1
2010/3/17,787.6,787.6,787.6
2010/3/18,810.2,810.2,810.2
2010/3/19,851.6,851.6,851.6
2010/3/20,846.4,846.4,846.4
2010/3/21,856,856,856
2010/3/22,867.9,867.9,867.9
2010/3/23,846.8,846.8,846.8
2010/3/24,795,795,795
2010/3/25,636.7,636.7,636.7
2010/3/26,635,635,635
2010/3/27,631.3,631.3,631.3
2010/3/28,632.7,632.7,632.7
2010/3/29,654.9,654.9,654.9
2010/3/30,685,685,685
2010/3/31,712.3,712.3,712.3
2010/4/1,550.2,550.2,550.2
2010/4/2,480.7,480.7,480.7
2010/4/3,461.5,461.5,461.5
2010/4/4,438,438,438
2010/4/5,423.5,423.5,423.5
2010/4/6,414.3,414.3,414.3
2010/4/7,410.1,410.1,410.1
2010/4/8,402.9,402.9,402.9
2010/4/9,405.9,405.9,405.9
2010/4/10,426.8,426.8,426.8
2010/4/11,285.1,285.1,285.1
2010/4/12,193.6,193.6,193.6
2010/4/13,213.4,213.4,213.4
2010/4/14,266,266,266
2010/4/15,284.8,284.8,284.8
2010/4/16,333.5,333.5,333.5
2010/4/17,401.4,401.4,401.4
2010/4/18,468.4,468.4,468.4
2010/4/19,546.3,546.3,546.3
2010/4/20,609.6,609.6,609.6
2010/4/21,709.9,709.9,709.9
2010/4/22,710.1,710.1,710.1
2010/4/23,721.3,721.3,721.3
2010/4/24,776.1,776.1,776.1
2010/4/25,832.2,832.2,832.2
2010/4/26,853.9,853.9,853.9
2010/4/27,909,909,909
2010/4/28,973,973,973
2010/4/29,1031,1031,1031
2010/4/30,1045.7,1045.7,1045.7
2010/5/1,1076.8,1076.8,1076.8
2010/5/2,1122.5,1122.5,1122.5
2010/5/3,1147.5,1147.5,1147.5
2010/5/4,1160.2,1160.2,1160.2
2010/5/5,1122.6,1122.6,1122.6
2010/5/6,945.2,945.2,945.2
2010/5/7,818.7,818.7,818.7
2010/5/8,896.4,896.4,896.4
2010/5/9,984.4,984.4,984.4
2010/5/10,1047.5,1047.5,1047.5
2010/5/11,1115.6,1115.6,1115.6
2010/5/12,1190,1190,1190
2010/5/13,1289.7,1289.7,1289.7
2010/5/14,1315.5,1315.5,1315.5
2010/5/15,1373.3,1373.3,1373.3
2010/5/16,1422.5,1422.5,1422.5
2010/5/17,1465.6,1465.6,1465.6
2010/5/18,1509.7,1509.7,1509.7
2010/5/19,1545.4,1545.4,1545.4
2010/5/20,1550.2,1550.2,1550.2
2010/5/21,1459.7,1459.7,1459.7
2010/5/22,1504.8,1504.8,1504.8
2010/5/23,1580,1580,1580
2010/5/24,1667.2,1667.2,1667.2
2010/5/25,1712.7,1712.7,1712.7
2010/5/26,1737.4,1737.4,1737.4
2010/5/27,1515.4,1515.4,1515.4
2010/5/28,1467.3,1467.3,1467.3
2010/5/29,1669.3,1669.3,1669.3
2010/5/30,1874.9,1874.9,1874.9
2010/5/31,1969.2,1969.2,1969.2
2010/6/1,2027.7,2027.7,2027.7
2010/6/2,2060.7,2060.7,2060.7
2010/6/3,2173.3,2173.3,2173.3
2010/6/4,2268.7,2268.7,2268.7
2010/6/5,2338.4,2338.4,2338.4
2010/6/6,2383.2,2383.2,2383.2
2010/6/7,2447.2,2447.2,2447.2
2010/6/8,2413.7,2413.7,2413.7
2010/6/9,1893.4,1893.4,1893.4
2010/6/10,2183.1,2183.1,2183.1
2010/6/11,2364.2,2364.2,2364.2
2010/6/12,2441.2,2441.2,2441.2
2010/6/13,2554.6,2554.6,2554.6
2010/6/14,2680.3,2680.3,2680.3
2010/6/15,2777.9,2777.9,2777.9
2010/6/16,2849.5,2849.5,2849.5
2010/6/17,2928.7,2928.7,2928.7
2010/6/18,2980.2,2980.2,2980.2
2010/6/19,2987.4,2987.4,2987.4
2010/6/20,3009.9,3009.9,3009.9
2010/6/21,3073.6,3073.6,3073.6
2010/6/22,3089.7,3089.7,3089.7
2010/6/23,3104.4,3104.4,3104.4
2010/6/24,3110.7,3110.7,3110.7
2010/6/25,3109.7,3109.7,3109.7
2010/6/26,3089.2,3089.2,3089.2
2010/6/27,3059.2,3059.2,3059.2
2010/6/28,3050.1,3050.1,3050.1
2010/6/29,3074.9,3074.9,3074.9
2010/6/30,3096.6,3096.6,3096.6
2010/7/1,3099.1,3099.1,3099.1
2010/7/2,3117.5,3117.5,3117.5
2010/7/3,3106.8,3106.8,3106.8
2010/7/4,3100.5,3100.5,3100.5
2010/7/5,2986.5,2986.5,2986.5
2010/7/6,2982.7,2982.7,2982.7
2010/7/7,2999.3,2999.3,2999.3
2010/7/8,2869.1,2869.1,2869.1
2010/7/9,2076.8,2076.8,2076.8
2010/7/10,385.8,385.8,385.8
2010/7/11,455.5,455.5,455.5
2010/7/12,372.6,372.6,372.6
2010/7/13,1177.8,1177.8,1177.8
2010/7/14,1287.4,1287.4,1287.4
2010/7/15,1662.3,1662.3,1662.3
2010/7/16,2514.7,2514.7,2514.7
2010/7/17,3239.7,3239.7,3239.7
2010/7/18,3699.3,3699.3,3699.3
2010/7/19,4032.9,4032.9,4032.9
2010/7/20,4299.6,4299.6,4299.6
2010/7/21,4521.3,4521.3,4521.3
2010/7/22,4672.3,4672.3,4672.3
2010/7/23,4775.9,4775.9,4775.9
2010/7/24,4817.5,4817.5,4817.5
2010/7/25,4836.1,4836.1,4836.1
2010/7/26,4845.7,4845.7,4845.7
2010/7/27,4882.2,4882.2,4882.2
2010/7/28,4921,4921,4921
2010/7/29,4936.5,4936.5,4936.5
2010/7/30,4925.2,4925.2,4925.2
2010/7/31,4914.3,4914.3,4914.3
2010/8/1,4874.2,4874.2,4874.2
2010/8/2,4858.4,4858.4,4858.4
2010/8/3,4869.9,4869.9,4869.9
2010/8/4,4866.4,4866.4,4866.4
2010/8/5,4842.9,4842.9,4842.9
2010/8/6,4799.9,4799.9,4799.9
2010/8/7,4775.1,4775.1,4775.1
2010/8/8,4571,4571,4571
2010/8/9,4552.6,4552.6,4552.6
2010/8/10,4536,4536,4536
2010/8/11,4510.7,4510.7,4510.7
2010/8/12,4467,4467,4467
2010/8/13,4415.9,4415.9,4415.9
2010/8/14,4358.6,4358.6,4358.6
2010/8/15,4298.3,4298.3,4298.3
2010/8/16,4260,4260,4260
2010/8/17,4227.9,4227.9,4227.9
2010/8/18,4192.5,4192.5,4192.5
2010/8/19,4149.2,4149.2,4149.2
2010/8/20,4110.7,4110.7,4110.7
2010/8/21,4084.3,4084.3,4084.3
2010/8/22,4039.6,4039.6,4039.6
2010/8/23,4016.4,4016.4,4016.4
2010/8/24,3991.6,3991.6,3991.6
2010/8/25,3969.1,3969.1,3969.1
2010/8/26,3894.3,3894.3,3894.3
2010/8/27,3798.8,3798.8,3798.8
2010/8/28,3704,3704,3704
2010/8/29,3651,3651,3651
2010/8/30,3619.8,3619.8,3619.8
2010/8/31,3575.7,3575.7,3575.7
2010/9/1,3596.9,3596.9,3596.9
2010/9/2,3588,3588,3588
2010/9/3,3570.5,3570.5,3570.5
2010/9/4,3554.1,3554.1,3554.1
2010/9/5,3525.4,3525.4,3525.4
2010/9/6,3499.9,3499.9,3499.9
2010/9/7,3490,3490,3490
2010/9/8,3456.8,3456.8,3456.8
2010/9/9,3416.5,3416.5,3416.5
2010/9/10,3411.4,3411.4,3411.4
2010/9/11,3260.9,3260.9,3260.9
2010/9/12,3167.3,3167.3,3167.3
2010/9/13,3114.1,3114.1,3114.1
2010/9/14,3059,3059,3059
2010/9/15,3033,3033,3033
2010/9/16,3017,3017,3017
2010/9/17,2990.8,2990.8,2990.8
2010/9/18,2963.8,2963.8,2963.8
2010/9/19,2947.1,2947.1,2947.1
2010/9/20,2937.5,2937.5,2937.5
2010/9/21,2953.2,2953.2,2953.2
2010/9/22,2892.7,2892.7,2892.7
2010/9/23,2836.8,2836.8,2836.8
2010/9/24,2822,2822,2822
2010/9/25,2778.9,2778.9,2778.9
2010/9/26,2773.5,2773.5,2773.5
2010/9/27,2779,2779,2779
2010/9/28,2798.4,2798.4,2798.4
2010/9/29,2786.6,2786.6,2786.6
2010/9/30,2794.5,2794.5,2794.5
2010/10/1,2773.7,2773.7,2773.7
2010/10/2,2657.1,2657.1,2657.1
2010/10/3,2602.1,2602.1,2602.1
2010/10/4,2585.3,2585.3,2585.3
2010/10/5,2585.6,2585.6,2585.6
2010/10/6,2582.9,2582.9,2582.9
2010/10/7,2583.7,2583.7,2583.7
2010/10/8,2586.6,2586.6,2586.6
2010/10/9,2585.6,2585.6,2585.6
2010/10/10,2584.7,2584.7,2584.7
2010/10/11,2551.9,2551.9,2551.9
2010/10/12,2543.9,2543.9,2543.9
2010/10/13,2468.8,2468.8,2468.8
2010/10/14,2316.7,2316.7,2316.7
2010/10/15,2255.3,2255.3,2255.3
2010/10/16,2169.4,2169.4,2169.4
2010/10/17,2100.3,2100.3,2100.3
2010/10/18,2092,2092,2092
2010/10/19,2104.6,2104.6,2104.6
2010/10/20,2122.2,2122.2,2122.2
2010/10/21,2133,2133,2133
2010/10/22,2135.7,2135.7,2135.7
2010/10/23,2140.1,2140.1,2140.1
2010/10/24,2161,2161,2161
2010/10/25,2173.8,2173.8,2173.8
2010/10/26,2179.3,2179.3,2179.3
2010/10/27,2202.3,2202.3,2202.3
2010/10/28,2226.5,2226.5,2226.5
2010/10/29,2240,2240,2240
2010/10/30,2256.6,2256.6,2256.6
2010/10/31,2287.8,2287.8,2287.8
2010/11/1,2309.6,2309.6,2309.6
2010/11/2,2301,2301,2301
2010/11/3,2315,2315,2315
2010/11/4,2333.6,2333.6,2333.6
2010/11/5,2345.3,2345.3,2345.3
2010/11/6,2362.1,2362.1,2362.1
2010/11/7,2367.4,2367.4,2367.4
2010/11/8,2383.3,2383.3,2383.3
2010/11/9,2394.2,2394.2,2394.2
2010/11/10,2422,2422,2422
2010/11/11,2435.9,2435.9,2435.9
2010/11/12,2440,2440,2440
2010/11/13,2472.2,2472.2,2472.2
2010/11/14,2478.9,2478.9,2478.9
2010/11/15,2477.5,2477.5,2477.5
2010/11/16,2445.5,2445.5,2445.5
2010/11/17,2425.7,2425.7,2425.7
2010/11/18,2414.5,2414.5,2414.5
2010/11/19,2422.1,2422.1,2422.1
2010/11/20,2463.1,2463.1,2463.1
2010/11/21,2470.8,2470.8,2470.8
2010/11/22,2416.1,2416.1,2416.1
2010/11/23,2452.8,2452.8,2452.8
2010/11/24,2463.5,2463.5,2463.5
2010/11/25,2476.5,2476.5,2476.5
2010/11/26,2497.6,2497.6,2497.6
2010/11/27,2516.3,2516.3,2516.3
2010/11/28,2521.3,2521.3,2521.3
2010/11/29,2525.7,2525.7,2525.7
2010/11/30,2534.9,2534.9,2534.9
2010/12/1,2541,2541,2541
2010/12/2,2522.6,2522.6,2522.6
2010/12/3,2517.2,2517.2,2517.2
2010/12/4,2549,2549,2549
2010/12/5,2566.7,2566.7,2566.7
2010/12/6,2548.5,2548.5,2548.5
2010/12/7,2555.5,2555.5,2555.5
2010/12/8,2578.7,2578.7,2578.7
2010/12/9,2602.4,2602.4,2602.4
2010/12/10,2631.1,2631.1,2631.1
2010/12/11,2638.2,2638.2,2638.2
2010/12/12,2671.7,2671.7,2671.7
2010/12/13,2674.7,2674.7,2674.7
2010/12/14,2666.2,2666.2,2666.2
2010/12/15,2664.1,2664.1,2664.1
2010/12/16,2664.2,2664.2,2664.2
2010/12/17,2688.2,2688.2,2688.2
2010/12/18,2708.8,2708.8,2708.8
2010/12/19,2697.5,2697.5,2697.5
2010/12/20,2714.7,2714.7,2714.7
2010/12/21,2718.2,2718.2,2718.2
2010/12/22,2737.4,2737.4,2737.4
2010/12/23,2752.4,2752.4,2752.4
2010/12/24,2757.5,2757.5,2757.5
2010/12/25,2737.9,2737.9,2737.9
2010/12/26,2733.7,2733.7,2733.7
2010/12/27,2739.2,2739.2,2739.2
2010/12/28,2726.8,2726.8,2726.8
2010/12/29,2726.9,2726.9,2726.9
2010/12/30,2712.9,2712.9,2712.9
2010/12/31,2725.4,2725.4,2725.4
2011/1/1,-42.6,-42.6,-42.6
2011/1/2,-46.5,-46.5,-46.5
2011/1/3,-34.7,-34.7,-34.7
2011/1/4,-21.4,-21.4,-21.4
2011/1/5,-11.5,-11.5,-11.5
2011/1/6,-28.4,-28.4,-28.4
2011/1/7,-7.7,-7.7,-7.7
2011/1/8,5.8,5.8,5.8
2011/1/9,-10.6,-10.6,-10.6
2011/1/10,5.8,5.8,5.8
2011/1/11,12.8,12.8,12.8
2011/1/12,24.3,24.3,24.3
2011/1/13,31.1,31.1,31.1
2011/1/14,28.9,28.9,28.9
2011/1/15,12.1,12.1,12.1
2011/1/16,40.5,40.5,40.5
2011/1/17,37.1,37.1,37.1
2011/1/18,51.6,51.6,51.6
2011/1/19,61.2,61.2,61.2
2011/1/20,84.5,84.5,84.5
2011/1/21,94.9,94.9,94.9
2011/1/22,106.5,106.5,106.5
2011/1/23,103.8,103.8,103.8
2011/1/24,117.4,117.4,117.4
2011/1/25,121.7,121.7,121.7
2011/1/26,111.8,111.8,111.8
2011/1/27,109.3,109.3,109.3
2011/1/28,103.2,103.2,103.2
2011/1/29,117.7,117.7,117.7
2011/1/30,118.7,118.7,118.7
2011/1/31,118.4,118.4,118.4
2011/2/1,129.4,129.4,129.4
2011/2/2,146.6,146.6,146.6
2011/2/3,161.9,161.9,161.9
2011/2/4,178.3,178.3,178.3
2011/2/5,191.9,191.9,191.9
2011/2/6,209.3,209.3,209.3
2011/2/7,237.1,237.1,237.1
2011/2/8,248.2,248.2,248.2
2011/2/9,250.6,250.6,250.6
2011/2/10,235.4,235.4,235.4
2011/2/11,170.7,170.7,170.7
2011/2/12,144.1,144.1,144.1
2011/2/13,128.6,128.6,128.6
2011/2/14,108.3,108.3,108.3
2011/2/15,104.5,104.5,104.5
2011/2/16,102.1,102.1,102.1
2011/2/17,97.4,97.4,97.4
2011/2/18,97.2,97.2,97.2
2011/2/19,93.4,93.4,93.4
2011/2/20,97.7,97.7,97.7
2011/2/21,105.3,105.3,105.3
2011/2/22,107.1,107.1,107.1
2011/2/23,111.3,111.3,111.3
2011/2/24,132.6,132.6,132.6
2011/2/25,155.4,155.4,155.4
2011/2/26,179,179,179
2011/2/27,189.2,189.2,189.2
2011/2/28,172.4,172.4,172.4
2011/3/1,152.4,152.4,152.4
2011/3/2,156.8,156.8,156.8
2011/3/3,147.3,147.3,147.3
2011/3/4,158,158,158
2011/3/5,167.8,167.8,167.8
2011/3/6,158.4,158.4,158.4
2011/3/7,153.2,153.2,153.2
2011/3/8,175.8,175.8,175.8
2011/3/9,170.5,170.5,170.5
2011/3/10,182.5,182.5,182.5
2011/3/11,195,195,195
2011/3/12,227.4,227.4,227.4
2011/3/13,264.2,264.2,264.2
2011/3/14,260.1,260.1,260.1
2011/3/15,256.7,256.7,256.7
2011/3/16,264.4,264.4,264.4
2011/3/17,286.5,286.5,286.5
2011/3/18,308.3,308.3,308.3
2011/3/19,323.9,323.9,323.9
2011/3/20,326.8,326.8,326.8
2011/3/21,308.4,308.4,308.4
2011/3/22,262.4,262.4,262.4
2011/3/23,202.7,202.7,202.7
2011/3/24,131.9,131.9,131.9
2011/3/25,98.2,98.2,98.2
2011/3/26,106.4,106.4,106.4
2011/3/27,122,122,122
2011/3/28,125.1,125.1,125.1
2011/3/29,133.2,133.2,133.2
2011/3/30,157.6,157.6,157.6
2011/3/31,188.1,188.1,188.1
2011/4/1,198.7,198.7,198.7
2011/4/2,209.9,209.9,209.9
2011/4/3,207.9,207.9,207.9
2011/4/4,182.2,182.2,182.2
2011/4/5,188.2,188.2,188.2
2011/4/6,192.7,192.7,192.7
2011/4/7,200.2,200.2,200.2
2011/4/8,206.4,206.4,206.4
2011/4/9,225.6,225.6,225.6
2011/4/10,253.1,253.1,253.1
2011/4/11,258.8,258.8,258.8
2011/4/12,253.6,253.6,253.6
2011/4/13,,,
2011/4/14,,,
2011/4/15,300.7,300.7,300.7
2011/4/16,239.7,239.7,239.7
2011/4/17,285.4,285.4,285.4
2011/4/18,268.2,268.2,268.2
2011/4/19,257.7,257.7,257.7
2011/4/20,262.1,262.1,262.1
2011/4/21,258.1,258.1,258.1
2011/4/22,239,239,239
2011/4/23,260.7,260.7,260.7
2011/4/24,296.1,296.1,296.1
2011/4/25,343.1,343.1,343.1
2011/4/26,388.6,388.6,388.6
2011/4/27,427,427,427
2011/4/28,464.2,464.2,464.2
2011/4/29,506.2,506.2,506.2
2011/4/30,561.2,561.2,561.2
2011/5/1,598.3,598.3,598.3
2011/5/2,617.9,617.9,617.9
2011/5/3,626,626,626
2011/5/4,681.2,681.2,681.2
2011/5/5,735.1,735.1,735.1
2011/5/6,773.9,773.9,773.9
2011/5/7,817.6,817.6,817.6
2011/5/8,865.5,865.5,865.5
2011/5/9,894.8,894.8,894.8
2011/5/10,938.3,938.3,938.3
2011/5/11,931,931,931
2011/5/12,937.2,937.2,937.2
2011/5/13,964.7,964.7,964.7
2011/5/14,972.3,972.3,972.3
2011/5/15,981,981,981
2011/5/16,1016.7,1016.7,1016.7
2011/5/17,1070.5,1070.5,1070.5
2011/5/18,1117.7,1117.7,1117.7
2011/5/19,1149.1,1149.1,1149.1
2011/5/20,1170.5,1170.5,1170.5
2011/5/21,1164.3,1164.3,1164.3
2011/5/22,1136.6,1136.6,1136.6
2011/5/23,1102.6,1102.6,1102.6
2011/5/24,1095.9,1095.9,1095.9
2011/5/25,1108.2,1108.2,1108.2
2011/5/26,1136.1,1136.1,1136.1
2011/5/27,1170.2,1170.2,1170.2
2011/5/28,1180.8,1180.8,1180.8
2011/5/29,1197.1,1197.1,1197.1
2011/5/30,1213.2,1213.2,1213.2
2011/5/31,1179.3,1179.3,1179.3
2011/6/1,1023,1023,1023
2011/6/2,983.6,983.6,983.6
2011/6/3,954.8,954.8,954.8
2011/6/4,931.9,931.9,931.9
2011/6/5,910.4,910.4,910.4
2011/6/6,902.9,902.9,902.9
2011/6/7,907.7,907.7,907.7
2011/6/8,939.5,939.5,939.5
2011/6/9,937.1,937.1,937.1
2011/6/10,948.5,948.5,948.5
2011/6/11,933.2,933.2,933.2
2011/6/12,942.6,942.6,942.6
2011/6/13,1036,1036,1036
2011/6/14,906.9,906.9,906.9
2011/6/15,864.1,864.1,864.1
2011/6/16,826.2,826.2,826.2
2011/6/17,787,787,787
2011/6/18,735.4,735.4,735.4
2011/6/19,730.5,730.5,730.5
2011/6/20,744.2,744.2,744.2
2011/6/21,758.2,758.2,758.2
2011/6/22,795.4,795.4,795.4
2011/6/23,839.9,839.9,839.9
2011/6/24,863,863,863
2011/6/25,890.6,890.6,890.6
2011/6/26,912.9,912.9,912.9
2011/6/27,925.8,925.8,925.8
2011/6/28,969.1,969.1,969.1
2011/6/29,1013.1,1013.1,1013.1
2011/6/30,1056.8,1056.8,1056.8
2011/7/1,1084.6,1084.6,1084.6
2011/7/2,1124.1,1124.1,1124.1
2011/7/3,1166.5,1166.5,1166.5
2011/7/4,1202.6,1202.6,1202.6
2011/7/5,1250.9,1250.9,1250.9
2011/7/6,1281.5,1281.5,1281.5
2011/7/7,1276.4,1276.4,1276.4
2011/7/8,1264.3,1264.3,1264.3
2011/7/9,1289.6,1289.6,1289.6
2011/7/10,1304.9,1304.9,1304.9
2011/7/11,1262.3,1262.3,1262.3
2011/7/12,1245.3,1245.3,1245.3
2011/7/13,1230.7,1230.7,1230.7
2011/7/14,1235.6,1235.6,1235.6
2011/7/15,1248.8,1248.8,1248.8
2011/7/16,1276.6,1276.6,1276.6
2011/7/17,1272.4,1272.4,1272.4
2011/7/18,1257.3,1257.3,1257.3
2011/7/19,1276.4,1276.4,1276.4
2011/7/20,1300.7,1300.7,1300.7
2011/7/21,1318.8,1318.8,1318.8
2011/7/22,1304.9,1304.9,1304.9
2011/7/23,1284.6,1284.6,1284.6
2011/7/24,1296.1,1296.1,1296.1
2011/7/25,1322.7,1322.7,1322.7
2011/7/26,1348.8,1348.8,1348.8
2011/7/27,1352.2,1352.2,1352.2
2011/7/28,1367.2,1367.2,1367.2
2011/7/29,1392.6,1392.6,1392.6
2011/7/30,1403,1403,1403
2011/7/31,1388.3,1388.3,1388.3
2011/8/1,1390.4,1390.4,1390.4
2011/8/2,1392.8,1392.8,1392.8
2011/8/3,1389.2,1389.2,1389.2
2011/8/4,1408,1408,1408
2011/8/5,1312,1312,1312
2011/8/6,1106.1,1106.1,1106.1
2011/8/7,1040.5,1040.5,1040.5
2011/8/8,947.7,947.7,947.7
2011/8/9,910.3,910.3,910.3
2011/8/10,896.8,896.8,896.8
2011/8/11,898.7,898.7,898.7
2011/8/12,898,898,898
2011/8/13,902.4,902.4,902.4
2011/8/14,866.5,866.5,866.5
2011/8/15,867.4,867.4,867.4
2011/8/16,898.5,898.5,898.5
2011/8/17,908.4,908.4,908.4
2011/8/18,915.9,915.9,915.9
2011/8/19,907.9,907.9,907.9
2011/8/20,920.6,920.6,920.6
2011/8/21,925.3,925.3,925.3
2011/8/22,934.2,934.2,934.2
2011/8/23,663.3,663.3,663.3
2011/8/24,655.2,655.2,655.2
2011/8/25,724.6,724.6,724.6
2011/8/26,1021.2,1021.2,1021.2
2011/8/27,1067.3,1067.3,1067.3
2011/8/28,1112.5,1112.5,1112.5
2011/8/29,1073.5,1073.5,1073.5
2011/8/30,1090.3,1090.3,1090.3
2011/8/31,1107,1107,1107
2011/9/1,1120.2,1120.2,1120.2
2011/9/2,1159.3,1159.3,1159.3
2011/9/3,1224.4,1224.4,1224.4
2011/9/4,1263.8,1263.8,1263.8
2011/9/5,1291.9,1291.9,1291.9
2011/9/6,1331.8,1331.8,1331.8
2011/9/7,1357.5,1357.5,1357.5
2011/9/8,1374.4,1374.4,1374.4
2011/9/9,1388.4,1388.4,1388.4
2011/9/10,1277.1,1277.1,1277.1
2011/9/11,1267,1267,1267
2011/9/12,1284.8,1284.8,1284.8
2011/9/13,1306.9,1306.9,1306.9
2011/9/14,1342.7,1342.7,1342.7
2011/9/15,1357.2,1357.2,1357.2
2011/9/16,1367.6,1367.6,1367.6
2011/9/17,1362.9,1362.9,1362.9
2011/9/18,1332.5,1332.5,1332.5
2011/9/19,1282.3,1282.3,1282.3
2011/9/20,1269.3,1269.3,1269.3
2011/9/21,1286.1,1286.1,1286.1
2011/9/22,1304.6,1304.6,1304.6
2011/9/23,1326.4,1326.4,1326.4
2011/9/24,1340.2,1340.2,1340.2
2011/9/25,1364.1,1364.1,1364.1
2011/9/26,1390.7,1390.7,1390.7
2011/9/27,1425.8,1425.8,1425.8
2011/9/28,1445.5,1445.5,1445.5
2011/9/29,1484.8,1484.8,1484.8
2011/9/30,1586.6,1586.6,1586.6
2011/10/1,1603.1,1603.1,1603.1
2011/10/2,1156.7,1156.7,1156.7
2011/10/3,926.2,926.2,926.2
2011/10/4,900,900,900
2011/10/5,922.7,922.7,922.7
2011/10/6,997.6,997.6,997.6
2011/10/7,1067.9,1067.9,1067.9
2011/10/8,1163.8,1163.8,1163.8
2011/10/9,1259.4,1259.4,1259.4
2011/10/10,1369.8,1369.8,1369.8
2011/10/11,1450.3,1450.3,1450.3
2011/10/12,1561.4,1561.4,1561.4
2011/10/13,1649.8,1649.8,1649.8
2011/10/14,1644,1644,1644
2011/10/15,1660.7,1660.7,1660.7
2011/10/16,1687,1687,1687
2011/10/17,1710.4,1710.4,1710.4
2011/10/18,1734.5,1734.5,1734.5
2011/10/19,1751.7,1751.7,1751.7
2011/10/20,1778.2,1778.2,1778.2
2011/10/21,1803.3,1803.3,1803.3
2011/10/22,1834.8,1834.8,1834.8
2011/10/23,1870.2,1870.2,1870.2
2011/10/24,1881.2,1881.2,1881.2
2011/10/25,1874.7,1874.7,1874.7
2011/10/26,1885.4,1885.4,1885.4
2011/10/27,1905.7,1905.7,1905.7
2011/10/28,1909.2,1909.2,1909.2
2011/10/29,1909.3,1909.3,1909.3
2011/10/30,1916.7,1916.7,1916.7
2011/10/31,1946.5,1946.5,1946.5
2011/11/1,1958,1958,1958
2011/11/2,1912.3,1912.3,1912.3
2011/11/3,1910.5,1910.5,1910.5
2011/11/4,1915.6,1915.6,1915.6
2011/11/5,1917.8,1917.8,1917.8
2011/11/6,1917.6,1917.6,1917.6
2011/11/7,1902.4,1902.4,1902.4
