time;origin_data;departure;residual
2009-07-18;8473.099999999997;25401.553260583525;-16928.453260583527
2009-07-19;8434.499999999996;25401.553260583525;-16967.05326058353
2009-07-20;8377.23333333333;25401.553260583525;-17024.319927250195
2009-07-21;8301.299999999997;25401.553260583525;-17100.25326058353
2009-07-22;8206.699999999997;25401.553260583525;-17194.853260583528
2009-07-23;8166.099999999998;25401.553260583525;-17235.453260583527
2009-07-24;8126.899999999998;25401.553260583525;-17274.653260583527
2009-07-25;8065.999999999996;25401.553260583525;-17335.55326058353
2009-07-26;8049.499999999996;25401.553260583525;-17352.05326058353
2009-07-27;8043.166666666662;25401.553260583525;-17358.38659391686
2009-07-28;8046.999999999996;25401.553260583525;-17354.55326058353
2009-07-29;8060.999999999996;25401.553260583525;-17340.55326058353
2009-07-30;8064.799999999997;25401.553260583525;-17336.75326058353
2009-07-31;8115.699999999996;25401.553260583525;-17285.853260583528
2009-08-01;8202.399999999996;25336.465118617944;-17134.065118617946
2009-08-02;8305.999999999996;25336.465118617944;-17030.465118617947
2009-08-03;8409.599999999997;25336.465118617944;-16926.86511861795
2009-08-04;8426.899999999996;25336.465118617944;-16909.565118617946
2009-08-05;8462.799999999996;25336.465118617944;-16873.665118617948
2009-08-06;8550.749999999996;25336.465118617944;-16785.715118617947
2009-08-07;8638.699999999997;25336.465118617944;-16697.765118617946
2009-08-08;8677.999999999996;25336.465118617944;-16658.465118617947
2009-08-09;8668.099999999997;25336.465118617944;-16668.36511861795
2009-08-10;8713.099999999997;25336.465118617944;-16623.36511861795
2009-08-11;8781.899999999996;25336.465118617944;-16554.565118617946
2009-08-12;8829.399999999996;25336.465118617944;-16507.065118617946
2009-08-13;8887.799999999996;25336.465118617944;-16448.665118617948
2009-08-14;8953.899999999996;25336.465118617944;-16382.565118617948
2009-08-15;9029.199999999997;25336.465118617944;-16307.265118617946
2009-08-16;9098.499999999996;25336.465118617944;-16237.965118617947
2009-08-17;9151.199999999997;25336.465118617944;-16185.265118617946
2009-08-18;9204.999999999996;25336.465118617944;-16131.465118617947
2009-08-19;9238.699999999997;25336.465118617944;-16097.765118617946
2009-08-20;9326.699999999997;25336.465118617944;-16009.765118617946
2009-08-21;9387.399999999996;25336.465118617944;-15949.065118617948
2009-08-22;9412.499999999996;25336.465118617944;-15923.965118617947
2009-08-23;9488.699999999997;25336.465118617944;-15847.765118617946
2009-08-24;9554.899999999998;25336.465118617944;-15781.565118617946
2009-08-25;9657.499999999998;25336.465118617944;-15678.965118617945
2009-08-26;9751.1;25336.465118617944;-15585.365118617943
2009-08-27;9839.6;25336.465118617944;-15496.865118617943
2009-08-28;9867.1;25336.465118617944;-15469.365118617943
2009-08-29;9799.499999999998;25336.465118617944;-15536.965118617945
2009-08-30;9753.899999999998;25336.465118617944;-15582.565118617946
2009-08-31;9730.299999999996;25336.465118617944;-15606.165118617948
2009-09-01;9728.699999999997;25170.190023310028;-15441.49002331003
2009-09-02;9749.099999999997;25170.190023310028;-15421.090023310031
