time;origin_data;trans_data;residual
2010-09-08;3456.8;1262.4963165281188;2194.3036834718814
2010-09-09;3416.5;1265.2256979451295;2151.2743020548705
2010-09-10;3411.4;1267.9550793621406;2143.4449206378595
2010-09-11;3260.9;1270.6844607791516;1990.2155392208485
2010-09-12;3167.3;1273.4138421961622;1893.886157803838
2010-09-13;3114.1;1276.1432236131734;1837.9567763868265
2010-09-14;3059.0;1278.872605030184;1780.127394969816
2010-09-15;3033.0;1281.6019864471948;1751.3980135528052
2010-09-16;3017.0;1284.3313678642055;1732.6686321357945
2010-09-17;2990.8;1287.0607492812162;1703.739250718784
2010-09-18;2963.8;1289.790130698227;1674.0098693017733
2010-09-19;2947.1;1292.5195121152376;1654.5804878847623
2010-09-20;2937.5;1295.2488935322488;1642.2511064677512
2010-09-21;2953.2;1297.9782749492595;1655.2217250507404
2010-09-22;2892.7;1300.7076563662702;1591.9923436337297
2010-09-23;2836.8;1303.4370377832809;1533.3629622167193
2010-09-24;2822.0;1306.1664192002916;1515.8335807997084
2010-09-25;2778.9;1308.8958006173023;1470.0041993826978
2010-09-26;2773.5;1311.625182034313;1461.874817965687
2010-09-27;2779.0;1314.354563451324;1464.645436548676
2010-09-28;2798.4;1317.0839448683348;1481.3160551316653
2010-09-29;2786.6;1319.8133262853455;1466.7866737146544
2010-09-30;2794.5;1322.5427077023562;1471.9572922976438
2010-10-01;2773.7;1325.272089119367;1448.427910880633
2010-10-02;2657.1;1328.0014705363776;1329.0985294636223
2010-10-03;2602.1;1330.7308519533888;1271.3691480466111
2010-10-04;2585.3;1333.4602333703995;1251.8397666296007
2010-10-05;2585.6;1336.1896147874102;1249.4103852125897
2010-10-06;2582.9;1338.9189962044209;1243.9810037955792
2010-10-07;2583.7;1341.6483776214316;1242.0516223785683
2010-10-08;2586.6;1344.3777590384423;1242.2222409615576
2010-10-09;2585.6;1347.107140455453;1238.492859544547
2010-10-10;2584.7;1349.8365218724646;1234.8634781275352
2010-10-11;2551.9;1352.5659032894753;1199.3340967105248
2010-10-12;2543.9;1355.295284706486;1188.6047152935141
2010-10-13;2468.8;1358.0246661234967;1110.7753338765035
2010-10-14;2316.7;1360.7540475405074;955.9459524594924
2010-10-15;2255.3;1363.4834289575185;891.8165710424817
2010-10-16;2169.4;1366.2128103745292;803.1871896254709
2010-10-17;2100.3;1368.94219179154;731.3578082084603
2010-10-18;2092.0;1371.6715732085506;720.3284267914494
2010-10-19;2104.6;1374.4009546255613;730.1990453744386
2010-10-20;2122.2;1377.130336042572;745.0696639574278
2010-10-21;2133.0;1379.8597174595827;753.1402825404173
2010-10-22;2135.7;1382.5890988765939;753.1109011234059
2010-10-23;2140.1;1385.3184802936046;754.7815197063953
2010-10-24;2161.0;1388.0478617106153;772.9521382893847
2010-10-25;2173.8;1390.777243127626;783.0227568723742
2010-10-26;2179.3;1393.5066245446367;785.7933754553635
2010-10-27;2202.3;1396.2360059616474;806.0639940383528
2010-10-28;2226.5;1398.9653873786585;827.5346126213415
2010-10-29;2240.0;1401.6947687956692;838.3052312043308
2010-10-30;2256.6;1404.42415021268;852.17584978732
2010-10-31;2287.8;1407.1535316296906;880.6464683703095
2010-11-01;2309.6;1409.8829130467013;899.7170869532986
2010-11-02;2301.0;1412.612294463712;888.387705536288
2010-11-03;2315.0;1415.3416758807227;899.6583241192773
2010-11-04;2333.6;1418.071057297734;915.528942702266
2010-11-05;2345.3;1420.8004387147446;924.4995612852556
2010-11-06;2362.1;1423.5298201317553;938.5701798682446
2010-11-07;2367.4;1426.259201548766;941.1407984512341
2010-11-08;2383.3;1428.9885829657767;954.3114170342235
2010-11-09;2394.2;1431.7179643827874;962.4820356172124
2010-11-10;2422.0;1434.447345799798;987.5526542002019
2010-11-11;2435.9;1437.1767272168092;998.7232727831909
2010-11-12;2440.0;1439.90610863382;1000.0938913661801
2010-11-13;2472.2;1442.6354900508306;1029.5645099491692
2010-11-14;2478.9;1445.3648714678413;1033.5351285321588
2010-11-15;2477.5;1448.0942528848525;1029.4057471151475
2010-11-16;2445.5;1450.8236343018636;994.6763656981364
2010-11-17;2425.7;1453.5530157188743;972.1469842811255
2010-11-18;2414.5;1456.282397135885;958.217602864115
2010-11-19;2422.1;1459.0117785528957;963.0882214471042
2010-11-20;2463.1;1461.7411599699064;1001.3588400300935
2010-11-21;2470.8;1464.4705413869171;1006.329458613083
2010-11-22;2416.1;1467.1999228039283;948.9000771960716
2010-11-23;2452.8;1469.929304220939;982.8706957790612
2010-11-24;2463.5;1472.6586856379497;990.8413143620503
2010-11-25;2476.5;1475.3880670549604;1001.1119329450396
2010-11-26;2497.6;1478.117448471971;1019.4825515280288
2010-11-27;2516.3;1480.8468298889818;1035.4531701110184
2010-11-28;2521.3;1483.5762113059925;1037.7237886940077
2010-11-29;2525.7;1486.3055927230037;1039.3944072769962
2010-11-30;2534.9;1489.0349741400144;1045.8650258599857
2010-12-01;2541.0;1491.764355557025;1049.235644442975
2010-12-02;2522.6;1494.4937369740358;1028.1062630259642
2010-12-03;2517.2;1497.2231183910465;1019.9768816089534
2010-12-04;2549.0;1499.9524998080572;1049.0475001919428
2010-12-05;2566.7;1502.6818812250679;1064.018118774932
2010-12-06;2548.5;1505.411262642079;1043.088737357921
2010-12-07;2555.5;1508.1406440590897;1047.3593559409103
2010-12-08;2578.7;1510.8700254761004;1067.8299745238994
2010-12-09;2602.4;1513.599406893111;1088.800593106889
2010-12-10;2631.1;1516.3287883101218;1114.771211689878
2010-12-11;2638.2;1519.0581697271325;1119.1418302728673
2010-12-12;2671.7;1521.7875511441432;1149.9124488558566
2010-12-13;2674.7;1524.5169325611544;1150.1830674388455
2010-12-14;2666.2;1527.246313978165;1138.9536860218348
2010-12-15;2664.1;1529.9756953951758;1134.1243046048241
2010-12-16;2664.2;1532.7050768121865;1131.4949231878134
2010-12-17;2688.2;1535.4344582291972;1152.7655417708027
2010-12-18;2708.8;1538.1638396462079;1170.6361603537923
2010-12-19;2697.5;1540.893221063219;1156.606778936781
2010-12-20;2714.7;1543.6226024802297;1171.07739751977
2010-12-21;2718.2;1546.3519838972409;1171.848016102759
2010-12-22;2737.4;1549.0813653142516;1188.3186346857485
2010-12-23;2752.4;1551.8107467312623;1200.5892532687378
2010-12-24;2757.5;1554.5401281482734;1202.9598718517266
2010-12-25;2737.9;1557.2695095652841;1180.630490434716
2010-12-26;2733.7;1559.9988909822948;1173.701109017705
2010-12-27;2739.2;1562.7282723993055;1176.4717276006943
2010-12-28;2726.8;1565.4576538163162;1161.342346183684
2010-12-29;2726.9;1568.187035233327;1158.7129647666732
2010-12-30;2712.9;1570.9164166503376;1141.9835833496625
2010-12-31;2725.4;1573.6457980673488;1151.7542019326513
2011-01-01;-42.6;1576.3751794843595;-1618.9751794843594
2011-01-02;-46.5;1579.1045609013702;-1625.6045609013702
2011-01-03;-34.7;1581.8339423183809;-1616.533942318381
2011-01-04;-21.4;1584.5633237353916;-1605.9633237353917
2011-01-05;-11.5;1587.2927051524023;-1598.7927051524023
2011-01-06;-28.4;1590.022086569413;-1618.422086569413
2011-01-07;-7.7;1592.7514679864241;-1600.4514679864242
2011-01-08;5.8;1595.4808494034348;-1589.6808494034349
2011-01-09;-10.6;1598.2102308204455;-1608.8102308204454
2011-01-10;5.8;1600.9396122374562;-1595.1396122374563
2011-01-11;12.8;1603.668993654467;-1590.868993654467
2011-01-12;24.3;1606.3983750714776;-1582.0983750714777
2011-01-13;31.1;1609.1277564884888;-1578.0277564884889
2011-01-14;28.9;1611.8571379054995;-1582.9571379054994
2011-01-15;12.1;1614.5865193225102;-1602.4865193225103
2011-01-16;40.5;1617.3159007395209;-1576.8159007395209
2011-01-17;37.1;1620.0452821565316;-1582.9452821565317
2011-01-18;51.6;1622.7746635735423;-1571.1746635735424
2011-01-19;61.2;1625.504044990553;-1564.304044990553
2011-01-20;84.5;1628.2334264075641;-1543.7334264075641
2011-01-21;94.9;1630.9628078245748;-1536.0628078245747
2011-01-22;106.5;1633.6921892415855;-1527.1921892415855
2011-01-23;103.8;1636.4215706585962;-1532.6215706585963
2011-01-24;117.4;1639.150952075607;-1521.7509520756068
2011-01-25;121.7;1641.8803334926176;-1520.1803334926176
2011-01-26;111.8;1644.6097149096292;-1532.8097149096293
2011-01-27;109.3;1647.33909632664;-1538.03909632664
2011-01-28;103.2;1650.0684777436506;-1546.8684777436506
2011-01-29;117.7;1652.7978591606613;-1535.0978591606613
2011-01-30;118.7;1655.527240577672;-1536.827240577672
2011-01-31;118.4;1658.2566219946827;-1539.8566219946827
2011-02-01;129.4;1660.986003411694;-1531.5860034116938
2011-02-02;146.6;1663.7153848287046;-1517.1153848287047
2011-02-03;161.9;1666.4447662457153;-1504.5447662457152
2011-02-04;178.3;1669.174147662726;-1490.874147662726
2011-02-05;191.9;1671.9035290797367;-1480.0035290797366
2011-02-06;209.3;1674.6329104967474;-1465.3329104967474
2011-02-07;237.1;1677.3622919137586;-1440.2622919137586
2011-02-08;248.2;1680.0916733307693;-1431.8916733307692
2011-02-09;250.6;1682.82105474778;-1432.22105474778
2011-02-10;235.4;1685.5504361647907;-1450.1504361647906
2011-02-11;170.7;1688.2798175818014;-1517.5798175818013
2011-02-12;144.1;1691.009198998812;-1546.9091989988121
2011-02-13;128.6;1693.7385804158228;-1565.1385804158228
2011-02-14;108.3;1696.467961832834;-1588.167961832834
2011-02-15;104.5;1699.1973432498446;-1594.6973432498446
2011-02-16;102.1;1701.9267246668553;-1599.8267246668554
2011-02-17;97.4;1704.656106083866;-1607.256106083866
2011-02-18;97.2;1707.3854875008767;-1610.1854875008767
2011-02-19;93.4;1710.1148689178874;-1616.7148689178873
2011-02-20;97.7;1712.844250334898;-1615.144250334898
2011-02-21;105.3;1715.5736317519093;-1610.2736317519093
2011-02-22;107.1;1718.30301316892;-1611.20301316892
2011-02-23;111.3;1721.0323945859307;-1609.7323945859307
2011-02-24;132.6;1723.7617760029414;-1591.1617760029415
2011-02-25;155.4;1726.491157419952;-1571.091157419952
2011-02-26;179.0;1729.2205388369628;-1550.2205388369628
2011-02-27;189.2;1731.9499202539735;-1542.7499202539734
2011-02-28;172.4;1734.6793016709846;-1562.2793016709845
2011-03-01;152.4;1737.4086830879953;-1585.0086830879952
2011-03-02;156.8;1740.138064505006;-1583.338064505006
2011-03-03;147.3;1742.8674459220172;-1595.5674459220172
2011-03-04;158.0;1745.5968273390283;-1587.5968273390283
2011-03-05;167.8;1748.326208756039;-1580.526208756039
2011-03-06;158.4;1751.0555901730497;-1592.6555901730496
2011-03-07;153.2;1753.7849715900604;-1600.5849715900604
2011-03-08;175.8;1756.5143530070711;-1580.7143530070712
2011-03-09;170.5;1759.2437344240818;-1588.7437344240818
2011-03-10;182.5;1761.9731158410925;-1579.4731158410925
2011-03-11;195.0;1764.7024972581037;-1569.7024972581037
2011-03-12;227.4;1767.4318786751144;-1540.0318786751143
2011-03-13;264.2;1770.161260092125;-1505.961260092125
2011-03-14;260.1;1772.8906415091355;-1512.7906415091356
2011-03-15;256.7;1775.6200229261465;-1518.9200229261464
2011-03-16;264.4;1778.3494043431574;-1513.9494043431573
2011-03-17;286.5;1781.0787857601679;-1494.5787857601679
2011-03-18;308.3;1783.808167177179;-1475.508167177179
2011-03-19;323.9;1786.53754859419;-1462.6375485941899
2011-03-20;326.8;1789.2669300112004;-1462.4669300112005
2011-03-21;308.4;1791.9963114282114;-1483.5963114282113
2011-03-22;262.4;1794.725692845222;-1532.325692845222
2011-03-23;202.7;1797.4550742622325;-1594.7550742622325
2011-03-24;131.9;1800.1844556792437;-1668.2844556792436
2011-03-25;98.2;1802.9138370962544;-1704.7138370962543
2011-03-26;106.4;1805.643218513265;-1699.243218513265
2011-03-27;122.0;1808.3725999302758;-1686.3725999302758
2011-03-28;125.1;1811.1019813472865;-1686.0019813472866
2011-03-29;133.2;1813.8313627642972;-1680.6313627642971
2011-03-30;157.6;1816.5607441813079;-1658.960744181308
2011-03-31;188.1;1819.290125598319;-1631.1901255983191
2011-04-01;198.7;1822.0195070153297;-1623.3195070153297
2011-04-02;209.9;1824.7488884323404;-1614.8488884323403
2011-04-03;207.9;1827.4782698493511;-1619.578269849351
2011-04-04;182.2;1830.2076512663618;-1648.0076512663618
2011-04-05;188.2;1832.9370326833725;-1644.7370326833725
2011-04-06;192.7;1835.6664141003832;-1642.9664141003832
2011-04-07;200.2;1838.3957955173944;-1638.1957955173943
2011-04-08;206.4;1841.1251769344055;-1634.7251769344055
2011-04-09;225.6;1843.8545583514162;-1618.2545583514163
2011-04-10;253.1;1846.583939768427;-1593.483939768427
2011-04-11;258.8;1849.3133211854376;-1590.5133211854377
2011-04-12;253.6;1852.0427026024488;-1598.442702602449
2011-04-13;;1854.7720840194595;-1585.4720840194595
2011-04-14;;1857.5014654364702;-1572.5014654364702
2011-04-15;300.7;1860.230846853481;-1559.5308468534809
2011-04-16;239.7;1862.9602282704916;-1623.2602282704916
2011-04-17;285.4;1865.6896096875025;-1580.2896096875024
2011-04-18;268.2;1868.4189911045135;-1600.2189911045134
2011-04-19;257.7;1871.1483725215242;-1613.448372521524
2011-04-20;262.1;1873.8777539385346;-1611.7777539385347
2011-04-21;258.1;1876.6071353555453;-1618.5071353555454
2011-04-22;239.0;1879.3365167725563;-1640.3365167725563
2011-04-23;260.7;1882.065898189567;-1621.365898189567
2011-04-24;296.1;1884.7952796065774;-1588.6952796065775
2011-04-25;343.1;1887.5246610235886;-1544.4246610235887
2011-04-26;388.6;1890.2540424405993;-1501.6540424405994
2011-04-27;427.0;1892.9834238576102;-1465.9834238576102
2011-04-28;464.2;1895.712805274621;-1431.5128052746209
2011-04-29;506.2;1898.4421866916316;-1392.2421866916316
2011-04-30;561.2;1901.1715681086423;-1339.9715681086423
2011-05-01;598.3;1903.900949525653;-1305.600949525653
2011-05-02;617.9;1906.6303309426644;-1288.7303309426643
2011-05-03;626.0;1909.3597123596749;-1283.3597123596749
2011-05-04;681.2;1912.0890937766856;-1230.8890937766855
2011-05-05;735.1;1914.818475193696;-1179.7184751936961
2011-05-06;773.9;1917.5478566107072;-1143.647856610707
2011-05-07;817.6;1920.2772380277174;-1102.6772380277175
2011-05-08;865.5;1923.0066194447284;-1057.5066194447284
2011-05-09;894.8;1925.7360008617395;-1030.9360008617396
2011-05-10;938.3;1928.4653822787502;-990.1653822787503
2011-05-11;931.0;1931.194763695761;-1000.1947636957609
2011-05-12;937.2;1933.9241451127716;-996.7241451127716
2011-05-13;964.7;1936.6535265297823;-971.9535265297823
2011-05-14;972.3;1939.382907946794;-967.082907946794
2011-05-15;981.0;1942.1122893638046;-961.1122893638046
2011-05-16;1016.7;1944.8416707808153;-928.1416707808153
2011-05-17;1070.5;1947.571052197826;-877.071052197826
2011-05-18;1117.7;1950.3004336148367;-832.6004336148367
2011-05-19;1149.1;1953.0298150318474;-803.9298150318475
2011-05-20;1170.5;1955.7591964488586;-785.2591964488586
2011-05-21;1164.3;1958.4885778658693;-794.1885778658693
2011-05-22;1136.6;1961.21795928288;-824.6179592828801
2011-05-23;1102.6;1963.9473406998907;-861.3473406998908
2011-05-24;1095.9;1966.6767221169014;-870.7767221169013
2011-05-25;1108.2;1969.406103533912;-861.206103533912
2011-05-26;1136.1;1972.1354849509228;-836.0354849509229
2011-05-27;1170.2;1974.864866367934;-804.6648663679339
2011-05-28;1180.8;1977.5942477849446;-796.7942477849447
2011-05-29;1197.1;1980.3236292019553;-783.2236292019554
2011-05-30;1213.2;1983.053010618966;-769.853010618966
2011-05-31;1179.3;1985.7823920359767;-806.4823920359768
2011-06-01;1023.0;1988.5117734529874;-965.5117734529874
2011-06-02;983.6;1991.2411548699981;-1007.6411548699981
2011-06-03;954.8;1993.9705362870093;-1039.1705362870093
2011-06-04;931.9;1996.6999177040202;-1064.7999177040201
2011-06-05;910.4;1999.429299121031;-1089.0292991210308
2011-06-06;902.9;2002.1586805380416;-1099.2586805380415
2011-06-07;907.7;2004.888061955052;-1097.188061955052
2011-06-08;939.5;2007.6174433720628;-1068.1174433720628
2011-06-09;937.1;2010.3468247890737;-1073.2468247890738
2011-06-10;948.5;2013.0762062060846;-1064.5762062060846
2011-06-11;933.2;2015.8055876230953;-1082.6055876230953
2011-06-12;942.6;2018.5349690401058;-1075.934969040106
2011-06-13;1036.0;2021.2643504571167;-985.2643504571167
2011-06-14;906.9;2023.9937318741277;-1117.0937318741276
2011-06-15;864.1;2026.723113291138;-1162.623113291138
2011-06-16;826.2;2029.4524947081493;-1203.2524947081492
2011-06-17;787.0;2032.18187612516;-1245.18187612516
2011-06-18;735.4;2034.911257542171;-1299.5112575421708
2011-06-19;730.5;2037.6406389591818;-1307.1406389591818
2011-06-20;744.2;2040.3700203761925;-1296.1700203761925
2011-06-21;758.2;2043.0994017932037;-1284.8994017932037
2011-06-22;795.4;2045.8287832102146;-1250.4287832102145
2011-06-23;839.9;2048.558164627225;-1208.6581646272248
2011-06-24;863.0;2051.2875460442356;-1188.2875460442356
2011-06-25;890.6;2054.0169274612463;-1163.4169274612464
2011-06-26;912.9;2056.746308878257;-1143.8463088782569
2011-06-27;925.8;2059.4756902952677;-1133.6756902952677
2011-06-28;969.1;2062.2050717122793;-1093.1050717122794
2011-06-29;1013.1;2064.93445312929;-1051.83445312929
2011-06-30;1056.8;2067.6638345463007;-1010.8638345463007
2011-07-01;1084.6;2070.3932159633114;-985.7932159633115
2011-07-02;1124.1;2073.122597380322;-949.0225973803222
2011-07-03;1166.5;2075.851978797333;-909.3519787973328
2011-07-04;1202.6;2078.5813602143435;-875.9813602143436
2011-07-05;1250.9;2081.310741631354;-830.4107416313541
2011-07-06;1281.5;2084.040123048365;-802.5401230483649
2011-07-07;1276.4;2086.7695044653756;-810.3695044653755
2011-07-08;1264.3;2089.4988858823863;-825.1988858823863
2011-07-09;1289.6;2092.228267299397;-802.6282672993971
2011-07-10;1304.9;2094.9576487164077;-790.0576487164076
2011-07-11;1262.3;2097.6870301334193;-835.3870301334193
2011-07-12;1245.3;2100.41641155043;-855.11641155043
2011-07-13;1230.7;2103.1457929674407;-872.4457929674406
2011-07-14;1235.6;2105.8751743844514;-870.2751743844515
2011-07-15;1248.8;2108.604555801462;-859.8045558014621
2011-07-16;1276.6;2111.333937218473;-834.7339372184729
2011-07-17;1272.4;2114.0633186354835;-841.6633186354834
2011-07-18;1257.3;2116.792700052494;-859.4927000524942
2011-07-19;1276.4;2119.522081469505;-843.1220814695048
2011-07-20;1300.7;2122.2514628865156;-821.5514628865155
2011-07-21;1318.8;2124.9808443035263;-806.1808443035263
2011-07-22;1304.9;2127.710225720537;-822.8102257205369
2011-07-23;1284.6;2130.4396071375477;-845.8396071375478
2011-07-24;1296.1;2133.1689885545584;-837.0689885545585
2011-07-25;1322.7;2135.89836997157;-813.19836997157
2011-07-26;1348.8;2138.6277513885807;-789.8277513885807
2011-07-27;1352.2;2141.3571328055914;-789.1571328055913
2011-07-28;1367.2;2144.086514222602;-776.886514222602
2011-07-29;1392.6;2146.8158956396137;-754.2158956396138
2011-07-30;1403.0;2149.5452770566244;-746.5452770566244
2011-07-31;1388.3;2152.274658473635;-763.9746584736351
2011-08-01;1390.4;2155.004039890646;-764.6040398906457
2011-08-02;1392.8;2157.7334213076565;-764.9334213076565
2011-08-03;1389.2;2160.462802724667;-771.2628027246672
2011-08-04;1408.0;2163.192184141678;-755.1921841416779
2011-08-05;1312.0;2165.9215655586886;-853.9215655586886
2011-08-06;1106.1;2168.6509469756993;-1062.5509469756994
2011-08-07;1040.5;2171.38032839271;-1130.88032839271
2011-08-08;947.7;2174.1097098097207;-1226.4097098097207
2011-08-09;910.3;2176.8390912267314;-1266.5390912267314
2011-08-10;896.8;2179.568472643742;-1282.7684726437421
2011-08-11;898.7;2182.297854060753;-1283.5978540607528
2011-08-12;898.0;2185.0272354777644;-1287.0272354777644
2011-08-13;902.4;2187.756616894775;-1285.356616894775
2011-08-14;866.5;2190.485998311786;-1323.9859983117858
2011-08-15;867.4;2193.2153797287965;-1325.8153797287964
2011-08-16;898.5;2195.944761145807;-1297.4447611458072
2011-08-17;908.4;2198.674142562818;-1290.2741425628178
2011-08-18;915.9;2201.4035239798286;-1285.5035239798285
2011-08-19;907.9;2204.1329053968393;-1296.2329053968392
2011-08-20;920.6;2206.86228681385;-1286.26228681385
2011-08-21;925.3;2209.5916682308607;-1284.2916682308608
2011-08-22;934.2;2212.3210496478714;-1278.1210496478714
2011-08-23;663.3;2215.050431064882;-1551.7504310648822
2011-08-24;655.2;2217.779812481893;-1562.5798124818928
2011-08-25;724.6;2220.5091938989044;-1495.9091938989045
2011-08-26;1021.2;2223.238575315915;-1202.038575315915
2011-08-27;1067.3;2225.967956732926;-1158.6679567329259
2011-08-28;1112.5;2228.6973381499365;-1116.1973381499365
2011-08-29;1073.5;2231.426719566947;-1157.9267195669472
2011-08-30;1090.3;2234.156100983959;-1143.8561009839589
2011-08-31;1107.0;2236.8854824009695;-1129.8854824009695
2011-09-01;1120.2;2239.61486381798;-1119.4148638179802
2011-09-02;1159.3;2242.344245234991;-1083.044245234991
2011-09-03;1224.4;2245.0736266520016;-1020.6736266520015
2011-09-04;1263.8;2247.8030080690123;-984.0030080690124
2011-09-05;1291.9;2250.532389486023;-958.6323894860229
2011-09-06;1331.8;2253.2617709030337;-921.4617709030338
2011-09-07;1357.5;2255.9911523200444;-898.4911523200444
2011-09-08;1374.4;2258.720533737055;-884.320533737055
2011-09-09;1388.4;2261.449915154066;-873.0499151540657
2011-09-10;1277.1;2264.1792965710765;-987.0792965710766
2011-09-11;1267.0;2266.908677988087;-999.9086779880872
2011-09-12;1284.8;2269.638059405098;-984.838059405098
2011-09-13;1306.9;2272.3674408221095;-965.4674408221094
2011-09-14;1342.7;2275.0968222391202;-932.3968222391202
2011-09-15;1357.2;2277.826203656131;-920.6262036561309
2011-09-16;1367.6;2280.5555850731416;-912.9555850731417
2011-09-17;1362.9;2283.2849664901523;-920.3849664901522
2011-09-18;1332.5;2286.014347907163;-953.514347907163
2011-09-19;1282.3;2288.7437293241737;-1006.4437293241738
2011-09-20;1269.3;2291.4731107411844;-1022.1731107411845
2011-09-21;1286.1;2294.202492158195;-1008.1024921581952
2011-09-22;1304.6;2296.931873575206;-992.3318735752059
2011-09-23;1326.4;2299.6612549922165;-973.2612549922164
2011-09-24;1340.2;2302.390636409227;-962.1906364092272
2011-09-25;1364.1;2305.120017826238;-941.020017826238
2011-09-26;1390.7;2307.8493992432495;-917.1493992432495
2011-09-27;1425.8;2310.5787806602602;-884.7787806602603
2011-09-28;1445.5;2313.308162077271;-867.8081620772709
2011-09-29;1484.8;2316.0375434942816;-831.2375434942817
2011-09-30;1586.6;2318.7669249112923;-732.1669249112924
2011-10-01;1603.1;2321.496306328303;-718.3963063283031
2011-10-02;1156.7;2324.2256877453137;-1167.5256877453137
2011-10-03;926.2;2326.9550691623244;-1400.7550691623244
2011-10-04;900.0;2329.684450579336;-1429.684450579336
2011-10-05;922.7;2332.4138319963467;-1409.7138319963467
2011-10-06;997.6;2335.1432134133574;-1337.5432134133575
2011-10-07;1067.9;2337.872594830368;-1269.972594830368
2011-10-08;1163.8;2340.601976247379;-1176.801976247379
2011-10-09;1259.4;2343.3313576643895;-1083.9313576643895
2011-10-10;1369.8;2346.0607390814002;-976.2607390814003
2011-10-11;1450.3;2348.790120498411;-898.490120498411
2011-10-12;1561.4;2351.5195019154216;-790.1195019154216
2011-10-13;1649.8;2354.2488833324323;-704.4488833324324
2011-10-14;1644.0;2356.978264749444;-712.978264749444
2011-10-15;1660.7;2359.7076461664547;-699.0076461664546
2011-10-16;1687.0;2362.4370275834654;-675.4370275834654
2011-10-17;1710.4;2365.166409000476;-654.766409000476
2011-10-18;1734.5;2367.8957904174868;-633.3957904174868
2011-10-19;1751.7;2370.6251718344975;-618.9251718344974
2011-10-20;1778.2;2373.354553251508;-595.1545532515081
2011-10-21;1803.3;2376.083934668519;-572.7839346685189
2011-10-22;1834.8;2378.8133160855296;-544.0133160855296
2011-10-23;1870.2;2381.5426975025402;-511.3426975025402
2011-10-24;1881.2;2384.272078919551;-503.0720789195509
2011-10-25;1874.7;2387.0014603365616;-512.3014603365616
2011-10-26;1885.4;2389.7308417535723;-504.33084175357226
2011-10-27;1905.7;2392.460223170583;-486.760223170583
2011-10-28;1909.2;2395.1896045875947;-485.9896045875946
2011-10-29;1909.3;2397.9189860046054;-488.6189860046054
2011-10-30;1916.7;2400.648367421616;-483.948367421616
2011-10-31;1946.5;2403.3777488386268;-456.87774883862676
2011-11-01;1958.0;2406.1071302556375;-448.10713025563746
2011-11-02;1912.3;2408.836511672648;-496.5365116726482
2011-11-03;1910.5;2411.565893089659;-501.06589308965886
2011-11-04;1915.6;2414.2952745066696;-498.69527450666965
2011-11-05;1917.8;2417.0246559236803;-499.2246559236803
2011-11-06;1917.6;2419.754037340691;-502.15403734069105
2011-11-07;1902.4;2422.4834187577017;-520.0834187577016
2011-11-08;1926.9;2425.2128001747124;-498.31280017471227
2011-11-09;1906.5;2427.942181591724;-521.442181591724
2011-11-10;1917.3;2430.6715630087347;-513.3715630087347
2011-11-11;1977.1;2433.4009444257454;-456.30094442574546
2011-11-12;2000.6;2436.130325842756;-435.53032584275616
2011-11-13;2038.2;2438.8597072597668;-400.6597072597667
2011-11-14;2085.7;2441.5890886767775;-355.88908867677765
2011-11-15;2140.2;2444.318470093789;-304.11847009378926
2011-11-16;2209.9;2447.0478515108;-237.14785151079968
2011-11-17;2291.9;2449.7772329278105;-157.87723292781038
2011-11-18;2362.4;2452.506614344821;-90.10661434482108
2011-11-19;2378.1;2455.235995761832;-77.13599576183196
2011-11-20;2402.6;2457.9653771788426;-55.365377178842664
2011-11-21;2441.0;2460.6947585958533;-19.694758595853273
2011-11-22;2473.1;2463.424140012864;9.675859987135937
2011-11-23;2483.1;2466.1535214298747;16.946478570125237
2011-11-24;2527.0;2468.8829028468854;58.11709715311463
2011-11-25;2557.0;2471.612284263896;85.38771573610393
2011-11-26;2579.2;2474.3416656809068;104.85833431909305
2011-11-27;2598.0;2477.0710470979175;120.92895290208253
2011-11-28;2625.9;2479.800428514929;146.099571485071
2011-11-29;2644.6;2482.52980993194;162.07019006806013
2011-11-30;2634.8;2485.2591913489505;149.5408086510497
2011-12-01;2626.0;2487.988572765961;138.01142723403882
2011-12-02;2650.6;2490.717954182972;159.88204581702803
2011-12-03;2646.7;2493.4473355999826;153.25266440001724
2011-12-04;2642.0;2496.1767170169933;145.82328298300672
2011-12-05;2641.8;2498.906098434004;142.8939015659962
2011-12-06;2628.0;2501.6354798510147;126.36452014898532
2011-12-07;2610.6;2504.3648612680254;106.23513873197453
2011-12-08;2599.5;2507.094242685036;92.40575731496392
2011-12-09;2595.6;2509.823624102047;85.77637589795313
2011-12-10;2580.0;2512.5530055190575;67.44699448094252
2011-12-11;2589.4;2515.282386936068;74.11761306393191
2011-12-12;2602.3;2518.01176835308;84.2882316469204
2011-12-13;2600.7;2520.7411497700905;79.95885022990933
2011-12-14;2597.9;2523.470531187101;74.4294688128989
2011-12-15;2597.2;2526.199912604112;71.00008739588793
2011-12-16;2579.1;2528.9292940211226;50.17070597887732
2011-12-17;2570.6;2531.658675438134;38.94132456186571
2011-12-18;2553.6;2534.388056855145;19.211943144855013
2011-12-19;2554.9;2537.1174382721556;17.782561727844495
2011-12-20;2554.1;2539.8468196891663;14.253180310833613
2011-12-21;2551.8;2542.576201106177;9.223798893823187
2011-12-22;2541.8;2545.3055825231877;-3.5055825231875133
2011-12-23;2575.2;2548.0349639401984;27.165036059801423
2011-12-24;2570.2;2550.764345357209;19.435654642790723
2011-12-25;2583.7;2553.49372677422;30.206273225780023
2011-12-26;2598.0;2556.2231081912305;41.776891808769506
