"lon","lat","elev","grav","name"
102.52061,24.35139,1618.586,978498.085,9074
102.5218,24.3503,1618.984,978498.632,9075
102.47305,24.39225,1780.894,978474.852,9201
102.47545,24.39115,1787.726,978473.763,9202
102.47512,24.38811,1758.952,978478.933,9203
102.476,24.38601,1750.127,978480.597,9204
102.4775,24.38434,1750.205,978480.492,9205
102.47999,24.38283,1752.815,978479.344,9206
102.48211,24.38178,1750.211,978479.742,9207
102.48357,24.38031,1743.742,978480.852,9208
102.48645,24.37911,1725.08,978482.989,9209
102.48871,24.37893,1716.559,978483.465,9210
102.49043,24.37775,1706.503,978484.72,9211
102.49269,24.37697,1690.721,978486.947,9212
102.49477,24.37595,1676.763,978487.997,9213
102.49777,24.37408,1661.984,978486.688,9214
102.49891,24.37189,1644.947,978488.706,9215
102.50083,24.37097,1638.794,978488.875,9216
102.50281,24.36986,1637.035,978488.77,9217
102.50452,24.3695,1634.703,978489.071,9218
102.50638,24.36907,1625.064,978491.161,9219
102.50805,24.36878,1620.973,978491.976,9220
102.50955,24.36806,1620.913,978492.099,9221
102.51119,24.36831,1620.993,978492.218,9222
102.51298,24.36805,1621.212,978492.423,9223
102.51462,24.36749,1621.774,978492.713,9224
102.51622,24.36671,1622.314,978492.965,9225
102.51754,24.36563,1622.313,978493.453,9226
102.51882,24.36479,1622.413,978493.89,9227
102.52004,24.36351,1622.643,978494.367,9228
102.52104,24.36266,1623.237,978494.648,9229
102.52222,24.36195,1623.076,978495.099,9230
102.52341,24.36108,1622.484,978495.626,9231
102.52444,24.3601,1622.455,978496.136,9232
102.52505,24.35968,1622.436,978496.384,9233
