time;origin_data;despiked;flag
2009-11-15;4602.2;13205.699999999992;0
2009-11-16;4587.3;13190.799999999992;0
2009-11-17;4575.1;13178.599999999991;0
2009-11-18;4614.6;13218.099999999991;0
2009-11-19;4651.3;13254.799999999992;0
2009-11-20;4661.0;13264.499999999993;0
2009-11-21;4712.0;13315.499999999993;0
2009-11-22;4742.0;13345.499999999993;0
2009-11-23;4763.2;13366.699999999993;0
2009-11-24;4803.5;13406.999999999993;0
2009-11-25;4818.4;13421.899999999992;0
2009-11-26;4846.6;13450.099999999993;0
2009-11-27;4857.2;13460.699999999993;0
2009-11-28;4874.3;13477.799999999994;0
2009-11-29;4865.8;13469.299999999994;0
2009-11-30;4875.5;13478.999999999993;0
2009-12-01;4955.2;13558.699999999993;0
2009-12-02;4974.3;13577.799999999994;0
2009-12-03;5012.2;13615.699999999993;0
2009-12-04;5040.8;13644.299999999994;0
2009-12-05;5047.1;13650.599999999995;0
2009-12-06;5070.0;13673.499999999995;0
2009-12-07;5077.7;13681.199999999993;0
2009-12-08;5091.2;13694.699999999993;0
2009-12-09;5093.0;13696.499999999993;0
2009-12-10;5108.7;13712.199999999993;0
2009-12-11;5110.1;13713.599999999995;0
2009-12-12;5109.5;13712.999999999995;0
2009-12-13;5110.0;13713.499999999995;0
2009-12-14;5116.6;13720.099999999995;0
2009-12-15;5099.3;13702.799999999996;0
2009-12-16;5106.0;13709.499999999996;0
2009-12-17;5104.9;13708.399999999996;0
2009-12-18;5093.8;13697.299999999996;0
2009-12-19;5107.4;13710.899999999994;0
2009-12-20;5124.3;13727.799999999996;0
2009-12-21;5138.6;13742.099999999995;0
2009-12-22;5162.3;13765.799999999996;0
2009-12-23;5176.3;13779.799999999996;0
2009-12-24;5200.1;13803.599999999995;0
2009-12-25;5213.8;13817.299999999996;0
2009-12-26;5243.5;13846.999999999996;0
2009-12-27;5228.9;13832.399999999996;0
2009-12-28;5266.0;13869.499999999996;0
2009-12-29;5266.4;13869.899999999996;0
2009-12-30;5255.8;13859.299999999996;0
2009-12-31;5273.3;13876.799999999996;0
2010-01-01;-18.3;13894.066666666662;2
2010-01-02;-15.6;13911.099999999995;1
2010-01-03;1.2;13927.899999999994;0
2010-01-04;38.9;13965.599999999995;0
2010-01-05;17.1;13943.799999999996;0
2010-01-06;30.9;13957.599999999995;0
2010-01-07;45.0;13971.699999999995;0
2010-01-08;75.8;14002.499999999995;0
2010-01-09;92.2;14018.899999999994;0
2010-01-10;89.6;14016.299999999994;0
2010-01-11;97.2;14023.899999999994;0
2010-01-12;112.6;14039.299999999994;0
2010-01-13;128.2;14054.899999999994;0
2010-01-14;148.8;14075.499999999995;0
2010-01-15;155.4;14082.099999999995;0
2010-01-16;169.1;14095.799999999996;0
2010-01-17;189.5;14116.199999999995;0
2010-01-18;213.6;14140.299999999996;0
2010-01-19;247.8;14174.499999999996;0
2010-01-20;254.0;14180.699999999997;0
2010-01-21;265.9;14192.599999999997;0
2010-01-22;260.9;14187.599999999997;0
2010-01-23;273.8;14200.499999999996;0
2010-01-24;289.2;14215.899999999996;0
2010-01-25;267.8;14194.499999999996;0
2010-01-26;300.3;14226.999999999996;0
2010-01-27;319.9;14246.599999999997;0
2010-01-28;315.2;14241.899999999996;0
2010-01-29;331.2;14257.899999999996;0
2010-01-30;358.1;14284.799999999996;0
2010-01-31;370.2;14296.899999999996;0
2010-02-01;376.9;14303.599999999997;0
2010-02-02;378.8;14305.499999999996;0
2010-02-03;373.3;14299.999999999996;0
2010-02-04;389.5;14316.199999999997;0
2010-02-05;402.4;14329.099999999997;0
2010-02-06;403.4;14330.099999999997;0
2010-02-07;423.0;14349.699999999997;0
2010-02-08;458.5;14385.199999999997;0
2010-02-09;477.5;14404.199999999997;0
2010-02-10;481.6;14408.299999999997;0
2010-02-11;431.0;14357.699999999997;0
2010-02-12;426.2;14352.899999999998;0
2010-02-13;459.7;14386.399999999998;0
2010-02-14;449.0;14375.699999999997;0
2010-02-15;440.6;14367.299999999997;0
2010-02-16;448.7;14375.399999999998;0
2010-02-17;458.7;14385.399999999998;0
2010-02-18;481.2;14407.899999999998;0
2010-02-19;518.5;14445.199999999997;0
2010-02-20;547.8;14474.499999999996;0
2010-02-21;566.0;14492.699999999997;0
2010-02-22;568.4;14495.099999999997;0
2010-02-23;608.9;14535.599999999997;0
2010-02-24;646.4;14573.099999999997;0
2010-02-25;624.5;14551.199999999997;0
2010-02-26;637.6;14564.299999999997;0
2010-02-27;655.8;14582.499999999998;0
2010-02-28;705.1;14631.799999999997;0
2010-03-01;698.0;14624.699999999997;0
2010-03-02;686.4;14613.099999999997;0
2010-03-03;678.2;14604.899999999996;0
2010-03-04;686.3;14612.999999999996;0
2010-03-05;687.3;14613.999999999996;0
2010-03-06;665.8;14592.499999999996;0
2010-03-07;675.5;14602.199999999997;0
2010-03-08;669.3;14595.999999999996;0
2010-03-09;660.7;14587.399999999996;0
2010-03-10;699.0;14625.699999999995;0
2010-03-11;729.8;14656.499999999995;0
2010-03-12;741.0;14667.699999999995;0
2010-03-13;756.9;14683.599999999995;0
2010-03-14;773.8;14700.499999999995;0
2010-03-15;746.7;14673.399999999994;0
2010-03-16;768.1;14694.799999999994;0
2010-03-17;787.6;14714.299999999994;0
2010-03-18;810.2;14736.899999999994;0
2010-03-19;851.6;14778.299999999994;0
2010-03-20;846.4;14773.099999999993;0
2010-03-21;856.0;14782.699999999993;0
2010-03-22;867.9;14794.599999999993;0
2010-03-23;846.8;14773.499999999993;0
2010-03-24;795.0;14721.699999999993;0
2010-03-25;636.7;14641.699999999993;1
2010-03-26;635.0;14561.699999999993;0
2010-03-27;631.3;14557.999999999993;0
2010-03-28;632.7;14559.399999999992;0
2010-03-29;654.9;14581.599999999993;0
2010-03-30;685.0;14611.699999999993;0
2010-03-31;712.3;14638.999999999993;0
2010-04-01;550.2;14650.799999999992;2
2010-04-02;480.7;14647.099999999991;1
2010-04-03;461.5;14627.89999999999;0
2010-04-04;438.0;14604.39999999999;0
2010-04-05;423.5;14589.89999999999;0
2010-04-06;414.3;14580.69999999999;0
2010-04-07;410.1;14576.499999999989;0
2010-04-08;402.9;14569.299999999988;0
2010-04-09;405.9;14572.299999999988;0
2010-04-10;426.8;14593.199999999988;0
2010-04-11;285.1;14613.73333333332;2
2010-04-12;193.6;14633.899999999987;1
2010-04-13;213.4;14653.699999999986;0
2010-04-14;266.0;14706.299999999987;0
2010-04-15;284.8;14725.099999999986;0
2010-04-16;333.5;14773.799999999987;0
2010-04-17;401.4;14841.699999999986;0
2010-04-18;468.4;14908.699999999986;0
2010-04-19;546.3;14986.599999999986;0
2010-04-20;609.6;15049.899999999985;0
2010-04-21;709.9;15150.199999999984;0
2010-04-22;710.1;15150.399999999985;0
2010-04-23;721.3;15161.599999999986;0
2010-04-24;776.1;15216.399999999985;0
2010-04-25;832.2;15272.499999999985;0
2010-04-26;853.9;15294.199999999986;0
2010-04-27;909.0;15349.299999999987;0
2010-04-28;973.0;15413.299999999987;0
2010-04-29;1031.0;15471.299999999987;0
2010-04-30;1045.7;15485.999999999987;0
2010-05-01;1076.8;15517.099999999988;0
2010-05-02;1122.5;15562.799999999988;0
2010-05-03;1147.5;15587.799999999988;0
2010-05-04;1160.2;15600.499999999989;0
2010-05-05;1122.6;15562.899999999989;0
2010-05-06;945.2;15487.499999999989;1
2010-05-07;818.7;15412.09999999999;1
2010-05-08;896.4;15336.69999999999;0
2010-05-09;984.4;15424.69999999999;0
2010-05-10;1047.5;15487.79999999999;0
2010-05-11;1115.6;15555.89999999999;0
2010-05-12;1190.0;15630.29999999999;0
2010-05-13;1289.7;15729.99999999999;0
2010-05-14;1315.5;15755.79999999999;0
2010-05-15;1373.3;15813.59999999999;0
2010-05-16;1422.5;15862.79999999999;0
2010-05-17;1465.6;15905.89999999999;0
2010-05-18;1509.7;15949.99999999999;0
2010-05-19;1545.4;15985.699999999992;0
2010-05-20;1550.2;15990.49999999999;0
2010-05-21;1459.7;15899.99999999999;0
2010-05-22;1504.8;15945.099999999991;0
2010-05-23;1580.0;16020.299999999992;0
2010-05-24;1667.2;16107.499999999993;0
2010-05-25;1712.7;16152.999999999993;0
2010-05-26;1737.4;16177.699999999993;0
2010-05-27;1515.4;16208.033333333327;2
2010-05-28;1467.3;16243.999999999995;1
2010-05-29;1669.3;16285.599999999995;2
2010-05-30;1874.9;16332.833333333328;2
2010-05-31;1969.2;16385.699999999993;1
2010-06-01;2027.7;16444.199999999993;0
2010-06-02;2060.7;16477.199999999993;0
2010-06-03;2173.3;16581.199999999993;1
2010-06-04;2268.7;16685.199999999993;0
2010-06-05;2338.4;16754.899999999994;0
2010-06-06;2383.2;16799.699999999993;0
2010-06-07;2447.2;16863.699999999993;0
2010-06-08;2413.7;16830.199999999993;0
2010-06-09;1893.4;16837.074999999993;1
2010-06-10;2183.1;16843.949999999993;1
2010-06-11;2364.2;16850.824999999993;1
2010-06-12;2441.2;16857.699999999993;0
2010-06-13;2554.6;16880.756249999995;2
2010-06-14;2680.3;16919.993749999994;2
2010-06-15;2777.9;16975.412499999995;1
2010-06-16;2849.5;17047.012499999993;0
2010-06-17;2928.7;17126.212499999994;0
2010-06-18;2980.2;17177.712499999994;0
2010-06-19;2987.4;17184.912499999995;0
2010-06-20;3009.9;17207.412499999995;0
2010-06-21;3073.6;17271.112499999996;0
2010-06-22;3089.7;17287.212499999994;0
2010-06-23;3104.4;17301.912499999995;0
2010-06-24;3110.7;17308.212499999994;0
2010-06-25;3109.7;17307.212499999994;0
2010-06-26;3089.2;17286.712499999994;0
2010-06-27;3059.2;17256.712499999994;0
2010-06-28;3050.1;17247.612499999996;0
2010-06-29;3074.9;17272.412499999995;0
2010-06-30;3096.6;17294.112499999996;0
2010-07-01;3099.1;17296.612499999996;0
2010-07-02;3117.5;17315.012499999997;0
2010-07-03;3106.8;17304.312499999996;0
2010-07-04;3100.5;17298.012499999997;0
2010-07-05;2986.5;17239.112499999996;1
2010-07-06;2982.7;17180.212499999994;0
2010-07-07;2999.3;17196.812499999993;0
2010-07-08;2869.1;17193.512499999993;2
2010-07-09;2076.8;17170.312499999993;2
2010-07-10;385.8;17127.212499999994;2
2010-07-11;455.5;17064.212499999994;1
2010-07-12;372.6;16981.312499999993;0
2010-07-13;1177.8;16908.78749999999;2
2010-07-14;1287.4;16846.63749999999;2
2010-07-15;1662.3;16794.86249999999;2
2010-07-16;2514.7;16753.462499999987;2
2010-07-17;3239.7;16722.437499999985;2
2010-07-18;3699.3;16701.787499999984;2
2010-07-19;4032.9;16691.512499999983;2
2010-07-20;4299.6;16691.61249999998;2
2010-07-21;4521.3;16702.08749999998;2
2010-07-22;4672.3;16722.937499999978;2
2010-07-23;4775.9;16754.162499999977;1
2010-07-24;4817.5;16795.762499999975;0
2010-07-25;4836.1;16814.362499999974;0
2010-07-26;4845.7;16823.962499999972;0
2010-07-27;4882.2;16860.462499999972;0
2010-07-28;4921.0;16899.26249999997;0
2010-07-29;4936.5;16914.76249999997;0
2010-07-30;4925.2;16903.462499999972;0
2010-07-31;4914.3;16892.56249999997;0
2010-08-01;4874.2;16852.462499999972;0
2010-08-02;4858.4;16836.662499999973;0
2010-08-03;4869.9;16848.162499999973;0
2010-08-04;4866.4;16844.662499999973;0
2010-08-05;4842.9;16821.162499999973;0
2010-08-06;4799.9;16778.162499999973;0
2010-08-07;4775.1;16753.362499999974;0
2010-08-08;4571.0;16731.295833333308;2
2010-08-09;4552.6;16711.962499999976;1
2010-08-10;4536.0;16695.362499999974;0
2010-08-11;4510.7;16670.062499999975;0
2010-08-12;4467.0;16626.362499999974;0
2010-08-13;4415.9;16575.262499999975;0
2010-08-14;4358.6;16517.962499999976;0
2010-08-15;4298.3;16457.662499999977;0
2010-08-16;4260.0;16419.362499999977;0
2010-08-17;4227.9;16387.262499999975;0
2010-08-18;4192.5;16351.862499999976;0
2010-08-19;4149.2;16308.562499999975;0
2010-08-20;4110.7;16270.062499999975;0
2010-08-21;4084.3;16243.662499999975;0
2010-08-22;4039.6;16198.962499999974;0
2010-08-23;4016.4;16175.762499999975;0
2010-08-24;3991.6;16150.962499999976;0
2010-08-25;3969.1;16128.462499999976;0
2010-08-26;3894.3;16053.662499999977;0
2010-08-27;3798.8;15958.162499999977;0
2010-08-28;3704.0;15863.362499999977;0
2010-08-29;3651.0;15810.362499999977;0
2010-08-30;3619.8;15779.162499999977;0
2010-08-31;3575.7;15735.062499999976;0
2010-09-01;3596.9;15756.262499999977;0
2010-09-02;3588.0;15747.362499999977;0
2010-09-03;3570.5;15729.862499999977;0
2010-09-04;3554.1;15713.462499999978;0
2010-09-05;3525.4;15684.762499999979;0
2010-09-06;3499.9;15659.262499999979;0
2010-09-07;3490.0;15649.36249999998;0
2010-09-08;3456.8;15616.16249999998;0
2010-09-09;3416.5;15575.862499999981;0
2010-09-10;3411.4;15570.76249999998;0
2010-09-11;3260.9;15549.629166666648;2
2010-09-12;3167.3;15512.462499999981;1
2010-09-13;3114.1;15459.26249999998;0
2010-09-14;3059.0;15404.16249999998;0
2010-09-15;3033.0;15378.16249999998;0
2010-09-16;3017.0;15362.16249999998;0
2010-09-17;2990.8;15335.96249999998;0
2010-09-18;2963.8;15308.96249999998;0
2010-09-19;2947.1;15292.262499999979;0
2010-09-20;2937.5;15282.662499999979;0
2010-09-21;2953.2;15298.362499999977;0
2010-09-22;2892.7;15237.862499999977;0
2010-09-23;2836.8;15181.962499999978;0
2010-09-24;2822.0;15167.162499999977;0
2010-09-25;2778.9;15124.062499999976;0
2010-09-26;2773.5;15118.662499999977;0
2010-09-27;2779.0;15124.162499999977;0
2010-09-28;2798.4;15143.562499999976;0
2010-09-29;2786.6;15131.762499999975;0
2010-09-30;2794.5;15139.662499999975;0
2010-10-01;2773.7;15118.862499999974;0
2010-10-02;2657.1;15033.062499999975;1
2010-10-03;2602.1;14947.262499999975;0
2010-10-04;2585.3;14930.462499999976;0
2010-10-05;2585.6;14930.762499999975;0
2010-10-06;2582.9;14928.062499999975;0
2010-10-07;2583.7;14928.862499999974;0
2010-10-08;2586.6;14931.762499999973;0
2010-10-09;2585.6;14930.762499999973;0
2010-10-10;2584.7;14929.862499999974;0
2010-10-11;2551.9;14897.062499999975;0
2010-10-12;2543.9;14889.062499999975;0
2010-10-13;2468.8;14813.962499999974;0
2010-10-14;2316.7;14735.262499999973;2
2010-10-15;2255.3;14652.962499999974;1
2010-10-16;2169.4;14567.062499999975;0
2010-10-17;2100.3;14497.962499999974;0
2010-10-18;2092.0;14489.662499999973;0
2010-10-19;2104.6;14502.262499999973;0
2010-10-20;2122.2;14519.862499999974;0
2010-10-21;2133.0;14530.662499999973;0
2010-10-22;2135.7;14533.362499999974;0
2010-10-23;2140.1;14537.762499999973;0
2010-10-24;2161.0;14558.662499999973;0
2010-10-25;2173.8;14571.462499999972;0
2010-10-26;2179.3;14576.962499999972;0
2010-10-27;2202.3;14599.962499999972;0
2010-10-28;2226.5;14624.162499999973;0
2010-10-29;2240.0;14637.662499999973;0
2010-10-30;2256.6;14654.262499999973;0
2010-10-31;2287.8;14685.462499999974;0
2010-11-01;2309.6;14707.262499999973;0
2010-11-02;2301.0;14698.662499999973;0
2010-11-03;2315.0;14712.662499999973;0
2010-11-04;2333.6;14731.262499999973;0
2010-11-05;2345.3;14742.962499999974;0
2010-11-06;2362.1;14759.762499999973;0
2010-11-07;2367.4;14765.062499999975;0
2010-11-08;2383.3;14780.962499999974;0
2010-11-09;2394.2;14791.862499999974;0
2010-11-10;2422.0;14819.662499999973;0
2010-11-11;2435.9;14833.562499999973;0
2010-11-12;2440.0;14837.662499999973;0
2010-11-13;2472.2;14869.862499999974;0
2010-11-14;2478.9;14876.562499999975;0
2010-11-15;2477.5;14875.162499999975;0
2010-11-16;2445.5;14843.162499999975;0
2010-11-17;2425.7;14823.362499999974;0
2010-11-18;2414.5;14812.162499999973;0
2010-11-19;2422.1;14819.762499999973;0
2010-11-20;2463.1;14860.762499999973;0
2010-11-21;2470.8;14868.462499999974;0
2010-11-22;2416.1;14813.762499999973;0
2010-11-23;2452.8;14850.462499999974;0
2010-11-24;2463.5;14861.162499999973;0
2010-11-25;2476.5;14874.162499999973;0
2010-11-26;2497.6;14895.262499999973;0
2010-11-27;2516.3;14913.962499999974;0
2010-11-28;2521.3;14918.962499999974;0
2010-11-29;2525.7;14923.362499999974;0
2010-11-30;2534.9;14932.562499999975;0
2010-12-01;2541.0;14938.662499999975;0
2010-12-02;2522.6;14920.262499999975;0
2010-12-03;2517.2;14914.862499999976;0
2010-12-04;2549.0;14946.662499999977;0
2010-12-05;2566.7;14964.362499999977;0
2010-12-06;2548.5;14946.162499999977;0
2010-12-07;2555.5;14953.162499999977;0
2010-12-08;2578.7;14976.362499999977;0
2010-12-09;2602.4;15000.062499999978;0
2010-12-10;2631.1;15028.762499999979;0
2010-12-11;2638.2;15035.86249999998;0
2010-12-12;2671.7;15069.36249999998;0
2010-12-13;2674.7;15072.36249999998;0
2010-12-14;2666.2;15063.86249999998;0
2010-12-15;2664.1;15061.762499999979;0
2010-12-16;2664.2;15061.86249999998;0
2010-12-17;2688.2;15085.86249999998;0
2010-12-18;2708.8;15106.46249999998;0
2010-12-19;2697.5;15095.16249999998;0
2010-12-20;2714.7;15112.362499999981;0
2010-12-21;2718.2;15115.862499999981;0
2010-12-22;2737.4;15135.062499999982;0
2010-12-23;2752.4;15150.062499999982;0
2010-12-24;2757.5;15155.162499999982;0
2010-12-25;2737.9;15135.562499999982;0
2010-12-26;2733.7;15131.362499999981;0
2010-12-27;2739.2;15136.862499999981;0
2010-12-28;2726.8;15124.462499999981;0
2010-12-29;2726.9;15124.562499999982;0
2010-12-30;2712.9;15110.562499999982;0
2010-12-31;2725.4;15123.062499999982;0
2011-01-01;-42.6;15135.329166666648;2
2011-01-02;-46.5;15147.362499999981;1
2011-01-03;-34.7;15159.16249999998;0
2011-01-04;-21.4;15172.46249999998;0
2011-01-05;-11.5;15182.36249999998;0
2011-01-06;-28.4;15165.46249999998;0
2011-01-07;-7.7;15186.16249999998;0
2011-01-08;5.8;15199.66249999998;0
2011-01-09;-10.6;15183.26249999998;0
2011-01-10;5.8;15199.66249999998;0
2011-01-11;12.8;15206.66249999998;0
2011-01-12;24.3;15218.16249999998;0
2011-01-13;31.1;15224.96249999998;0
2011-01-14;28.9;15222.762499999979;0
2011-01-15;12.1;15205.96249999998;0
2011-01-16;40.5;15234.36249999998;0
2011-01-17;37.1;15230.96249999998;0
2011-01-18;51.6;15245.46249999998;0
2011-01-19;61.2;15255.06249999998;0
2011-01-20;84.5;15278.36249999998;0
2011-01-21;94.9;15288.762499999979;0
2011-01-22;106.5;15300.36249999998;0
2011-01-23;103.8;15297.662499999979;0
2011-01-24;117.4;15311.262499999979;0
2011-01-25;121.7;15315.562499999978;0
2011-01-26;111.8;15305.662499999979;0
2011-01-27;109.3;15303.162499999979;0
2011-01-28;103.2;15297.062499999978;0
2011-01-29;117.7;15311.562499999978;0
2011-01-30;118.7;15312.562499999978;0
2011-01-31;118.4;15312.262499999979;0
2011-02-01;129.4;15323.262499999979;0
2011-02-02;146.6;15340.46249999998;0
2011-02-03;161.9;15355.762499999979;0
2011-02-04;178.3;15372.162499999979;0
2011-02-05;191.9;15385.762499999979;0
2011-02-06;209.3;15403.162499999979;0
2011-02-07;237.1;15430.962499999978;0
2011-02-08;248.2;15442.062499999978;0
2011-02-09;250.6;15444.462499999978;0
2011-02-10;235.4;15429.262499999977;0
2011-02-11;170.7;15364.562499999976;0
2011-02-12;144.1;15337.962499999976;0
2011-02-13;128.6;15322.462499999976;0
2011-02-14;108.3;15302.162499999977;0
2011-02-15;104.5;15298.362499999977;0
2011-02-16;102.1;15295.962499999978;0
2011-02-17;97.4;15291.262499999977;0
2011-02-18;97.2;15291.062499999976;0
2011-02-19;93.4;15287.262499999977;0
2011-02-20;97.7;15291.562499999976;0
2011-02-21;105.3;15299.162499999977;0
2011-02-22;107.1;15300.962499999976;0
2011-02-23;111.3;15305.162499999977;0
2011-02-24;132.6;15326.462499999976;0
2011-02-25;155.4;15349.262499999975;0
2011-02-26;179.0;15372.862499999976;0
2011-02-27;189.2;15383.062499999976;0
2011-02-28;172.4;15366.262499999977;0
2011-03-01;152.4;15346.262499999977;0
2011-03-02;156.8;15350.662499999977;0
2011-03-03;147.3;15341.162499999977;0
2011-03-04;158.0;15351.862499999977;0
2011-03-05;167.8;15361.662499999977;0
2011-03-06;158.4;15352.262499999977;0
2011-03-07;153.2;15347.062499999976;0
2011-03-08;175.8;15369.662499999977;0
2011-03-09;170.5;15364.362499999977;0
2011-03-10;182.5;15376.362499999977;0
2011-03-11;195.0;15388.862499999977;0
2011-03-12;227.4;15421.262499999977;0
2011-03-13;264.2;15458.062499999976;0
2011-03-14;260.1;15453.962499999976;0
2011-03-15;256.7;15450.562499999976;0
2011-03-16;264.4;15458.262499999977;0
2011-03-17;286.5;15480.362499999977;0
2011-03-18;308.3;15502.162499999977;0
2011-03-19;323.9;15517.762499999977;0
2011-03-20;326.8;15520.662499999977;0
2011-03-21;308.4;15502.262499999977;0
2011-03-22;262.4;15456.262499999977;0
2011-03-23;202.7;15396.562499999976;0
2011-03-24;131.9;15325.762499999977;0
2011-03-25;98.2;15292.062499999976;0
2011-03-26;106.4;15300.262499999977;0
2011-03-27;122.0;15315.862499999977;0
2011-03-28;125.1;15318.962499999978;0
2011-03-29;133.2;15327.062499999978;0
2011-03-30;157.6;15351.462499999978;0
2011-03-31;188.1;15381.962499999978;0
2011-04-01;198.7;15392.562499999978;0
2011-04-02;209.9;15403.762499999979;0
2011-04-03;207.9;15401.762499999979;0
2011-04-04;182.2;15376.062499999978;0
2011-04-05;188.2;15382.062499999978;0
2011-04-06;192.7;15386.562499999978;0
2011-04-07;200.2;15394.062499999978;0
2011-04-08;206.4;15400.262499999979;0
2011-04-09;225.6;15419.46249999998;0
2011-04-10;253.1;15446.96249999998;0
2011-04-11;258.8;15452.66249999998;0
2011-04-12;253.6;15447.46249999998;0
2011-04-13;;15463.16249999998;0
2011-04-14;;15478.862499999981;0
2011-04-15;300.7;15494.562499999982;0
2011-04-16;239.7;15433.562499999982;0
2011-04-17;285.4;15479.262499999983;0
2011-04-18;268.2;15462.062499999982;0
2011-04-19;257.7;15451.562499999982;0
2011-04-20;262.1;15455.962499999981;0
2011-04-21;258.1;15451.962499999981;0
2011-04-22;239.0;15432.862499999981;0
2011-04-23;260.7;15454.562499999982;0
2011-04-24;296.1;15489.962499999981;0
2011-04-25;343.1;15536.962499999981;0
2011-04-26;388.6;15582.462499999981;0
2011-04-27;427.0;15620.862499999981;0
2011-04-28;464.2;15658.062499999982;0
2011-04-29;506.2;15700.062499999982;0
2011-04-30;561.2;15755.062499999982;0
2011-05-01;598.3;15792.162499999982;0
2011-05-02;617.9;15811.762499999983;0
2011-05-03;626.0;15819.862499999983;0
2011-05-04;681.2;15875.062499999984;0
2011-05-05;735.1;15928.962499999983;0
2011-05-06;773.9;15967.762499999983;0
2011-05-07;817.6;16011.462499999983;0
2011-05-08;865.5;16059.362499999983;0
2011-05-09;894.8;16088.662499999982;0
2011-05-10;938.3;16132.162499999982;0
2011-05-11;931.0;16124.862499999983;0
2011-05-12;937.2;16131.062499999984;0
2011-05-13;964.7;16158.562499999984;0
2011-05-14;972.3;16166.162499999984;0
2011-05-15;981.0;16174.862499999985;0
2011-05-16;1016.7;16210.562499999985;0
2011-05-17;1070.5;16264.362499999985;0
2011-05-18;1117.7;16311.562499999985;0
2011-05-19;1149.1;16342.962499999985;0
2011-05-20;1170.5;16364.362499999985;0
2011-05-21;1164.3;16358.162499999984;0
2011-05-22;1136.6;16330.462499999983;0
2011-05-23;1102.6;16296.462499999983;0
2011-05-24;1095.9;16289.762499999983;0
2011-05-25;1108.2;16302.062499999982;0
2011-05-26;1136.1;16329.962499999981;0
2011-05-27;1170.2;16364.062499999982;0
2011-05-28;1180.8;16374.662499999982;0
2011-05-29;1197.1;16390.962499999983;0
2011-05-30;1213.2;16407.06249999998;0
2011-05-31;1179.3;16373.162499999982;0
2011-06-01;1023.0;16340.962499999981;2
2011-06-02;983.6;16310.462499999981;1
2011-06-03;954.8;16281.662499999982;0
2011-06-04;931.9;16258.762499999983;0
2011-06-05;910.4;16237.262499999983;0
2011-06-06;902.9;16229.762499999983;0
2011-06-07;907.7;16234.562499999982;0
2011-06-08;939.5;16266.362499999981;0
2011-06-09;937.1;16263.962499999981;0
2011-06-10;948.5;16275.362499999981;0
2011-06-11;933.2;16260.062499999982;0
2011-06-12;942.6;16269.462499999981;0
2011-06-13;1036.0;16362.862499999981;0
2011-06-14;906.9;16276.91249999998;1
2011-06-15;864.1;16190.96249999998;0
2011-06-16;826.2;16153.06249999998;0
2011-06-17;787.0;16113.86249999998;0
2011-06-18;735.4;16062.262499999979;0
2011-06-19;730.5;16057.36249999998;0
2011-06-20;744.2;16071.06249999998;0
2011-06-21;758.2;16085.06249999998;0
2011-06-22;795.4;16122.26249999998;0
2011-06-23;839.9;16166.76249999998;0
2011-06-24;863.0;16189.862499999981;0
2011-06-25;890.6;16217.462499999981;0
2011-06-26;912.9;16239.76249999998;0
2011-06-27;925.8;16252.66249999998;0
2011-06-28;969.1;16295.96249999998;0
2011-06-29;1013.1;16339.96249999998;0
2011-06-30;1056.8;16383.66249999998;0
2011-07-01;1084.6;16411.46249999998;0
2011-07-02;1124.1;16450.96249999998;0
2011-07-03;1166.5;16493.36249999998;0
2011-07-04;1202.6;16529.46249999998;0
2011-07-05;1250.9;16577.76249999998;0
2011-07-06;1281.5;16608.362499999977;0
2011-07-07;1276.4;16603.26249999998;0
2011-07-08;1264.3;16591.16249999998;0
2011-07-09;1289.6;16616.46249999998;0
2011-07-10;1304.9;16631.76249999998;0
2011-07-11;1262.3;16589.16249999998;0
2011-07-12;1245.3;16572.16249999998;0
2011-07-13;1230.7;16557.56249999998;0
2011-07-14;1235.6;16562.462499999983;0
2011-07-15;1248.8;16575.662499999984;0
2011-07-16;1276.6;16603.462499999983;0
2011-07-17;1272.4;16599.262499999983;0
2011-07-18;1257.3;16584.162499999984;0
2011-07-19;1276.4;16603.262499999983;0
2011-07-20;1300.7;16627.56249999998;0
2011-07-21;1318.8;16645.66249999998;0
2011-07-22;1304.9;16631.76249999998;0
2011-07-23;1284.6;16611.46249999998;0
2011-07-24;1296.1;16622.96249999998;0
2011-07-25;1322.7;16649.562499999978;0
2011-07-26;1348.8;16675.662499999977;0
2011-07-27;1352.2;16679.062499999978;0
2011-07-28;1367.2;16694.062499999978;0
2011-07-29;1392.6;16719.46249999998;0
2011-07-30;1403.0;16729.86249999998;0
2011-07-31;1388.3;16715.16249999998;0
2011-08-01;1390.4;16717.26249999998;0
2011-08-02;1392.8;16719.66249999998;0
2011-08-03;1389.2;16716.06249999998;0
2011-08-04;1408.0;16734.86249999998;0
2011-08-05;1312.0;16725.762499999983;2
2011-08-06;1106.1;16688.762499999983;2
2011-08-07;1040.5;16623.86249999998;1
2011-08-08;947.7;16531.06249999998;0
2011-08-09;910.3;16493.66249999998;0
2011-08-10;896.8;16480.16249999998;0
2011-08-11;898.7;16482.06249999998;0
2011-08-12;898.0;16481.36249999998;0
2011-08-13;902.4;16485.762499999983;0
2011-08-14;866.5;16449.86249999998;0
2011-08-15;867.4;16450.762499999983;0
2011-08-16;898.5;16481.86249999998;0
2011-08-17;908.4;16491.762499999983;0
2011-08-18;915.9;16499.262499999983;0
2011-08-19;907.9;16491.262499999983;0
2011-08-20;920.6;16503.962499999983;0
2011-08-21;925.3;16508.662499999984;0
2011-08-22;934.2;16517.562499999985;0
2011-08-23;663.3;16546.62916666665;2
2011-08-24;655.2;16595.862499999985;1
2011-08-25;724.6;16665.262499999986;0
