time;origin_data;trend;seasonal;residual
2008-01-01;-18.8;2917.384903179739;200.2113276751587;-3136.396230854898
2008-01-02;-34.5;2930.9182735604923;205.62815582044433;-3171.0464293809364
2008-01-03;-44.8;2944.4516439412455;212.29951696697907;-3201.5511609082246
2008-01-04;-46.0;2957.9850143219987;214.48026167515755;-3218.4652759971564
2008-01-05;-42.5;2971.5183847027524;221.37667886154105;-3235.3950635642937
2008-01-06;-9.200000000000003;2985.0517550835057;234.32308982127574;-3228.5748449047815
2008-01-07;11.799999999999995;2998.585125464259;244.5962317897273;-3231.381357253986
2008-01-08;45.89999999999999;3012.118495845012;252.53615458009557;-3218.7546504251077
2008-01-09;74.19999999999997;3025.6518662257654;256.60691174157387;-3208.0587779673397
2008-01-10;123.29999999999998;3039.1852366065186;264.387332663949;-3180.2725692704676
2008-01-11;148.7;3052.718606987272;266.04680713551295;-3170.065414122785
2008-01-12;142.4;3066.251977368025;263.1564434999824;-3187.0084208680073
2008-01-13;152.8;3079.785347748779;265.21611722434545;-3192.201464973124
2008-01-14;170.7;3093.318718129532;265.2858283086158;-3187.904546438148
2008-01-15;188.1;3106.8520885102853;265.92839119861134;-3184.6804797088967
2008-01-16;213.7;3120.3854588910385;257.74671996656474;-3164.4321788576035
2008-01-17;260.7;3133.9188292717918;245.74402756390788;-3118.9628568356998
2008-01-18;307.7;3147.452199652545;251.1379727702191;-3090.8901724227644
2008-01-19;356.6;3160.9855700332982;253.1350063949593;-3057.5205764282578
2008-01-20;398.5;3174.518940414052;248.85079468968559;-3024.8697351037376
2008-01-21;443.7;3188.052310794805;249.68414213758967;-2994.036452932395
2008-01-22;477.4;3201.5856811755584;238.59734014589162;-2962.78302132145
2008-01-23;509.0;3215.1190515563117;234.1559719441466;-2940.2750235004582
2008-01-24;538.4;3228.652421937065;235.47821935054444;-2925.730641287609
2008-01-25;583.4;3242.185792317818;246.19312346095865;-2904.978915778777
2008-01-26;615.9;3255.7191626985714;257.9817884680146;-2897.800951166586
2008-01-27;665.8;3269.252533079325;258.69411474530875;-2862.146647824634
2008-01-28;719.8;3282.7859034600783;258.23164650205877;-2821.217549962137
2008-01-29;757.8;3296.3192738408316;265.6796888441062;-2804.1989626849377
2008-01-30;780.7;3309.852644221585;278.3518407751976;-2807.504484996782
2008-01-31;834.6;3323.386014602338;288.7769192318167;-2777.562933834155
2008-02-01;889.5;3336.9193849830913;290.7297685477172;-2738.1491535308087
2008-02-02;923.8;3350.4527553638445;295.26373866062454;-2721.916494024469
2008-02-03;955.1;3363.986125744598;306.8676838669353;-2715.7538096115336
2008-02-04;998.0;3377.5194961253515;314.6078930832057;-2694.1273892085574
2008-02-05;1025.3;3391.0528665061047;316.2860475049588;-2682.0389140110633
2008-02-06;1062.8;3404.586236886858;313.74851076855055;-2655.534747655409
2008-02-07;1099.1;3418.119607267611;312.33104875194897;-2631.35065601956
