Line,Point,latitude,longitude,elevation,gravbg,X,Y,Terrain,absgrav,C_bb,normalgrav,zhongjian,guance,jindigai,grav1,freeair,gravbg1,C_gravbg1,cc_bb,_Distance
1,1016,24.43223,102.54835,1658.169,-87.681,251304.81634083,2705420.84177725,1.69529813238125,978487.439,-85.991550791642,978916.642,341.52,-87.683,0.002,-87.681,82.5071299895586,-104.491802325373,-102.796504192991,-102.794504192991,12659.6307454075
1,1017,24.43126,102.55019,1660.279,-87.082,251489.617801489,2705310.03106044,1.66861409369145,978487.52,-85.4180585974463,978916.576,341.973,-87.082,0,-87.082,83.3051987839565,-103.930450926993,-102.261836833301,-102.261836833301,12875.1083424346
1,1018,24.4286,102.55568,1655.209,-87.723,252041.483754847,2705005.37634554,1.73731088727102,978487.881,-85.9906637732303,978916.503,340.884,-87.738,0.015,-87.723,82.2824081373524,-104.3844408785,-102.647129991229,-102.632129991229,13505.4816649861
1,1019,24.42774,102.55702,1657.338,-86.142,252175.774581482,2704907.66271835,1.74667025410067,978488.993,-84.398273411892,978916.508,341.341,-86.173,0.031,-86.142,84.1098571214303,-102.795845312547,-101.049175058447,-101.018175058447,13671.5598967259
1,1020,24.42644,102.55856,1660.12,-85.371,252329.502069867,2704760.82752243,1.75710287878466,978489.244,-83.6183010626378,978916.554,341.939,-85.371,0,-85.371,85.3077200514198,-101.910091311174,-100.15298843239,-100.15298843239,13884.1456804605
1,1021,24.4256,102.55944,1656.491,-85.137,252417.158041452,2704666.15625445,1.76931083609661,978490.099,-83.3716638931844,978916.395,341.159,-85.137,0,-85.137,85.0999102517808,-101.710767014898,-99.9414561788018,-99.9414561788018,14013.1659049792
1,1022,24.42414,102.56089,1656.271,-84.661,252561.445615115,2704501.75227152,1.81886527716606,978490.564,-82.8454507119839,978916.337,341.112,-84.661,0,-84.661,85.596234951365,-101.189760276565,-99.3708949993987,-99.3708949993987,14231.9067871133
1,1023,24.42339,102.56152,1656.06,-84.282,252623.911451324,2704417.50410401,1.83962327549079,978490.869,-82.4474067239359,978916.248,341.067,-84.312,0.03,-84.282,85.8870865010668,-100.87523644369,-99.0356131681994,-99.0056131681994,14336.7864058338
1,1024,24.42224,102.56291,1656.017,-84.131,252762.720091914,2704287.56704752,1.87777325280718,978491.003,-82.2583180115307,978916.191,341.057,-84.131,0,-84.131,86.0859614020482,-100.671537225453,-98.7937639726459,-98.7937639726459,14526.9218242858
1,1025,24.4217,102.56459,1655.693,-83.819,252932.148649655,2704224.72011036,1.99221184491095,978491.28,-81.8321835489569,978916.092,340.988,-83.824,0.005,-83.819,86.2996693013115,-100.42147946247,-98.4292676175592,-98.4242676175592,14707.6309100807
1,1026,24.42112,102.56603,1656.067,-83.752,253077.146029462,2704157.87015805,2.09686766485472,978491.219,-81.6601429920459,978916.041,341.068,-83.754,0.002,-83.752,86.3934945327694,-100.36961350947,-98.2727458446158,-98.2707458446158,14867.2966743373
1,1027,24.42039,102.56759,1657.609,-83.411,253234.030062298,2704074.18354925,2.22744574620436,978491.146,-81.1922179423647,978915.963,341.4,-83.417,0.006,-83.411,86.8459512231583,-100.090153830838,-97.8627080846339,-97.8567080846339,15045.1056961881
1,1028,24.41983,102.56906,1655.385,-83.079,253382.113450432,2704009.5001295,2.39778749502137,978491.925,-80.7060523154799,978915.926,340.922,-83.079,0,-83.079,86.9766835545012,-99.7099101904318,-97.3121226954105,-97.3121226954105,15206.699738873
1,1029,24.41922,102.57067,1655.734,-82.761,253544.307916669,2703939.02774271,2.63606757198205,978492.129,-80.1909904961993,978915.887,340.997,-82.761,0,-82.761,87.3298299579375,-99.395918372563,-96.7598508005809,-96.7598508005809,15383.542613135
1,1030,24.41861,102.5722,1655.37,-82.508,253698.385516,2703868.69966463,2.90579551556769,978492.399,-79.7396258686172,978915.837,340.918,-82.519,0.011,-82.508,87.52894663932,-99.1559641118842,-96.2501685963165,-96.2391685963165,15552.9118700316
1,1031,24.41815,102.57334,1655.631,-82.141,253813.178688958,2703815.69106494,3.16276986275541,978492.684,-79.2034934503922,978915.799,340.975,-82.141,0,-82.141,87.9257437609211,-98.7884487968246,-95.6256789340692,-95.6256789340692,15679.3530982728
1,1032,24.41748,102.57497,1656.231,-81.788,253977.290335687,2703738.53877125,3.6015205919113,978492.866,-78.6016837786171,978915.758,341.103,-81.788,0,-81.788,88.3384220708949,-98.4430848427782,-94.8415642508669,-94.8415642508669,15860.695616767
1,1033,24.43019,102.5534,1657.029,-81.499,251813.241265711,2705185.68270881,1.71225816094319,978492.942,-79.792830246314,978915.716,341.275,-81.499,0,-81.499,87.796987782564,-99.074048250775,-97.3617900898318,-97.3617900898318,18464.0269351508
1,1034,24.43026,102.55286,1657.811,-81.269,251758.584091972,2705194.40923366,1.69986065164608,978492.973,-79.5750315679254,978915.685,341.443,-81.269,0,-81.269,88.0645521515902,-98.8942162031739,-97.1943555515278,-97.1943555515278,18519.3763604152
1,1035,24.43094,102.55116,1664.209,-80.398,251587.416560464,2705272.82398568,1.67603063131982,978492.423,-78.729168303331,978915.639,342.818,-80.398,0,-80.398,89.4427311448708,-98.2338105218839,-96.5577798905641,-96.5577798905641,18707.6506209393
11,11022,24.39352,102.54524,1636.605,-84.045,250913.228175787,2701136.18504598,1.04098539704591,978493.075,-83.0087853691574,978914.012,336.888,-84.049,0.004,-84.045,84.1181775482513,-100.461340311826,-99.4203549147802,-99.4163549147802,22898.8690232001
11,11021,24.39563,102.54626,1638.427,-84.19,251020.897809602,2701368.20414765,1.05841347577937,978492.683,-83.1353051185308,978914.155,337.279,-84.193,0.003,-84.19,84.1451853085745,-100.638767910128,-99.5803544343487,-99.5773544343487,23154.6533338717
11,11020,24.3972,102.54629,1639.613,-84.834,251027.022625854,2701542.15374674,1.07926563192506,978491.894,-83.7599475685082,978914.262,337.534,-84.834,0,-84.834,83.6155821946942,-101.301443515737,-100.222177883812,-100.222177883812,23328.7107278439
11,11019,24.3981,102.54774,1645.41,-84.818,251175.958836262,2701639.29668046,1.08816850763592,978490.721,-83.7387031259149,978914.323,338.779,-84.823,0.005,-84.818,84.1704037749561,-101.397046447242,-100.308877939607,-100.303877939607,23506.5273309599
11,11018,24.40109,102.54904,1641.576,-85.85,251313.764379155,2701968.34520969,1.13991626837093,978490.714,-84.7167171719019,978914.526,337.955,-85.857,0.007,-85.85,82.7772154843295,-102.360062227897,-101.220145959526,-101.213145959526,23863.2671552521
11,11017,24.40353,102.54873,1639.943,-86.898,251287.083919434,2702239.32727396,1.19115971593873,978490.189,-85.7103100761104,978914.691,337.605,-86.898,0,-86.898,81.5825800727691,-103.371472985709,-102.18031326977,-102.18031326977,24135.5595093252
11,11016,24.4055,102.54971,1640.791,-86.993,251390.406905146,2702455.90383151,1.21833720603298,978490.046,-85.7765021574108,978914.825,337.787,-86.993,0,-86.993,81.5674795558243,-103.481720738505,-102.263383532472,-102.263383532472,24375.5200157851
11,11015,24.40695,102.55121,1641.972,-86.672,251545.483006793,2702613.91654882,1.25437431537384,978490.211,-85.4188173974987,978914.924,338.04,-86.672,0,-86.672,81.9984514505603,-103.183258343324,-101.92888402795,-101.92888402795,24596.9169808349
11,11014,24.40661,102.55165,1641.977,-86.446,251589.472676472,2702575.445262,1.25481981146603,978490.413,-85.1924168262735,978914.9,338.041,-86.446,0,-86.446,82.2250866810648,-102.957184080428,-101.702364268962,-101.702364268962,24655.3561025606
11,11013,24.408,102.55281,1642.851,-86.212,251709.921569295,2702727.41944924,1.29106445998417,978490.553,-84.9222048001384,978914.995,338.229,-86.213,0.001,-86.212,82.5403915114998,-102.739942408001,-101.448877948017,-101.447877948017,24849.2738412273
11,11012,24.4093,102.55383,1643.452,-86.028,251815.983598664,2702869.67060087,1.32474285493347,978490.697,-84.7048945421925,978915.083,338.358,-86.028,0,-86.028,82.7815587459507,-102.566207342746,-101.241464487813,-101.241464487813,25026.7126876277
11,11011,24.41093,102.55477,1644.368,-85.855,251914.570122977,2703048.63956009,1.36975238181816,978490.784,-84.4866910771272,978915.194,338.555,-85.855,0,-85.855,83.0405143965763,-102.410026318818,-101.040273937,-101.040273937,25231.0388757246
11,11010,24.41165,102.55405,1644.23,-86.192,251842.908720299,2703129.726932,1.37357172032849,978490.526,-84.8201482769844,978915.243,338.525,-86.192,0,-86.192,82.6910201507605,-102.744037188867,-101.370465468539,-101.370465468539,25339.254024928
11,11009,24.41362,102.55524,1646.683,-85.955,251967.529534283,2703345.93039651,1.43350964958596,978490.37,-84.5234371054416,978915.377,339.052,-85.955,0,-85.955,83.1581829060762,-102.552096574531,-101.118586924945,-101.118586924945,25588.8021872972
11,11008,24.41455,102.55626,1647.445,-85.634,252072.861482355,2703447.17589735,1.4681849949975,978490.588,-84.1683864064255,978915.44,339.216,-85.636,0.002,-85.634,83.5481548157691,-102.247618848659,-100.779433853661,-100.777433853661,25734.9030795812
11,11007,24.41607,102.55745,1648.706,-85.264,252196.596928405,2703613.50749003,1.51832768620753,978490.791,-83.7478134430235,978915.543,339.487,-85.266,0.002,-85.264,84.0370314333059,-101.900221862033,-100.381894175826,-100.379894175826,25942.2112061289
11,11006,24.41745,102.5589,1651.55,-84.718,252346.441129045,2703763.85876645,1.59150392793944,978490.822,-83.1296095079273,978915.638,340.098,-84.718,0,-84.718,84.8519224135635,-101.404413046524,-99.8129091185842,-99.8129091185842,26154.4817664623
11,11005,24.41877,102.56019,1654.236,-84.322,252479.928274492,2703907.84760183,1.65917147360431,978490.73,-82.6679415630557,978915.727,340.675,-84.322,0,-84.322,85.4991278663566,-101.058557734251,-99.3993862606463,-99.3993862606463,26350.8273870274
11,11004,24.42066,102.56117,1658.179,-84.017,252583.066754221,2704115.56433473,1.74964382416924,978490.316,-82.2729239037191,978915.855,341.522,-84.017,0,-84.017,86.1735052534499,-100.826547743999,-99.0769039198299,-99.0769039198299,26582.7407051575
11,11003,24.42233,102.56235,1660.099,-83.584,252706.068633987,2704298.54183862,1.84981460972551,978490.443,-81.7420547462996,978915.969,341.935,-83.591,0.007,-83.584,86.7795347146201,-100.43592027512,-98.5861056653947,-98.5791056653947,26803.2179814389
11,11002,24.42422,102.56337,1660.827,-83.129,252813.260448893,2704506.18837366,1.96304935006274,978490.868,-81.1707870240537,978916.098,342.091,-83.138,0.009,-83.129,87.3007619588493,-99.9963657379106,-98.0333163878478,-98.0243163878478,27036.899749442
11,11001,24.42622,102.56443,1662.229,-82.618,252924.722764851,2704725.95536991,2.11881335915113,978491.215,-80.5036765956221,978916.234,342.393,-82.626,0.008,-82.618,87.9445000126356,-99.5099137332211,-97.39110037407,-97.38310037407,27283.3168359401
2,2030,24.40713,102.51157,1651.235,-84.768,247522.751232601,2702705.53669965,1.9238194473279,978490.13,-82.8846204537009,978914.936,340.03,-84.776,0.008,-84.768,84.7637507918446,-101.457242512826,-99.5334230654984,-99.5254230654984,33050.7589065939
2,2031,24.40603,102.51419,1653.947,-87.373,247786.471849077,2702578.84866373,1.69594125964949,978486.871,-85.7191892980719,978914.861,340.613,-87.377,0.004,-87.373,82.4163729085645,-104.108887874775,-102.412946615126,-102.408946615126,33343.330986605
2,2032,24.40603,102.51554,1655.05,-88.322,247923.486375954,2702576.3915114,1.64390663059362,978485.682,-86.7258274751251,978914.861,340.85,-88.329,0.007,-88.322,81.5677542965515,-105.081253953474,-103.437347322881,-103.430347322881,33480.367544402
2,2033,24.40544,102.51668,1648.34,-88.717,248038.015642124,2702508.92674602,1.59636304366034,978486.028,-87.1721502304602,978914.821,339.408,-89.385,0.668,-88.717,79.8831456994273,-106.013042779827,-104.416679736166,-103.748679736166,33613.2902564486
2,2034,24.40614,102.52072,1637.109,-90.769,248449.43345042,2702579.1672405,1.51672785617057,978487.1,-89.2731363306507,978914.868,336.996,-90.772,0.003,-90.769,77.441762597442,-107.194307462629,-105.677579606459,-105.674579606459,34030.6610029651
2,2035,24.40527,102.52214,1635.537,-91.11,248591.827711038,2702480.16594215,1.44128671755054,978487.033,-89.6781797476076,978914.81,336.659,-91.118,0.008,-91.11,76.9487367320579,-107.510947698064,-106.069660980514,-106.061660980514,34204.0893239876
2,2036,24.40729,102.52281,1635.97,-91.223,248663.829803638,2702702.83020019,1.49422833566424,978486.972,-89.7438784556171,978914.946,336.751,-91.223,0,-91.223,76.8841657669484,-107.624103612023,-106.129875276359,-106.129875276359,34438.1057190271
2,2037,24.40641,102.52419,1635.729,-91.473,248802.144525858,2702602.7952943,1.42657263667215,978486.714,-90.0529170208565,978914.887,336.7,-91.473,0,-91.473,76.6115624374748,-107.869665475645,-106.443092838973,-106.443092838973,34608.8041220037
2,2038,24.40566,102.52538,1635.671,-91.548,248921.434947174,2702517.51436331,1.3775263067714,978486.601,-90.1745781342514,978914.836,336.687,-91.548,0,-91.548,76.5316014942273,-107.943118452684,-106.565592145912,-106.565592145912,34755.4432771036
2,2039,24.40478,102.52678,1635.246,-91.515,249061.783068641,2702417.44610237,1.32310575372603,978486.665,-90.1949788336357,978914.776,336.596,-91.515,0,-91.515,76.5242135134638,-107.902819153187,-106.579713399461,-106.579713399461,34927.8127989059
2,2040,24.40407,102.52803,1635.399,-91.312,249187.245206364,2702336.49229626,1.27747397355498,978486.784,-90.0376649657283,978914.728,336.629,-91.315,0.003,-91.312,76.7386472725269,-107.705552723934,-106.428078750379,-106.425078750379,35077.1254464794
2,2041,24.40315,102.52966,1635.333,-91.072,249350.861447559,2702231.57766739,1.23525862477986,978486.977,-89.8390728231297,978914.666,336.615,-91.074,0.002,-91.072,76.9737587763826,-107.463035580986,-106.227776956206,-106.225776956206,35271.4894187951
2,2042,24.4024,102.53107,1634.374,-90.776,249492.486878532,2702145.90420544,1.21228002965324,978487.428,-89.5663412559456,978914.615,336.409,-90.778,0.002,-90.776,77.1797477450256,-107.149441385134,-105.937161355481,-105.935161355481,35437.0119392616
2,2043,24.40166,102.53275,1633.626,-90.431,249661.537286808,2702060.85279083,1.18806973895033,978487.885,-89.2451673146602,978914.565,336.248,-90.431,0,-90.431,77.4561702212348,-106.789088609528,-105.601018870578,-105.601018870578,35626.2519552863
2,2044,24.40094,102.53435,1634.362,-89.751,249822.509391313,2701978.16465088,1.17205028299344,978488.357,-88.5810653767672,978914.515,336.406,-89.752,0.001,-89.751,78.2041898968589,-106.123652611973,-104.95160232898,-104.95060232898,35807.219761586
2,2045,24.40022,102.53602,1633.769,-89.344,249990.587960741,2701895.35222357,1.14465837785688,978488.84,-88.2009566828385,978914.467,336.279,-89.347,0.003,-89.344,78.5530844089041,-105.708219788066,-104.56356141021,-104.56056141021,35994.5918609438
2,2046,24.39951,102.53794,1638.915,-88.062,250184.062120776,2701813.19956419,1.12789053362638,978488.327,-86.9360375132483,978914.418,337.384,-88.707,0.645,-88.062,79.6763312523936,-105.162377374603,-104.034486840977,-103.389486840977,36204.7853671344
2,2047,24.39837,102.54057,1637.038,-87.569,250448.755446268,2701682.11383029,1.10257854979725,978489.788,-86.4708056166443,978914.341,336.981,-87.573,0.004,-87.569,80.6355049041902,-103.992597869938,-102.890019320141,-102.886019320141,36500.159750234
2,2048,24.39796,102.54161,1639.077,-87.038,250553.506498816,2701634.80085967,1.09001940198604,978489.85,-85.9530032646295,978914.313,337.419,-87.045,0.007,-87.038,81.3545713292381,-103.502313968062,-102.412294566076,-102.405294566076,36615.1001704501
2,2049,24.39743,102.54306,1640.06,-86.31,250699.636495441,2701573.45144974,1.07935752296145,978490.329,-85.234402876607,978914.277,337.63,-86.319,0.009,-86.31,82.172907912634,-102.794272143659,-101.714914620698,-101.705914620698,36773.5858985528
2,2050,24.39694,102.54465,1639.597,-85.467,250860.055888697,2701516.28519367,1.07602139774737,978491.242,-84.3951158225897,978914.244,337.53,-85.472,0.005,-85.467,82.9762981806576,-101.938932267309,-100.862910869562,-100.857910869562,36943.8866988007
2,2051,24.39623,102.54669,1639.081,-84.197,251065.719167447,2701433.92985811,1.06555307367071,978492.579,-83.1350341559264,978914.196,337.42,-84.197,0,-84.197,84.2022696212138,-100.655064307933,-99.5895112342624,-99.5895112342624,37165.4262788349
2,2052,24.39578,102.54816,1639.028,-83.433,251214.039818612,2701381.41666053,1.06298424535173,978493.317,-82.3731601047503,978914.166,337.408,-83.44,0.007,-83.433,84.9544672071982,-99.8969199369404,-98.8339356915887,-98.8269356915887,37322.7687444372
2,2053,24.39524,102.54959,1639.05,-82.761,251358.12516826,2701319.00217959,1.07160002062648,978493.955,-81.6933923710283,978914.129,337.413,-82.761,0,-82.761,85.6359195708133,-99.2179359753562,-98.1463359547297,-98.1463359547297,37479.7915307291
