Line,Point,latitude,longitude,elevation,gravity_val
9,9023,24.34169,102.51878,1619.293,978500.18
9,9024,24.34262,102.51758,1619.086,978499.836
9,9025,24.34353,102.51642,1618.898,978499.278
9,9026,24.3444,102.51526,1618.736,978498.848
9,9027,24.34141,102.52682,1625.031,978502.477
9,9028,24.34253,102.52555,1624.572,978501.686
9,9029,24.34336,102.52456,1622.995,978501.217
9,9030,24.3442,102.5234,1621.265,978500.73
9,9031,24.34527,102.52227,1620.083,978500.063
9,9032,24.34626,102.52086,1619.3,978499.428
9,9033,24.3473,102.51963,1618.892,978498.915
9,9034,24.34834,102.51844,1618.844,978498.461
9,9035,24.34932,102.51724,1618.98,978498.003
9,9036,24.35061,102.51537,1619.632,978497.22
9,9037,24.35198,102.51406,1619.753,978496.503
9,9038,24.35286,102.51266,1619.984,978495.848
9,9039,24.35399,102.51157,1621.542,978494.952
9,9040,24.35157,102.50679,1619.963,978495.176
9,9041,24.3506,102.50806,1619.367,978495.718
9,9042,24.34964,102.5093,1619.079,978496.277
9,9043,24.34871,102.51054,1618.875,978496.821
9,9044,24.34751,102.51171,1618.693,978497.496
9,9045,24.35213,102.50466,1619.162,978495.046
9,9046,24.35326,102.50353,1618.664,978494.846
9,9047,24.35437,102.50243,1618.227,978494.785
9,9048,24.35552,102.50117,1618.275,978494.787
9,9049,24.35678,102.49976,1618.484,978494.82
9,9050,24.35424,102.50902,1620.352,978494.715
9,9051,24.35535,102.5078,1619.063,978494.526
9,9052,24.35693,102.50636,1618.947,978494.107
9,9053,24.35782,102.5044,1618.159,978494.094
9,9054,24.35879,102.50258,1619.366,978493.914
9,9055,24.36004,102.50094,1621.097,978493.575
9,9056,24.36143,102.49943,1624.313,978493.052
9,9057,24.36324,102.49841,1631.296,978491.765
9,9058,24.36393,102.49633,1634.516,978492.026
9,9059,24.36537,102.49507,1645.135,978490.535
9,9060,24.36647,102.49307,1666.316,978487.415
9,9061,24.36746,102.49074,1685.036,978485.196
9,9062,24.3691,102.48922,1694.535,978484.341
9,9063,24.37016,102.48714,1706.476,978483.161
9,9064,24.37137,102.48542,1716.812,978482.135
9,9065,24.3715,102.48334,1719.842,978482.407
9,9066,24.36113,102.50767,1619.226,978493.399
9,9067,24.36011,102.50917,1619.285,978493.626
9,9068,24.35887,102.51058,1619.187,978493.976
9,9069,24.35713,102.5128,1621.42,978494.33
9,9070,24.35608,102.51453,1620.318,978495.158
9,9071,24.35496,102.51598,1619.881,978495.828
9,9072,24.35372,102.5177,1619.601,978496.625
9,9073,24.35247,102.51935,1618.816,978497.408
9,9074,24.35139,102.52061,1618.586,978498.085
9,9075,24.3503,102.5218,1618.984,978498.632
92,9201,24.39225,102.47305,1780.894,978474.852
92,9202,24.39115,102.47545,1787.726,978473.763
92,9203,24.38811,102.47512,1758.952,978478.933
92,9204,24.38601,102.476,1750.127,978480.597
92,9205,24.38434,102.4775,1750.205,978480.492
92,9206,24.38283,102.47999,1752.815,978479.344
92,9207,24.38178,102.48211,1750.211,978479.742
92,9208,24.38031,102.48357,1743.742,978480.852
92,9209,24.37911,102.48645,1725.08,978482.989
92,9210,24.37893,102.48871,1716.559,978483.465
92,9211,24.37775,102.49043,1706.503,978484.72
92,9212,24.37697,102.49269,1690.721,978486.947
92,9213,24.37595,102.49477,1676.763,978487.997
92,9214,24.37408,102.49777,1661.984,978486.688
92,9215,24.37189,102.49891,1644.947,978488.706
92,9216,24.37097,102.50083,1638.794,978488.875
92,9217,24.36986,102.50281,1637.035,978488.77
92,9218,24.3695,102.50452,1634.703,978489.071
92,9219,24.36907,102.50638,1625.064,978491.161
92,9220,24.36878,102.50805,1620.973,978491.976
92,9221,24.36806,102.50955,1620.913,978492.099
92,9222,24.36831,102.51119,1620.993,978492.218
92,9223,24.36805,102.51298,1621.212,978492.423
92,9224,24.36749,102.51462,1621.774,978492.713
92,9225,24.36671,102.51622,1622.314,978492.965
92,9226,24.36563,102.51754,1622.313,978493.453
92,9227,24.36479,102.51882,1622.413,978493.89
92,9228,24.36351,102.52004,1622.643,978494.367
92,9229,24.36266,102.52104,1623.237,978494.648
92,9230,24.36195,102.52222,1623.076,978495.099
92,9231,24.36108,102.52341,1622.484,978495.626
92,9232,24.3601,102.52444,1622.455,978496.136
92,9233,24.35968,102.52505,1622.436,978496.384
