eventID,Agency,year,month,day,hour,minute,second,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,moment,scaling,source,mpp,mpr,mrr,mrt,mtp,mtt
736463,ISC-GEM,1974,10,15,1,16,48.82,143.8930,40.7110,5.60,3.60,102.90,22.50,9.70,5.83,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
736495,ISC-GEM,1974,10,15,21,27,42.81,-178.0680,-30.4900,8.30,6.30,111.30,50.00,13.50,6.01,0.40,       ,    ,          ,       ,       ,       ,       ,       ,       
736515,ISC-GEM,1974,10,16,5,45,9.62,-31.9870,52.5470,7.10,4.50,176.90,15.00,3.70,7.00,0.30,4.50,19, bibliog  ,       ,       ,       ,       ,       ,       
736524,ISC-GEM,1974,10,16,9,29,50.39,143.7880,40.3300,5.70,3.40,106.80,22.50,3.50,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736534,ISC-GEM,1974,10,16,17,30,36.12,148.3400,-6.3300,6.10,5.20,115.50,70.00,8.80,5.61,0.60,       ,    ,          ,       ,       ,       ,       ,       ,       
736608,ISC-GEM,1974,10,18,9,4,3.92,142.0690,-3.0720,6.70,5.30,78.40,20.00,11.50,5.74,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736613,ISC-GEM,1974,10,18,11,51,49.89,-171.9970,-16.5480,9.40,6.90,9.40,25.00,15.20,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736639,ISC-GEM,1974,10,19,6,45,19.17,123.8550,-0.1980,5.90,4.70,71.40,65.00,26.40,5.73,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736683,ISC-GEM,1974,10,20,15,27,40.64,154.7200,-6.5850,6.50,5.50,56.20,35.00,15.20,5.81,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
736693,ISC-GEM,1974,10,20,19,39,32.16,154.7160,-6.5520,6.50,5.00,49.60,35.00,15.20,5.83,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736705,ISC-GEM,1974,10,21,4,12,29.23,-178.4990,-17.9940,5.70,4.70,146.00,585.90,7.90,6.29,0.10,3.32,18,    gcmt  ,-2.44,-1.4,0.11,1.71,-0.79,2.33
736718,ISC-GEM,1974,10,21,12,48,16.69,160.3060,53.8280,8.00,5.30,137.70,50.70,5.00,5.89,0.58,       ,    ,          ,       ,       ,       ,       ,       ,       
736776,ISC-GEM,1974,10,22,22,45,43.98,120.5310,13.4800,6.80,4.50,60.20,35.00,52.60,6.15,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
736783,ISC-GEM,1974,10,23,6,14,56.32,154.1380,-8.5640,5.40,4.40,57.50,35.70,5.50,7.20,0.30,       ,    ,          ,       ,       ,       ,       ,       ,       
736819,ISC-GEM,1974,10,24,5,26,47.84,141.0490,33.4460,7.00,5.60,119.70,55.30,4.70,5.53,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
736844,ISC-GEM,1974,10,25,0,5,33.09,-93.2210,15.7160,8.40,6.00,44.70,100.20,5.00,5.68,0.59,       ,    ,          ,       ,       ,       ,       ,       ,       
736849,ISC-GEM,1974,10,25,3,19,10.06,152.2380,-6.2320,6.80,5.10,65.30,25.00,10.90,5.98,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
737000,ISC-GEM,1974,10,30,16,7,36.94,130.7350,29.8260,5.30,4.80,99.00,47.80,13.90,6.25,0.38,       ,    ,          ,       ,       ,       ,       ,       ,       
735022,ISC-GEM,1974,11,2,22,19,6.06,-173.8950,-15.2470,6.80,5.50,136.90,89.40,6.00,5.88,0.50,       ,    ,          ,       ,       ,       ,       ,       ,       
735176,ISC-GEM,1974,11,7,13,17,39.9,-70.5760,-15.5400,9.50,6.00,68.00,170.00,15.10,5.58,0.66,       ,    ,          ,       ,       ,       ,       ,       ,       
735220,ISC-GEM,1974,11,8,21,23,24.1,141.7750,42.6030,3.80,3.20,90.80,128.20,4.90,6.29,0.10,3.33,18,    gcmt  ,0.53,1.53,-1.63,2.34,1.16,1.1
735243,ISC-GEM,1974,11,9,12,59,52.65,-77.5560,-12.4900,6.10,4.90,94.90,12.50,14.70,7.80,0.20,7.00,20, bibliog  ,       ,       ,       ,       ,       ,       
735247,ISC-GEM,1974,11,9,14,16,37.26,143.4420,40.0230,6.80,3.30,110.20,21.10,14.50,5.53,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
735251,ISC-GEM,1974,11,9,19,10,58.22,105.3460,-6.4790,6.10,4.00,41.70,65.10,4.70,6.35,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
735258,ISC-GEM,1974,11,10,4,25,34.5,-178.3870,-16.0230,7.80,5.60,163.30,30.00,25.00,6.21,0.30,       ,    ,          ,       ,       ,       ,       ,       ,       
735284,ISC-GEM,1974,11,11,5,17,51.34,-178.0220,51.6450,5.70,4.50,178.20,57.40,5.10,5.65,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735286,ISC-GEM,1974,11,11,6,29,18.8,-177.2420,-24.1100,9.10,7.10,97.50,170.00,6.00,5.69,0.59,       ,    ,          ,       ,       ,       ,       ,       ,       
735320,ISC-GEM,1974,11,12,5,59,53.18,-70.3980,-33.0840,6.80,6.20,81.00,92.70,5.20,5.61,0.31,       ,    ,          ,       ,       ,       ,       ,       ,       
735341,ISC-GEM,1974,11,12,22,13,26.36,121.0710,2.1740,5.60,4.50,67.50,35.00,4.60,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735465,ISC-GEM,1974,11,15,23,32,44.1,141.1660,35.7800,4.70,3.50,102.10,41.40,4.90,5.88,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
735486,ISC-GEM,1974,11,16,10,37,9.27,127.6790,2.4820,6.40,4.40,62.00,30.00,31.30,5.77,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735542,ISC-GEM,1974,11,17,17,24,21.68,161.5650,54.7310,11.00,7.40,141.20,55.00,11.40,5.62,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
735580,ISC-GEM,1974,11,18,18,3,5.09,121.2690,20.5760,6.70,4.30,72.60,39.30,14.70,5.72,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
735590,ISC-GEM,1974,11,19,3,55,19.8,121.3330,19.0230,5.90,3.90,75.30,38.20,4.70,5.95,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735593,ISC-GEM,1974,11,19,4,58,24.59,150.6150,-3.1480,5.90,5.00,77.60,10.00,6.60,6.15,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735594,ISC-GEM,1974,11,19,5,8,0.61,150.7070,-3.0480,8.90,8.00,76.80,10.00,6.60,5.76,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
735629,ISC-GEM,1974,11,20,13,21,41.55,-28.3190,-53.6120,11.30,9.50,42.80,24.70,4.50,5.83,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
735724,ISC-GEM,1974,11,23,9,44,6.07,123.7760,23.5340,6.50,6.30,63.50,36.70,6.30,5.53,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
735920,ISC-GEM,1974,11,29,22,5,23.5,138.4440,30.7030,4.00,3.40,62.00,423.90,5.30,7.09,0.10,5.38,19,    gcmt  ,0.96,-4.58,-2.87,1.17,-1.07,1.91
735922,ISC-GEM,1974,11,29,22,27,29.51,-66.5430,-27.7460,11.30,7.20,76.20,142.50,25.00,5.75,0.35,       ,    ,          ,       ,       ,       ,       ,       ,       
735937,ISC-GEM,1974,11,30,13,54,27.84,-155.4810,19.4490,5.30,4.30,3.10,10.00,12.50,5.84,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
733849,ISC-GEM,1974,12,2,0,45,48.73,130.5320,-5.1740,7.40,6.20,47.20,35.00,39.00,5.58,0.43,       ,    ,          ,       ,       ,       ,       ,       ,       
733864,ISC-GEM,1974,12,2,6,34,6.34,121.2470,19.2010,6.70,4.20,83.50,26.30,3.80,5.87,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
733869,ISC-GEM,1974,12,2,9,5,44.97,55.8140,27.9850,6.20,4.90,0.80,25.00,3.10,5.62,0.55,       ,    ,          ,       ,       ,       ,       ,       ,       
733874,ISC-GEM,1974,12,2,12,36,46.37,-91.5400,14.6640,8.90,5.60,55.60,95.40,5.30,5.55,0.48,       ,    ,          ,       ,       ,       ,       ,       ,       
733898,ISC-GEM,1974,12,3,3,6,37.77,129.9480,-4.9420,5.30,4.00,46.30,30.00,8.40,6.40,0.20,5.55,18, bibliog  ,       ,       ,       ,       ,       ,       
733921,ISC-GEM,1974,12,4,3,7,49.89,97.8570,0.4450,6.00,4.00,48.60,25.00,3.80,6.73,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
733963,ISC-GEM,1974,12,5,11,57,32.71,-74.3700,-7.7120,6.90,4.20,88.80,158.80,5.10,6.61,0.10,1.02,19,    gcmt  ,1.04,-0.2,-0.95,0.09,-0.07,-0.09
734006,ISC-GEM,1974,12,6,13,58,38.9,-82.9430,8.1780,8.50,6.30,53.40,30.00,7.50,5.76,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
734011,ISC-GEM,1974,12,6,17,8,56.5,145.6260,21.6610,11.00,6.60,78.60,37.20,17.90,5.54,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
734041,ISC-GEM,1974,12,7,7,34,12.16,-170.8290,51.7170,7.30,4.90,167.00,30.10,3.80,5.97,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
734057,ISC-GEM,1974,12,7,14,26,55.09,154.4410,-5.6900,5.80,4.80,60.40,101.80,4.80,5.62,0.31,       ,    ,          ,       ,       ,       ,       ,       ,       
734253,ISC-GEM,1974,12,12,12,48,48.55,129.9480,-5.0070,8.90,6.20,70.00,37.80,3.80,5.87,0.32,       ,    ,          ,       ,       ,       ,       ,       ,       
734274,ISC-GEM,1974,12,13,7,30,2.94,127.3310,4.8940,9.40,5.40,63.20,79.60,3.90,5.51,0.35,       ,    ,          ,       ,       ,       ,       ,       ,       
734331,ISC-GEM,1974,12,14,20,7,10.92,128.4740,2.7210,7.30,4.90,62.20,211.50,5.10,5.50,0.21,       ,    ,          ,       ,       ,       ,       ,       ,       
734386,ISC-GEM,1974,12,16,7,53,56.55,-112.2590,-25.0680,9.50,8.20,11.60,15.00,25.00,6.13,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
734447,ISC-GEM,1974,12,17,23,1,53.85,-175.3640,-20.2500,11.50,6.80,166.90,15.00,44.40,5.56,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
734505,ISC-GEM,1974,12,19,16,0,50.9,-78.4820,7.2930,6.70,5.00,64.80,11.80,19.70,6.01,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
734566,ISC-GEM,1974,12,21,8,28,54.63,-174.8970,-14.6620,8.40,6.30,164.90,10.00,25.00,6.28,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
734672,ISC-GEM,1974,12,24,6,55,47.36,98.9370,-2.3160,6.60,4.70,50.20,20.00,25.00,6.79,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
734708,ISC-GEM,1974,12,25,2,49,12.96,174.6220,51.5960,6.00,4.40,170.10,25.00,4.00,6.18,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
734833,ISC-GEM,1974,12,28,12,11,48.18,73.0060,35.0180,4.20,3.20,39.90,45.00,5.00,6.00,0.20,1.40,18, bibliog  ,       ,       ,       ,       ,       ,       
734885,ISC-GEM,1974,12,29,18,25,1.39,-150.5770,61.5850,7.10,5.00,18.40,65.00,4.80,5.92,0.33,       ,    ,          ,       ,       ,       ,       ,       ,       
734902,ISC-GEM,1974,12,30,4,47,44.36,69.5980,36.0180,5.30,4.80,23.50,102.40,4.70,5.61,0.51,       ,    ,          ,       ,       ,       ,       ,       ,       
734957,ISC-GEM,1974,12,31,20,21,10.85,-91.7940,14.0950,12.40,6.60,57.70,35.00,15.60,6.17,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
734965,ISC-GEM,1974,12,31,22,40,51.13,-155.4390,19.4470,8.20,5.70,170.40,10.00,12.50,5.55,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
732776,ISC-GEM,1975,1,1,3,55,13.37,-149.8170,61.8970,5.10,4.00,23.10,63.10,4.80,5.92,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
732812,ISC-GEM,1975,1,1,20,24,36.21,130.0030,-4.9520,8.00,5.70,55.80,24.50,8.40,5.63,0.32,       ,    ,          ,       ,       ,       ,       ,       ,       
732834,ISC-GEM,1975,1,2,8,58,57.7,151.4600,46.9690,5.50,3.90,131.80,10.00,29.90,6.40,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
732847,ISC-GEM,1975,1,2,14,16,2.08,143.0670,21.5870,6.80,4.10,82.70,310.00,5.20,5.88,0.55,       ,    ,          ,       ,       ,       ,       ,       ,       
732866,ISC-GEM,1975,1,3,5,10,11.46,-28.1870,-55.4830,11.90,8.00,43.70,15.00,15.50,5.55,0.43,       ,    ,          ,       ,       ,       ,       ,       ,       
732901,ISC-GEM,1975,1,4,12,28,41.45,97.4210,38.5900,8.00,6.20,174.10,10.00,25.00,5.55,0.31,       ,    ,          ,       ,       ,       ,       ,       ,       
732968,ISC-GEM,1975,1,6,19,9,55.72,130.3060,29.1450,6.10,4.70,104.80,57.80,5.50,5.74,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
733007,ISC-GEM,1975,1,8,1,58,55.78,101.6080,-3.0170,6.70,4.10,46.60,90.80,4.80,6.09,0.50,       ,    ,          ,       ,       ,       ,       ,       ,       
733036,ISC-GEM,1975,1,8,19,32,34.72,22.6610,38.1590,4.80,3.50,20.30,20.00,3.90,5.68,0.21,       ,    ,          ,       ,       ,       ,       ,       ,       
733194,ISC-GEM,1975,1,12,17,47,25.18,-177.9890,-33.4170,6.80,6.00,117.00,25.00,8.20,6.14,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
733200,ISC-GEM,1975,1,13,0,49,3.35,-178.1500,-20.2180,9.70,6.60,165.30,580.00,10.50,5.62,0.42,       ,    ,          ,       ,       ,       ,       ,       ,       
733212,ISC-GEM,1975,1,13,9,19,10.73,-171.0890,52.0810,6.50,4.60,174.30,35.00,9.90,5.85,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
733224,ISC-GEM,1975,1,13,22,57,27.57,159.6860,-8.8520,9.60,7.90,55.00,105.00,25.90,5.62,0.35,       ,    ,          ,       ,       ,       ,       ,       ,       
733250,ISC-GEM,1975,1,14,19,37,19.6,130.0340,-4.9060,6.80,5.10,57.40,20.50,3.50,6.10,0.20,2.05,18, bibliog  ,       ,       ,       ,       ,       ,       
733251,ISC-GEM,1975,1,14,19,48,59.46,129.9910,-4.9460,6.20,4.80,57.10,22.50,8.40,6.60,0.20,9.26,18, bibliog  ,       ,       ,       ,       ,       ,       
733279,ISC-GEM,1975,1,15,11,34,40.96,101.8450,29.3460,4.90,4.60,32.80,15.00,25.00,6.15,0.28,       ,    ,          ,       ,       ,       ,       ,       ,       
733286,ISC-GEM,1975,1,15,20,29,54.79,112.1500,-8.0630,9.40,5.20,33.40,133.50,5.10,5.50,0.10,2.21,17,    gcmt  ,-0.9,0.08,1.16,1.57,-1.15,-0.26
733333,ISC-GEM,1975,1,17,9,30,38.61,-174.4930,-17.9530,5.80,5.10,141.20,110.00,4.90,6.41,0.10,5.06,18,    gcmt  ,4.3,-1.24,-3.96,1.43,2.24,-0.35
733334,ISC-GEM,1975,1,17,10,28,8.2,126.1180,-2.8660,6.30,5.50,60.10,15.00,9.20,5.65,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
733360,ISC-GEM,1975,1,18,8,51,19.91,-173.6810,-20.4530,12.70,8.80,148.80,35.00,11.90,5.76,0.42,       ,    ,          ,       ,       ,       ,       ,       ,       
733389,ISC-GEM,1975,1,19,8,2,0.6,78.5360,32.3930,4.50,3.70,36.20,7.50,3.60,6.80,0.20,2.30,19, bibliog  ,       ,       ,       ,       ,       ,       
733391,ISC-GEM,1975,1,19,8,12,6.23,78.5730,31.8850,19.00,10.90,26.90,10.00,8.60,6.05,0.67,       ,    ,          ,       ,       ,       ,       ,       ,       
733433,ISC-GEM,1975,1,20,13,39,53.58,113.9000,-9.8160,10.60,7.10,37.30,65.00,15.90,5.65,0.67,       ,    ,          ,       ,       ,       ,       ,       ,       
733439,ISC-GEM,1975,1,20,17,31,11.29,141.2160,35.0420,4.00,3.20,106.20,20.00,3.80,6.13,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
733458,ISC-GEM,1975,1,21,14,25,24.81,-79.1940,-9.8990,14.90,7.70,55.60,38.90,5.30,5.50,0.28,       ,    ,          ,       ,       ,       ,       ,       ,       
733521,ISC-GEM,1975,1,23,11,4,16.19,-72.9430,-15.4770,10.10,5.40,48.90,105.00,6.10,5.50,0.29,       ,    ,          ,       ,       ,       ,       ,       ,       
733611,ISC-GEM,1975,1,25,2,8,43.18,-77.6750,7.2210,5.10,4.90,101.00,35.20,4.80,6.44,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
733687,ISC-GEM,1975,1,27,15,10,1.88,119.2850,-10.0360,7.20,4.80,38.90,21.90,22.20,5.93,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731896,ISC-GEM,1975,2,2,7,24,53.46,173.3960,53.0210,5.60,4.60,167.60,12.50,3.60,5.69,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731901,ISC-GEM,1975,2,2,8,43,42,173.5250,53.0530,4.90,4.30,0.10,12.50,3.60,7.10,0.40,5.10,19, bibliog  ,       ,       ,       ,       ,       ,       
731912,ISC-GEM,1975,2,2,16,17,29.31,147.0740,44.3970,6.60,5.20,127.10,130.90,5.10,5.63,0.33,       ,    ,          ,       ,       ,       ,       ,       ,       
731937,ISC-GEM,1975,2,3,16,45,15.81,129.9850,-4.9550,7.30,5.00,51.20,15.00,8.40,5.60,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731961,ISC-GEM,1975,2,4,11,36,7.36,122.6840,40.6510,4.10,3.70,51.30,16.00,3.50,6.90,0.30,3.00,19, bibliog  ,       ,       ,       ,       ,       ,       
731998,ISC-GEM,1975,2,5,6,47,43.48,-27.5480,-56.0590,13.20,10.40,35.30,100.00,23.90,5.53,0.39,       ,    ,          ,       ,       ,       ,       ,       ,       
732009,ISC-GEM,1975,2,5,17,46,7.82,131.3910,-3.5370,7.60,5.80,66.10,30.00,4.50,5.50,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732060,ISC-GEM,1975,2,7,4,51,43.68,149.5560,-7.1960,4.70,4.20,87.40,17.50,9.00,6.61,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732140,ISC-GEM,1975,2,9,11,1,20.93,174.2060,52.7550,6.70,4.60,167.40,17.50,6.40,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732251,ISC-GEM,1975,2,12,13,34,53.78,78.8840,43.1890,5.10,4.30,125.40,7.50,25.00,5.51,0.37,       ,    ,          ,       ,       ,       ,       ,       ,       
732356,ISC-GEM,1975,2,16,4,58,56.38,146.0360,-7.2310,6.60,4.90,69.10,170.00,7.40,5.98,0.42,       ,    ,          ,       ,       ,       ,       ,       ,       
732384,ISC-GEM,1975,2,17,3,38,22.39,97.8720,17.6500,5.60,4.50,21.90,10.00,25.00,5.96,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732519,ISC-GEM,1975,2,22,0,47,23.01,-100.6160,17.2820,11.50,6.00,59.10,36.00,5.00,5.91,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732530,ISC-GEM,1975,2,22,8,36,8.95,-179.4250,51.3470,4.70,3.70,178.00,47.10,5.10,6.62,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732551,ISC-GEM,1975,2,22,22,4,38.33,-178.8960,-25.0350,5.40,4.40,165.20,373.90,6.20,6.85,0.10,2.28,19,    gcmt  ,1.11,-1.85,-1,-0.33,-0.74,-0.11
732561,ISC-GEM,1975,2,23,2,58,43.16,124.0130,7.9830,6.10,4.60,56.20,628.30,6.70,5.73,0.55,       ,    ,          ,       ,       ,       ,       ,       ,       
732563,ISC-GEM,1975,2,23,3,53,36.26,-71.4310,-21.8770,10.40,5.70,75.00,30.00,25.00,5.74,0.33,       ,    ,          ,       ,       ,       ,       ,       ,       
732567,ISC-GEM,1975,2,23,7,34,11.62,166.7630,-10.9590,9.80,6.80,90.70,25.00,7.30,5.79,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732609,ISC-GEM,1975,2,24,18,22,2.83,127.9220,-8.4390,8.20,6.60,53.00,25.00,25.00,5.57,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
732623,ISC-GEM,1975,2,25,5,20,3.71,149.8380,-7.2450,7.00,6.10,101.70,20.00,11.30,5.78,0.53,       ,    ,          ,       ,       ,       ,       ,       ,       
732666,ISC-GEM,1975,2,26,4,48,54.45,98.4570,84.9850,5.00,4.40,153.50,15.00,25.00,5.70,0.20,4.90,17, bibliog  ,       ,       ,       ,       ,       ,       
732682,ISC-GEM,1975,2,26,14,29,1.52,154.9710,-6.5350,6.80,6.10,78.30,50.00,13.80,5.66,0.52,       ,    ,          ,       ,       ,       ,       ,       ,       
732692,ISC-GEM,1975,2,26,20,15,4.01,-69.5120,-19.8730,13.00,6.40,74.90,109.20,14.10,5.74,0.33,       ,    ,          ,       ,       ,       ,       ,       ,       
732725,ISC-GEM,1975,2,27,14,24,0.67,148.2030,-6.1170,4.70,4.10,65.30,77.70,4.70,6.10,0.70,       ,    ,          ,       ,       ,       ,       ,       ,       
730852,ISC-GEM,1975,3,1,14,53,17.8,-81.8640,-8.5230,9.90,6.20,56.60,15.00,25.00,5.59,0.41,       ,    ,          ,       ,       ,       ,       ,       ,       
730906,ISC-GEM,1975,3,3,9,48,24.07,70.9050,36.4100,4.60,3.70,41.20,188.20,5.30,5.55,0.50,       ,    ,          ,       ,       ,       ,       ,       ,       
730937,ISC-GEM,1975,3,4,11,17,50.2,130.0410,-4.9490,6.40,4.70,51.10,25.00,4.50,5.81,0.33,       ,    ,          ,       ,       ,       ,       ,       ,       
730952,ISC-GEM,1975,3,5,0,22,20.37,126.1090,-2.3380,5.20,4.00,48.30,12.50,3.70,6.59,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
730968,ISC-GEM,1975,3,5,10,27,10.91,168.9660,-19.4900,6.40,5.50,85.50,50.00,55.60,5.84,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
730983,ISC-GEM,1975,3,5,21,32,3.31,-27.3650,-56.0460,12.60,9.50,36.30,70.00,6.10,5.71,0.28,       ,    ,          ,       ,       ,       ,       ,       ,       
731017,ISC-GEM,1975,3,7,7,4,42.97,56.3410,27.4690,5.20,3.70,19.00,15.00,7.30,6.15,0.21,       ,    ,          ,       ,       ,       ,       ,       ,       
731206,ISC-GEM,1975,3,13,15,26,48.97,-71.3480,-29.8780,6.40,4.70,70.50,32.00,20.30,6.81,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731216,ISC-GEM,1975,3,13,18,45,29.63,170.6580,-21.8470,5.00,4.90,66.30,73.30,5.40,6.47,0.56,       ,    ,          ,       ,       ,       ,       ,       ,       
731241,ISC-GEM,1975,3,14,6,4,32.9,-93.4290,16.5620,6.80,5.20,41.70,158.40,5.20,5.72,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
731248,ISC-GEM,1975,3,14,16,5,28.65,148.5730,44.3390,9.30,5.90,130.70,47.30,12.50,5.55,0.38,       ,    ,          ,       ,       ,       ,       ,       ,       
731253,ISC-GEM,1975,3,14,19,59,3.88,134.2290,-2.1790,6.20,5.40,58.40,25.00,8.60,5.57,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731356,ISC-GEM,1975,3,17,18,58,45.2,122.6340,0.7400,6.20,5.00,63.20,70.00,5.10,5.62,0.65,       ,    ,          ,       ,       ,       ,       ,       ,       
731367,ISC-GEM,1975,3,18,1,10,54.72,-75.2490,-10.1630,12.60,7.00,81.40,39.00,5.10,5.63,0.35,       ,    ,          ,       ,       ,       ,       ,       ,       
731395,ISC-GEM,1975,3,18,17,21,26.32,-76.9370,-4.3890,6.30,4.40,75.60,120.00,5.00,6.59,0.67,       ,    ,          ,       ,       ,       ,       ,       ,       
731529,ISC-GEM,1975,3,23,7,32,40.18,122.7910,22.7470,3.80,3.50,74.70,32.90,13.30,6.60,0.20,1.10,19, bibliog  ,       ,       ,       ,       ,       ,       
731564,ISC-GEM,1975,3,24,5,33,46.08,68.7320,29.5480,5.90,4.20,36.70,10.00,11.30,5.74,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731595,ISC-GEM,1975,3,25,6,41,33.02,-66.4000,-27.9050,8.00,5.20,69.60,171.70,5.30,6.20,0.10,2.42,18,    gcmt  ,2.15,0.44,-1.94,0.48,-1.16,-0.21
731658,ISC-GEM,1975,3,26,23,19,29.7,121.9240,3.4930,6.30,4.50,58.40,25.00,3.90,5.75,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731665,ISC-GEM,1975,3,27,5,15,9.45,26.0920,40.3870,3.50,2.80,16.40,15.00,3.70,6.10,0.20,2.00,18, bibliog  ,       ,       ,       ,       ,       ,       
731687,ISC-GEM,1975,3,27,15,39,14.49,-18.0000,-59.5930,14.00,10.90,23.60,17.50,5.00,5.50,0.46,       ,    ,          ,       ,       ,       ,       ,       ,       
731708,ISC-GEM,1975,3,28,2,31,8.86,-112.3520,41.9660,4.40,3.90,83.90,10.00,4.60,6.05,0.48,       ,    ,          ,       ,       ,       ,       ,       ,       
731758,ISC-GEM,1975,3,29,9,36,21.38,50.8150,13.1400,5.90,5.60,0.60,15.00,3.90,5.90,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731814,ISC-GEM,1975,3,30,22,32,4.42,8.5090,-54.2100,10.50,6.90,94.20,10.00,25.00,6.35,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
731823,ISC-GEM,1975,3,31,2,51,59.8,122.8220,22.8320,5.20,4.90,124.50,27.50,14.50,5.73,0.29,       ,    ,          ,       ,       ,       ,       ,       ,       
729678,ISC-GEM,1975,4,2,8,44,1.3,140.5570,33.6680,4.90,3.90,97.90,70.70,22.00,5.71,0.31,       ,    ,          ,       ,       ,       ,       ,       ,       
729680,ISC-GEM,1975,4,2,10,31,32.17,-175.0170,-23.0830,9.00,7.30,147.30,20.00,18.00,5.79,0.26,       ,    ,          ,       ,       ,       ,       ,       ,       
729755,ISC-GEM,1975,4,4,11,12,7.98,-178.2780,-31.1800,7.40,6.40,113.40,35.00,48.00,5.62,0.50,       ,    ,          ,       ,       ,       ,       ,       ,       
729763,ISC-GEM,1975,4,4,17,41,15.25,45.1200,-21.1880,7.80,7.00,111.80,11.70,25.00,5.60,0.20,3.00,17, bibliog  ,       ,       ,       ,       ,       ,       
729787,ISC-GEM,1975,4,5,9,34,38.03,-69.6570,10.1000,6.70,5.50,126.50,23.10,3.80,6.04,0.40,       ,    ,          ,       ,       ,       ,       ,       ,       
729794,ISC-GEM,1975,4,5,16,52,50.38,160.0830,52.1730,5.90,4.50,132.30,45.00,5.00,5.73,0.43,       ,    ,          ,       ,       ,       ,       ,       ,       
729795,ISC-GEM,1975,4,5,17,50,3.13,159.9490,52.3950,6.40,5.10,130.10,45.00,5.10,6.18,0.28,       ,    ,          ,       ,       ,       ,       ,       ,       
729801,ISC-GEM,1975,4,5,20,38,31.45,-75.5570,10.1470,7.60,6.30,77.90,45.00,5.00,5.76,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
