eventID,Agency,year,month,day,hour,minute,second,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,moment,scaling,source,mpp,mpr,mrr,mrt,mtp,mtt
857881,ISC-GEM,1965,4,19,23,42,0.97,138.3320,34.8480,3.10,2.40,160.20,35.00,6.90,5.97,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
857999,ISC-GEM,1965,4,24,21,55,29.46,140.2310,11.4510,7.70,5.10,60.10,70.00,25.00,5.83,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
858003,ISC-GEM,1965,4,25,1,0,15.48,142.7760,24.4090,6.60,4.20,69.20,30.00,13.70,6.01,0.43,       ,    ,          ,       ,       ,       ,       ,       ,       
858039,ISC-GEM,1965,4,26,9,47,29.09,126.5680,-1.7330,8.70,5.40,49.60,25.00,3.40,5.71,0.30,       ,    ,          ,       ,       ,       ,       ,       ,       
858049,ISC-GEM,1965,4,26,20,29,7.62,-162.5900,54.1570,8.80,5.50,179.10,36.80,4.90,5.58,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
858053,ISC-GEM,1965,4,26,22,15,45.14,120.7980,21.0450,4.60,4.10,70.90,37.10,4.80,6.10,0.20,2.00,18, bibliog  ,       ,       ,       ,       ,       ,       
858070,ISC-GEM,1965,4,27,10,54,32.9,129.6050,-6.9490,8.90,5.30,62.30,110.00,30.20,5.92,0.21,       ,    ,          ,       ,       ,       ,       ,       ,       
858076,ISC-GEM,1965,4,27,14,9,10.19,23.4250,35.6260,5.80,4.60,33.30,60.00,20.90,6.10,0.30,1.90,18, bibliog  ,       ,       ,       ,       ,       ,       
858082,ISC-GEM,1965,4,27,20,9,17.79,-85.0750,1.3330,11.40,8.60,40.00,15.00,25.00,5.77,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
858143,ISC-GEM,1965,4,29,15,28,45.75,-122.4060,47.2880,4.10,3.70,54.30,64.70,5.10,6.70,0.30,1.40,19, bibliog  ,       ,       ,       ,       ,       ,       
856572,ISC-GEM,1965,5,1,21,27,54.5,-146.1760,60.3500,9.00,5.80,38.50,15.00,3.80,5.58,0.37,       ,    ,          ,       ,       ,       ,       ,       ,       
856581,ISC-GEM,1965,5,2,7,13,45.33,128.7690,28.9270,5.30,4.50,105.10,22.50,25.00,5.78,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856594,ISC-GEM,1965,5,3,1,9,34.25,-70.5690,-32.5370,10.40,6.20,84.90,90.00,14.60,5.75,0.31,       ,    ,          ,       ,       ,       ,       ,       ,       
856602,ISC-GEM,1965,5,3,10,1,38.58,-89.0700,13.6830,8.90,5.40,42.00,15.00,17.70,5.93,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
856609,ISC-GEM,1965,5,3,16,9,9.42,-67.9270,-24.2810,11.20,6.70,95.80,110.00,16.20,5.69,0.53,       ,    ,          ,       ,       ,       ,       ,       ,       
856624,ISC-GEM,1965,5,4,8,34,43.64,79.4140,41.8010,5.40,4.10,47.60,10.00,3.80,6.21,0.39,       ,    ,          ,       ,       ,       ,       ,       ,       
856806,ISC-GEM,1965,5,12,8,5,56.04,137.9240,-3.5230,9.80,5.80,56.80,50.00,20.20,5.72,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856810,ISC-GEM,1965,5,12,10,33,47.26,130.3580,-6.1740,6.90,4.20,61.40,153.10,5.40,6.06,0.47,       ,    ,          ,       ,       ,       ,       ,       ,       
856887,ISC-GEM,1965,5,15,23,58,36.1,134.9460,-4.1310,9.10,5.90,51.00,25.00,10.20,5.85,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856902,ISC-GEM,1965,5,16,11,35,47.43,125.4670,5.2680,7.10,4.50,55.90,35.00,4.80,5.90,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856924,ISC-GEM,1965,5,17,17,19,33.8,121.2480,22.3360,3.90,3.20,70.00,68.40,4.70,6.70,0.20,1.20,19, bibliog  ,       ,       ,       ,       ,       ,       
856977,ISC-GEM,1965,5,19,3,0,58.5,159.0830,-8.9380,9.40,7.90,65.00,35.00,13.60,5.60,0.49,       ,    ,          ,       ,       ,       ,       ,       ,       
856984,ISC-GEM,1965,5,19,6,3,56.25,105.3110,-6.5750,12.60,7.60,34.10,35.00,17.80,5.62,0.64,       ,    ,          ,       ,       ,       ,       ,       ,       
856995,ISC-GEM,1965,5,19,13,59,55.05,152.4360,-4.8190,7.50,5.60,73.50,50.00,15.60,5.52,0.62,       ,    ,          ,       ,       ,       ,       ,       ,       
857011,ISC-GEM,1965,5,20,0,40,26.46,167.4950,-14.8050,5.90,4.60,82.00,120.00,13.10,7.70,0.40,4.96,20, bibliog  ,       ,       ,       ,       ,       ,       
857068,ISC-GEM,1965,5,22,3,5,46.41,126.2390,1.3090,10.60,5.50,65.40,35.00,22.40,5.67,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
857075,ISC-GEM,1965,5,22,10,31,39.76,-178.5370,-21.1260,6.60,5.00,128.00,553.80,6.80,6.07,0.10,1.54,18,    gcmt  ,1.35,-0.38,-1.55,-0.39,-0.01,0.2
857113,ISC-GEM,1965,5,23,23,46,15.61,175.1190,52.1490,5.40,4.30,176.20,28.50,3.80,6.01,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
857130,ISC-GEM,1965,5,24,23,21,12.83,124.6040,13.1740,5.60,4.00,53.00,25.00,3.90,5.92,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
857142,ISC-GEM,1965,5,25,13,7,51.26,178.8820,51.2270,6.40,4.70,163.70,30.10,3.90,5.76,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
857305,ISC-GEM,1965,5,31,11,38,29.22,128.5860,-7.5180,7.90,4.90,60.70,35.00,17.10,5.90,0.20,8.30,17, bibliog  ,       ,       ,       ,       ,       ,       
855792,ISC-GEM,1965,6,2,5,13,0.3,-179.9170,-23.5400,7.00,6.00,111.70,540.00,7.70,5.70,0.34,       ,    ,          ,       ,       ,       ,       ,       ,       
855811,ISC-GEM,1965,6,2,23,40,23.28,-46.7120,15.6740,7.10,5.00,163.60,12.50,3.70,5.90,0.30,7.82,17, bibliog  ,       ,       ,       ,       ,       ,       
855868,ISC-GEM,1965,6,5,3,49,3.48,126.5520,-1.6490,12.50,6.20,58.90,20.00,3.40,5.62,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855987,ISC-GEM,1965,6,11,2,37,35.81,174.0150,51.8840,8.90,5.00,173.90,20.00,3.90,5.58,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855990,ISC-GEM,1965,6,11,3,33,47.4,149.0220,44.6080,4.20,3.70,130.00,40.70,5.00,7.00,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
855991,ISC-GEM,1965,6,11,3,34,4.75,148.6990,44.5780,27.70,14.50,72.90,58.00,12.50,7.17,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856010,ISC-GEM,1965,6,11,7,11,4.67,149.2550,44.1330,8.70,5.20,148.10,31.60,14.60,5.53,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856011,ISC-GEM,1965,6,11,7,27,44.92,149.5390,44.1120,10.10,5.70,147.40,35.00,14.60,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856015,ISC-GEM,1965,6,11,8,41,1.56,149.0320,44.2990,7.90,4.80,147.70,32.60,4.50,5.67,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856064,ISC-GEM,1965,6,12,5,28,40.58,149.8700,44.1670,10.80,5.80,146.10,35.00,13.60,5.61,0.45,       ,    ,          ,       ,       ,       ,       ,       ,       
856066,ISC-GEM,1965,6,12,5,40,58.4,149.4480,43.7750,8.30,5.20,140.10,38.00,5.00,5.67,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856067,ISC-GEM,1965,6,12,6,3,33.52,149.3510,43.8040,9.70,5.80,147.30,35.00,14.60,5.68,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856087,ISC-GEM,1965,6,12,18,45,44.03,149.3390,43.8850,11.10,6.20,146.00,35.00,14.60,5.50,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856088,ISC-GEM,1965,6,12,18,50,12.96,-68.9440,-20.3800,7.80,5.60,86.60,102.20,4.90,5.90,0.40,1.00,18, bibliog  ,       ,       ,       ,       ,       ,       
856098,ISC-GEM,1965,6,13,7,6,15.79,143.7270,41.7050,4.70,3.50,113.50,38.10,4.90,6.10,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856108,ISC-GEM,1965,6,13,20,1,51.73,29.3780,37.7180,5.10,3.80,10.50,25.00,6.70,5.90,0.30,8.20,17, bibliog  ,       ,       ,       ,       ,       ,       
856118,ISC-GEM,1965,6,14,7,30,42.01,45.5500,-39.9020,16.00,7.40,54.90,10.00,25.00,5.64,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856155,ISC-GEM,1965,6,15,23,10,29.97,173.5740,-21.0250,6.50,5.60,138.20,25.00,6.70,6.20,0.37,       ,    ,          ,       ,       ,       ,       ,       ,       
856219,ISC-GEM,1965,6,17,20,14,51.27,87.7840,32.0520,5.50,4.20,21.20,10.00,25.00,5.86,0.41,       ,    ,          ,       ,       ,       ,       ,       ,       
856278,ISC-GEM,1965,6,20,1,57,26.88,149.2180,44.5050,7.80,5.10,144.70,45.00,10.70,5.58,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856293,ISC-GEM,1965,6,20,18,4,34.71,-126.6520,42.9730,10.10,6.50,44.10,10.00,9.60,5.50,0.30,1.90,17, bibliog  ,       ,       ,       ,       ,       ,       
856301,ISC-GEM,1965,6,21,0,21,17.02,55.8910,28.1340,5.60,4.00,20.90,25.00,3.90,5.90,0.30,7.70,17, bibliog  ,       ,       ,       ,       ,       ,       
856343,ISC-GEM,1965,6,22,23,48,7.13,123.6130,7.1750,6.70,5.00,52.90,40.00,32.10,6.26,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856357,ISC-GEM,1965,6,23,11,9,17.39,-152.9480,56.5430,5.00,4.10,178.20,20.00,3.90,6.45,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
856382,ISC-GEM,1965,6,24,7,45,13,126.2500,7.0340,7.30,4.40,53.60,30.00,32.90,5.85,0.28,       ,    ,          ,       ,       ,       ,       ,       ,       
856447,ISC-GEM,1965,6,27,9,45,45.92,4.9650,-54.4370,11.50,8.70,76.10,10.00,25.00,5.73,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856449,ISC-GEM,1965,6,27,11,8,59.39,-141.4180,60.2810,10.10,5.70,47.00,15.00,6.70,6.45,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856452,ISC-GEM,1965,6,27,11,36,14.16,121.5600,23.7640,4.70,4.10,39.50,40.00,6.00,5.86,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856478,ISC-GEM,1965,6,28,3,33,35.62,153.0600,-5.0100,6.10,4.60,60.70,25.00,4.50,6.01,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856531,ISC-GEM,1965,6,30,2,53,16.54,126.5300,-1.7340,8.00,4.80,58.30,30.00,3.40,5.85,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
856536,ISC-GEM,1965,6,30,8,33,33.18,176.5300,51.8130,7.10,5.00,174.10,44.60,5.20,5.68,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855097,ISC-GEM,1965,7,1,23,12,42.54,-163.7070,-63.1590,10.90,8.50,44.50,10.00,25.00,6.11,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
855112,ISC-GEM,1965,7,2,20,58,40.26,-167.7390,52.9900,4.40,3.90,162.40,45.00,5.10,7.80,0.40,7.30,20, bibliog  ,       ,       ,       ,       ,       ,       
855121,ISC-GEM,1965,7,3,11,26,13.73,101.4960,22.3380,7.40,5.60,14.70,35.00,25.00,5.88,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855169,ISC-GEM,1965,7,6,3,18,45.08,22.5450,38.3840,4.40,3.60,27.50,20.00,4.00,6.30,0.30,4.20,18, bibliog  ,       ,       ,       ,       ,       ,       
855170,ISC-GEM,1965,7,6,4,8,49.19,152.4670,46.5910,14.10,7.20,147.90,45.00,5.00,5.59,0.34,       ,    ,          ,       ,       ,       ,       ,       ,       
855189,ISC-GEM,1965,7,6,18,36,46.49,155.0620,-4.4080,5.70,3.80,66.00,490.00,6.30,6.27,0.10,3.15,18,    gcmt  ,0.07,0.28,-1.83,2.58,-0.01,1.76
855208,ISC-GEM,1965,7,7,23,0,0.28,105.5050,-6.8190,12.40,7.50,49.70,35.00,30.30,5.68,0.39,       ,    ,          ,       ,       ,       ,       ,       ,       
855319,ISC-GEM,1965,7,12,13,57,15.67,-68.2500,-28.4280,12.10,6.80,71.90,112.40,5.20,5.69,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
855394,ISC-GEM,1965,7,15,18,33,30.63,123.8110,7.7400,7.60,4.50,67.50,570.00,6.60,5.97,0.10,11.12,17,    gcmt  ,4.54,-6.19,-7.31,-3.45,-5.97,2.77
855425,ISC-GEM,1965,7,17,7,20,34.02,159.8880,-9.7200,5.70,5.00,62.80,25.00,11.90,5.93,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855504,ISC-GEM,1965,7,20,13,18,28.01,124.2470,7.5600,7.50,4.80,62.10,24.60,4.50,5.73,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855526,ISC-GEM,1965,7,21,17,52,33.4,170.3650,53.3180,7.80,4.70,169.40,28.80,4.00,5.50,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855580,ISC-GEM,1965,7,25,3,40,45.62,99.2170,1.8310,10.20,5.20,49.40,130.00,25.00,5.51,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855589,ISC-GEM,1965,7,25,13,33,4.98,146.6820,41.2780,5.10,4.20,107.40,15.00,25.00,5.63,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855597,ISC-GEM,1965,7,25,21,46,45.86,175.8940,51.4720,7.30,5.30,177.10,20.10,3.80,5.69,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
855664,ISC-GEM,1965,7,28,22,29,9.35,101.7670,-2.3350,7.50,5.10,62.60,140.00,4.70,5.63,0.56,       ,    ,          ,       ,       ,       ,       ,       ,       
855674,ISC-GEM,1965,7,29,8,29,24.96,-171.2890,51.0500,4.50,4.20,179.60,21.40,3.70,6.83,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
855684,ISC-GEM,1965,7,29,12,20,21.77,-171.6070,50.7990,19.00,7.50,2.50,15.00,11.10,5.74,0.70,       ,    ,          ,       ,       ,       ,       ,       ,       
855692,ISC-GEM,1965,7,29,15,8,37.72,-171.4660,51.0760,11.30,5.50,6.00,20.00,11.10,5.62,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
855709,ISC-GEM,1965,7,30,7,20,10.38,-72.9070,6.7890,7.80,6.10,89.50,160.00,6.00,5.60,0.60,       ,    ,          ,       ,       ,       ,       ,       ,       
854282,ISC-GEM,1965,8,1,23,44,29.38,-178.8030,-32.4410,9.10,5.80,115.20,45.00,26.00,5.87,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854292,ISC-GEM,1965,8,2,13,19,57.02,157.9220,-56.0460,6.80,5.50,109.90,10.00,25.00,7.30,0.40,1.21,20, bibliog  ,       ,       ,       ,       ,       ,       
854310,ISC-GEM,1965,8,3,2,1,53.26,-81.1790,-7.5260,9.60,5.90,66.10,26.30,4.00,5.70,0.30,4.50,17, bibliog  ,       ,       ,       ,       ,       ,       
854347,ISC-GEM,1965,8,5,0,7,52.98,151.7010,-5.2130,5.00,4.10,81.60,60.00,5.20,6.50,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854451,ISC-GEM,1965,8,11,3,40,58.57,166.9800,-15.4490,5.00,4.30,72.50,25.00,4.50,7.20,0.30,7.40,19, bibliog  ,       ,       ,       ,       ,       ,       
854453,ISC-GEM,1965,8,11,7,18,47.15,167.2160,-15.6700,8.00,6.30,74.30,30.00,7.50,5.81,0.29,       ,    ,          ,       ,       ,       ,       ,       ,       
854468,ISC-GEM,1965,8,11,19,52,32.15,167.0970,-15.6850,6.20,5.00,84.60,30.00,7.50,6.90,0.30,3.20,19, bibliog  ,       ,       ,       ,       ,       ,       
854470,ISC-GEM,1965,8,11,20,13,58.19,167.2600,-15.7410,10.70,9.10,101.80,30.00,11.90,5.95,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854473,ISC-GEM,1965,8,11,22,31,51.45,167.0920,-15.8610,6.50,5.40,59.00,30.00,4.70,7.60,0.30,3.00,20, bibliog  ,       ,       ,       ,       ,       ,       
854500,ISC-GEM,1965,8,12,8,1,46.07,167.3990,-15.8170,5.20,4.50,80.90,30.00,16.40,6.90,0.30,2.40,19, bibliog  ,       ,       ,       ,       ,       ,       
854507,ISC-GEM,1965,8,12,12,57,15.04,152.1160,-5.3600,5.40,4.30,81.70,51.00,5.50,6.77,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
854519,ISC-GEM,1965,8,12,18,4,56.96,167.3920,-15.9310,7.00,5.60,79.90,35.00,5.00,5.89,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854538,ISC-GEM,1965,8,13,4,40,57.16,167.4390,-15.9700,6.60,6.00,90.60,30.00,16.40,5.76,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854550,ISC-GEM,1965,8,13,11,24,53.91,166.9600,-15.9950,6.10,5.30,110.90,25.00,12.20,6.13,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
854555,ISC-GEM,1965,8,13,12,40,10.79,166.9600,-15.8710,8.00,5.60,81.20,25.00,4.70,7.40,0.30,1.70,20, bibliog  ,       ,       ,       ,       ,       ,       
854556,ISC-GEM,1965,8,13,12,40,32.15,167.6070,-16.1980,14.50,9.90,40.50,35.00,16.40,7.15,0.32,       ,    ,          ,       ,       ,       ,       ,       ,       
854573,ISC-GEM,1965,8,13,17,56,30.05,167.6020,-16.8010,7.10,6.40,99.70,35.00,13.00,6.19,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854586,ISC-GEM,1965,8,13,21,57,38.41,148.5430,-6.3800,6.60,5.30,103.10,30.00,8.80,6.04,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
854614,ISC-GEM,1965,8,14,11,7,47.66,166.7940,-15.8190,7.00,5.50,103.20,20.00,12.20,5.97,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854617,ISC-GEM,1965,8,14,13,18,6.58,166.3320,-11.3850,7.00,6.10,74.70,35.00,5.00,5.73,0.25,       ,    ,          ,       ,       ,       ,       ,       ,       
854661,ISC-GEM,1965,8,16,12,36,22.95,-19.9510,-0.5300,6.10,5.50,135.90,15.00,3.80,6.20,0.30,2.76,18, bibliog  ,       ,       ,       ,       ,       ,       
854696,ISC-GEM,1965,8,17,10,35,6.58,95.8440,4.9300,6.10,4.20,45.40,35.00,8.60,6.14,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854706,ISC-GEM,1965,8,17,16,17,45.45,166.6700,-15.1850,6.60,5.90,84.20,30.00,16.20,5.76,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854753,ISC-GEM,1965,8,18,14,51,34.9,166.9990,-15.9450,6.50,5.20,90.30,25.00,12.20,6.15,0.34,       ,    ,          ,       ,       ,       ,       ,       ,       
854799,ISC-GEM,1965,8,20,5,54,51.41,128.4930,-5.7140,6.00,3.60,56.80,330.00,5.20,6.71,0.10,1.45,19,    gcmt  ,0.22,1.14,-0.31,-0.27,0.82,0.08
854803,ISC-GEM,1965,8,20,9,42,50.03,-68.8200,-18.9540,7.40,4.70,79.50,124.00,5.20,6.70,0.40,1.60,19, bibliog  ,       ,       ,       ,       ,       ,       
854827,ISC-GEM,1965,8,21,15,4,20.96,103.9930,-5.9210,11.10,6.50,48.10,45.00,9.70,5.62,0.65,       ,    ,          ,       ,       ,       ,       ,       ,       
854868,ISC-GEM,1965,8,23,14,8,58.25,26.2060,40.4590,4.50,3.70,29.50,15.00,5.20,5.96,0.35,       ,    ,          ,       ,       ,       ,       ,       ,       
854871,ISC-GEM,1965,8,23,19,46,4.3,-95.8670,16.0810,5.20,4.90,91.10,25.00,3.90,7.40,0.20,1.58,20, bibliog  ,       ,       ,       ,       ,       ,       
854885,ISC-GEM,1965,8,24,1,1,0.1,-96.2350,15.8370,14.80,8.30,40.20,25.00,18.20,5.78,0.68,       ,    ,          ,       ,       ,       ,       ,       ,       
854972,ISC-GEM,1965,8,27,18,22,3.63,149.0600,44.4530,5.90,2.80,138.00,30.00,4.60,5.68,0.63,       ,    ,          ,       ,       ,       ,       ,       ,       
855027,ISC-GEM,1965,8,30,3,32,8.03,167.4540,-16.9310,6.20,5.40,92.30,30.00,13.00,5.85,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
853538,ISC-GEM,1965,9,2,4,26,39.4,175.4510,51.8670,7.00,5.00,173.10,31.00,4.00,5.52,0.22,       ,    ,          ,       ,       ,       ,       ,       ,       
853601,ISC-GEM,1965,9,4,10,19,51.4,153.3870,46.5150,6.30,4.40,136.40,15.00,8.80,5.94,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
853605,ISC-GEM,1965,9,4,14,32,51.77,-152.5250,58.0900,4.90,4.40,21.00,27.80,3.90,6.97,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
853683,ISC-GEM,1965,9,8,3,26,22.9,-152.2630,57.5130,7.10,5.50,25.70,25.00,11.70,5.71,0.30,       ,    ,          ,       ,       ,       ,       ,       ,       
853712,ISC-GEM,1965,9,9,10,2,26.54,-84.4080,6.4700,7.90,6.00,62.50,15.00,25.00,6.20,0.20,2.40,18, bibliog  ,       ,       ,       ,       ,       ,       
853760,ISC-GEM,1965,9,11,6,53,1.04,152.9550,-5.3490,5.60,3.90,66.00,44.60,5.40,6.19,0.42,       ,    ,          ,       ,       ,       ,       ,       ,       
853784,ISC-GEM,1965,9,12,8,40,10.32,151.6510,-6.2090,5.10,3.70,68.40,15.00,13.90,6.12,0.38,       ,    ,          ,       ,       ,       ,       ,       ,       
853797,ISC-GEM,1965,9,12,22,2,35.59,70.7260,-6.4160,5.30,3.80,63.60,25.00,3.90,6.30,0.30,3.80,18, bibliog  ,       ,       ,       ,       ,       ,       
853808,ISC-GEM,1965,9,13,13,7,51,165.7310,55.3380,5.20,4.20,163.20,18.90,3.90,5.89,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
853817,ISC-GEM,1965,9,13,16,15,45.16,-97.6000,-36.4480,11.40,7.00,122.40,15.00,2.60,6.10,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
853835,ISC-GEM,1965,9,14,8,27,18.2,126.8950,8.3820,7.60,4.70,61.10,35.00,15.00,5.82,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
853881,ISC-GEM,1965,9,16,13,50,12,126.5220,7.1560,7.20,4.00,53.70,160.00,4.80,6.02,0.10,12.98,17,    gcmt  ,-7.82,-0.54,4.95,8.33,7.23,2.86
853904,ISC-GEM,1965,9,17,11,13,57.35,-77.4760,-1.4430,6.60,4.70,85.90,185.90,5.10,6.52,0.10,7.44,18,    gcmt  ,4.96,-3,-3.63,5.03,-1.35,-1.33
853914,ISC-GEM,1965,9,17,14,22,38.79,141.5330,36.2690,5.80,3.50,122.90,35.00,4.60,5.84,0.36,       ,    ,          ,       ,       ,       ,       ,       ,       
853917,ISC-GEM,1965,9,17,15,18,36.59,141.5300,36.2450,5.40,3.30,121.20,35.00,4.70,5.86,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
853920,ISC-GEM,1965,9,17,16,21,20.19,141.3610,36.2700,3.80,3.30,105.20,35.00,4.60,6.83,0.44,       ,    ,          ,       ,       ,       ,       ,       ,       
853952,ISC-GEM,1965,9,18,22,3,12.85,126.8740,8.1880,8.20,4.50,61.20,25.00,15.60,5.98,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854009,ISC-GEM,1965,9,21,1,38,31.86,128.2270,28.9520,3.70,3.60,89.20,197.60,5.20,6.69,0.10,13.31,18,    gcmt  ,6.46,-9.06,-8.54,-6.75,-0.55,2.08
854025,ISC-GEM,1965,9,22,4,24,50.14,99.3260,20.6820,5.40,5.00,179.90,35.00,25.00,5.93,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854040,ISC-GEM,1965,9,22,20,1,50.37,151.6310,-5.3910,6.40,4.90,90.60,55.00,14.80,5.93,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854045,ISC-GEM,1965,9,22,22,8,1.47,141.4600,36.3950,4.30,3.30,112.30,35.00,7.70,6.28,0.49,       ,    ,          ,       ,       ,       ,       ,       ,       
854087,ISC-GEM,1965,9,24,23,53,43.5,145.1670,13.0920,9.90,6.80,78.80,45.00,17.50,5.62,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
854110,ISC-GEM,1965,9,25,14,53,34.51,143.3570,39.6260,5.90,3.00,109.70,27.50,3.90,5.65,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854160,ISC-GEM,1965,9,26,21,33,52.9,-38.2440,-54.7570,8.20,6.80,71.00,10.00,25.00,5.84,0.20,       ,    ,          ,       ,       ,       ,       ,       ,       
854167,ISC-GEM,1965,9,27,5,9,13.84,175.5000,51.7520,8.90,6.00,179.90,35.00,7.00,5.62,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
854190,ISC-GEM,1965,9,28,5,6,40.01,-177.9990,-28.2780,7.40,6.00,107.90,25.00,18.40,6.50,0.24,       ,    ,          ,       ,       ,       ,       ,       ,       
854249,ISC-GEM,1965,9,30,23,47,42.54,-144.0600,59.2800,12.40,6.60,52.50,20.00,7.40,6.14,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
852802,ISC-GEM,1965,10,1,8,52,6.7,178.1660,49.9370,4.70,3.90,168.60,19.70,3.90,6.80,0.40,1.70,19, bibliog  ,       ,       ,       ,       ,       ,       
852814,ISC-GEM,1965,10,1,13,22,29.35,174.4800,-19.9210,5.40,5.10,148.90,545.50,6.70,6.22,0.10,2.67,18,    gcmt  ,0.55,0.44,-0.56,-1.63,2,0.01
852823,ISC-GEM,1965,10,1,22,34,23.63,-24.5510,-60.4680,12.40,9.80,70.40,10.00,25.00,6.01,0.40,       ,    ,          ,       ,       ,       ,       ,       ,       
852862,ISC-GEM,1965,10,3,14,45,31.19,156.4170,49.4260,5.00,3.90,146.50,50.00,5.00,5.88,0.23,       ,    ,          ,       ,       ,       ,       ,       ,       
852863,ISC-GEM,1965,10,3,16,14,57.43,-75.2250,-42.9690,8.10,5.30,98.20,22.20,3.70,5.90,0.30,1.03,18, bibliog  ,       ,       ,       ,       ,       ,       
852946,ISC-GEM,1965,10,7,3,36,2.32,114.4850,12.3470,5.80,4.30,43.70,20.00,25.00,5.90,0.30,1.00,18, bibliog  ,       ,       ,       ,       ,       ,       
853033,ISC-GEM,1965,10,10,17,25,41.86,-25.0910,-59.2250,10.90,8.00,64.20,20.00,8.20,5.83,0.46,       ,    ,          ,       ,       ,       ,       ,       ,       
853083,ISC-GEM,1965,10,12,13,41,1.76,-153.6150,56.1900,6.90,4.80,7.50,25.00,5.20,5.62,0.27,       ,    ,          ,       ,       ,       ,       ,       ,       
853158,ISC-GEM,1965,10,16,8,22,55.92,128.5580,3.1130,10.40,5.20,55.10,192.40,5.40,5.73,0.45,       ,    ,          ,       ,       ,       ,       ,       ,       
